bank_id,branch_id,acct_id,birth_date
bank_0,1,0,
bank_0,1,1,
bank_0,1,2,
bank_0,1,3,
bank_0,1,4,
bank_0,1,5,
bank_0,1,6,
bank_0,1,7,
bank_0,1,8,
bank_0,1,9,
bank_0,1,10,
bank_0,1,11,
bank_0,1,12,
bank_0,1,13,
bank_0,1,14,
bank_0,1,15,
bank_0,1,16,
bank_0,1,17,
bank_0,1,18,
bank_0,1,19,
bank_0,1,20,
bank_0,1,21,
bank_0,1,22,
bank_0,1,23,
bank_0,1,24,
bank_0,1,25,
bank_0,1,26,
bank_0,1,27,
bank_0,1,28,
bank_0,1,29,
bank_0,1,30,
bank_0,1,31,
bank_0,1,32,
bank_0,1,33,
bank_0,1,34,
bank_0,1,35,
bank_0,1,36,
bank_0,1,37,
bank_0,1,38,
bank_0,1,39,
bank_0,1,40,
bank_0,1,41,
bank_0,1,42,
bank_0,1,43,
bank_0,1,44,
bank_0,1,45,
bank_0,1,46,
bank_0,1,47,
bank_0,1,48,
bank_0,1,49,
bank_0,1,50,
bank_0,1,51,
bank_0,1,52,
bank_0,1,53,
bank_0,1,54,
bank_0,1,55,
bank_0,1,56,
bank_0,1,57,
bank_0,1,58,
bank_0,1,59,
bank_0,1,60,
bank_0,1,61,
bank_0,1,62,
bank_0,1,63,
bank_0,1,64,
bank_0,1,65,
bank_0,1,66,
bank_0,1,67,
bank_0,1,68,
bank_0,1,69,
bank_0,1,70,
bank_0,1,71,
bank_0,1,72,
bank_0,1,73,
bank_0,1,74,
bank_0,1,75,
bank_0,1,76,
bank_0,1,77,
bank_0,1,78,
bank_0,1,79,
bank_0,1,80,
bank_0,1,81,
bank_0,1,82,
bank_0,1,83,
bank_0,1,84,
bank_0,1,85,
bank_0,1,86,
bank_0,1,87,
bank_0,1,88,
bank_0,1,89,
bank_0,1,90,
bank_0,1,91,
bank_0,1,92,
bank_0,1,93,
bank_0,1,94,
bank_0,1,95,
bank_0,1,96,
bank_0,1,97,
bank_0,1,98,
bank_0,1,99,
bank_0,1,100,
bank_0,1,101,
bank_0,1,102,
bank_0,1,103,
bank_0,1,104,
bank_0,1,105,
bank_0,1,106,
bank_0,1,107,
bank_0,1,108,
bank_0,1,109,
bank_0,1,110,
bank_0,1,111,
bank_0,1,112,
bank_0,1,113,
bank_0,1,114,
bank_0,1,115,
bank_0,1,116,
bank_0,1,117,
bank_0,1,118,
bank_0,1,119,
bank_0,1,120,
bank_0,1,121,
bank_0,1,122,
bank_0,1,123,
bank_0,1,124,
bank_0,1,125,
bank_0,1,126,
bank_0,1,127,
bank_0,1,128,
bank_0,1,129,
bank_0,1,130,
