bank_id,branch_id,acct_id,prior_sar_count,open_dt,close_dt,initial_deposit,tx_behavior_id
bank_3,1,1600,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57527.74,5
bank_3,1,1601,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91739.2,5
bank_3,1,1602,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,74749.5,5
bank_3,1,1603,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58994.35,5
bank_3,1,1604,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72985.18,5
bank_3,1,1605,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,76315.14,5
bank_3,1,1606,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,74035.67,5
bank_3,1,1607,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51299.33,5
bank_3,1,1608,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59338.26,5
bank_3,1,1609,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80014.06,5
bank_3,1,1610,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67026.01,5
bank_3,1,1611,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,88823.61,5
bank_3,1,1612,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65483.22,5
bank_3,1,1613,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89425.99,5
bank_3,1,1614,True,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78247.39,5
bank_3,1,1615,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66152.94,5
bank_3,1,1616,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65127.07,5
bank_3,1,1617,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70248.86,5
bank_3,1,1618,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,53693.4,5
bank_3,1,1619,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89021.81,5
bank_3,1,1620,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95914.28,5
bank_3,1,1621,True,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81996.9,5
bank_3,1,1622,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79452.46,5
bank_3,1,1623,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89270.04,5
bank_3,1,1624,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54708.43,5
bank_3,1,1625,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87341.91,5
bank_3,1,1626,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84311.97,5
bank_3,1,1627,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57666.87,5
bank_3,1,1628,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78267.04,5
bank_3,1,1629,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90138.27,5
bank_3,1,1630,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62101.87,5
bank_3,1,1631,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,53957.38,5
bank_3,1,1632,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55158.43,5
bank_3,1,1633,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65360.22,5
bank_3,1,1634,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69203.35,5
bank_3,1,1635,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91709.09,5
bank_3,1,1636,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73861.0,5
bank_3,1,1637,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,88185.83,5
bank_3,1,1638,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61787.76,5
bank_3,1,1639,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84961.47,5
bank_3,1,1640,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98802.64,5
bank_3,1,1641,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70686.43,5
bank_3,1,1642,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93104.57,5
bank_3,1,1643,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,52808.35,5
bank_3,1,1644,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,53892.8,5
bank_3,1,1645,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,51954.06,5
bank_3,1,1646,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92994.46,5
bank_3,1,1647,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91601.27,5
bank_3,1,1648,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87282.3,5
bank_3,1,1649,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94037.14,5
bank_3,1,1650,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65110.49,5
bank_3,1,1651,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,88677.39,5
bank_3,1,1652,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94164.05,5
bank_3,1,1653,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80040.64,5
bank_3,1,1654,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89943.5,5
bank_3,1,1655,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91698.31,5
bank_3,1,1656,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,82748.85,5
bank_3,1,1657,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89970.49,5
bank_3,1,1658,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94757.38,5
bank_3,1,1659,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,60738.48,5
bank_3,1,1660,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,60349.81,5
bank_3,1,1661,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80825.67,5
bank_3,1,1662,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94068.99,5
bank_3,1,1663,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90846.22,5
bank_3,1,1664,True,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90843.05,5
bank_3,1,1665,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57768.51,5
bank_3,1,1666,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63199.05,5
bank_3,1,1667,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96791.09,5
bank_3,1,1668,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86236.83,5
bank_3,1,1669,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86200.94,5
bank_3,1,1670,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92203.26,5
bank_3,1,1671,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83952.66,5
bank_3,1,1672,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64652.54,5
bank_3,1,1673,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94136.57,5
bank_3,1,1674,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66551.52,5
bank_3,1,1675,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,97311.74,5
bank_3,1,1676,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,82374.76,5
bank_3,1,1677,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59742.41,5
bank_3,1,1678,True,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92776.38,5
bank_3,1,1679,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89740.2,5
bank_3,1,1680,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94132.33,5
bank_3,1,1681,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,82344.27,5
bank_3,1,1682,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57244.77,5
