bank_id,branch_id,acct_id,zip
bank_4,1,0,11327
bank_4,1,1,99438
bank_4,1,2,23143
bank_4,1,3,78025
bank_4,1,4,19219
bank_4,1,5,68122
bank_4,1,6,68548
bank_4,1,7,57231
bank_4,1,8,10178
bank_4,1,9,94695
bank_4,1,10,65700
bank_4,1,11,23251
bank_4,1,12,55577
bank_4,1,13,85557
bank_4,1,14,22955
bank_4,1,15,84760
bank_4,1,16,2843
bank_4,1,17,6920
bank_4,1,18,7202
bank_4,1,19,50297
bank_4,1,20,21071
bank_4,1,21,91508
bank_4,1,22,46579
bank_4,1,23,56484
bank_4,1,24,74771
bank_4,1,25,34745
bank_4,1,26,19801
bank_4,1,27,9831
bank_4,1,28,85964
bank_4,1,29,57615
bank_4,1,30,45393
bank_4,1,31,53719
bank_4,1,32,75468
bank_4,1,33,38357
bank_4,1,34,90519
bank_4,1,35,41477
bank_4,1,36,24565
bank_4,1,37,45979
bank_4,1,38,38404
bank_4,1,39,32460
bank_4,1,40,1205
bank_4,1,41,60840
bank_4,1,42,85892
bank_4,1,43,76226
bank_4,1,44,24718
bank_4,1,45,30664
bank_4,1,46,27888
bank_4,1,47,3103
bank_4,1,48,2537
bank_4,1,49,59479
bank_4,1,50,18426
bank_4,1,51,91014
bank_4,1,52,33390
bank_4,1,53,67972
bank_4,1,54,44888
bank_4,1,55,7489
bank_4,1,56,16768
bank_4,1,57,61212
bank_4,1,58,52448
bank_4,1,59,55845
bank_4,1,60,71303
bank_4,1,61,99222
bank_4,1,62,32004
bank_4,1,63,95681
bank_4,1,64,74889
bank_4,1,65,77927
bank_4,1,66,86119
bank_4,1,67,8276
bank_4,1,68,2193
bank_4,1,69,53351
bank_4,1,70,67985
bank_4,1,71,57816
bank_4,1,72,20799
bank_4,1,73,53254
bank_4,1,74,37991
bank_4,1,75,31017
bank_4,1,76,11263
bank_4,1,77,87778
bank_4,1,78,90034
bank_4,1,79,31832
bank_4,1,80,61775
bank_4,1,81,77159
bank_4,1,82,2852
bank_4,1,83,63849
bank_4,1,84,17408
bank_4,1,85,54369
bank_4,1,86,20180
bank_4,1,87,61280
bank_4,1,88,21993
bank_4,1,89,23361
bank_4,1,90,90861
bank_4,1,91,9505
bank_4,1,92,51796
bank_4,1,93,41257
bank_4,1,94,41043
bank_4,1,95,29894
bank_4,1,96,88483
bank_4,1,97,56568
bank_4,1,98,717
bank_4,1,99,65380
bank_4,1,100,62492
bank_4,1,101,64505
bank_4,1,102,23314
bank_4,1,103,75116
bank_4,1,104,74644
bank_4,1,105,83332
bank_4,1,106,90138
bank_4,1,107,92791
bank_4,1,108,1794
bank_4,1,109,75878
bank_4,1,110,71929
bank_4,1,111,59586
bank_4,1,112,64646
bank_4,1,113,12068
bank_4,1,114,85287
bank_4,1,115,43835
bank_4,1,116,21379
bank_4,1,117,63149
bank_4,1,118,97914
bank_4,1,119,1997
bank_4,1,120,23556
bank_4,1,121,51212
bank_4,1,122,36987
bank_4,1,123,34799
bank_4,1,124,92617
bank_4,1,125,76704
bank_4,1,126,60430
bank_4,1,127,46535
bank_4,1,128,67059
bank_4,1,129,98553
bank_4,1,130,7737
bank_4,1,131,47346
bank_4,1,132,83734
bank_4,1,133,97746
bank_4,1,134,56654
bank_4,1,135,23315
bank_4,1,136,52796
bank_4,1,137,8586
bank_4,1,138,89139
bank_4,1,139,24760
bank_4,1,140,67535
bank_4,1,141,33847
bank_4,1,142,14965
bank_4,1,143,80746
bank_4,1,144,67715
bank_4,1,145,58411
bank_4,1,146,63509
bank_4,1,147,11974
bank_4,1,148,39254
bank_4,1,149,24882
bank_4,1,150,5607
bank_4,1,151,58437
bank_4,1,152,41871
bank_4,1,153,40713
bank_4,1,154,30183
bank_4,1,155,86087
bank_4,1,156,9276
bank_4,1,157,42028
bank_4,1,158,28608
bank_4,1,159,83534
bank_4,1,160,47675
bank_4,1,161,43247
bank_4,1,162,19435
bank_4,1,163,94393
bank_4,1,164,33147
bank_4,1,165,65572
bank_4,1,166,52851
bank_4,1,167,83304
bank_4,1,168,58525
bank_4,1,169,37777
bank_4,1,170,93949
bank_4,1,171,25655
bank_4,1,172,74842
bank_4,1,173,84845
bank_4,1,174,74324
bank_4,1,175,45542
bank_4,1,176,34852
bank_4,1,177,22871
bank_4,1,178,39543
bank_4,1,179,99944
bank_4,1,180,91608
bank_4,1,181,20212
bank_4,1,182,2446
bank_4,1,183,55450
bank_4,1,184,76964
bank_4,1,185,48798
bank_4,1,186,13462
bank_4,1,187,65698
bank_4,1,188,59009
bank_4,1,189,20275
bank_4,1,190,70776
bank_4,1,191,73964
bank_4,1,192,49237
bank_4,1,193,65964
bank_4,1,194,10108
bank_4,1,195,10074
bank_4,1,196,81548
bank_4,1,197,98592
bank_4,1,198,77837
bank_4,1,199,69982
bank_4,1,200,56123
bank_4,1,201,92421
bank_4,1,202,93068
bank_4,1,203,19854
bank_4,1,204,17505
bank_4,1,205,77363
bank_4,1,206,16833
bank_4,1,207,43724
bank_4,1,208,58607
bank_4,1,209,37617
bank_4,1,210,66504
bank_4,1,211,67734
bank_4,1,212,67237
bank_4,1,213,13390
bank_4,1,214,16081
bank_4,1,215,49651
bank_4,1,216,23471
bank_4,1,217,9957
bank_4,1,218,45873
bank_4,1,219,10600
bank_4,1,220,85634
bank_4,1,221,99374
bank_4,1,222,81276
bank_4,1,223,58387
bank_4,1,224,58132
bank_4,1,225,57927
bank_4,1,226,41192
bank_4,1,227,51393
bank_4,1,228,66070
bank_4,1,229,74733
bank_4,1,230,80063
bank_4,1,231,27319
bank_4,1,232,91448
bank_4,1,233,44646
bank_4,1,234,5132
bank_4,1,235,81929
bank_4,1,236,85113
bank_4,1,237,99696
bank_4,1,238,10148
bank_4,1,239,6347
bank_4,1,240,84563
bank_4,1,241,72384
bank_4,1,242,82986
bank_4,1,243,49349
bank_4,1,244,29258
bank_4,1,245,19479
bank_4,1,246,13676
bank_4,1,247,26952
bank_4,1,248,78276
bank_4,1,249,64386
bank_4,1,250,30286
bank_4,1,251,90712
bank_4,1,252,58204
bank_4,1,253,79725
bank_4,1,254,15415
bank_4,1,255,29582
bank_4,1,256,47500
bank_4,1,257,13788
bank_4,1,258,36046
bank_4,1,259,86224
bank_4,1,260,44912
bank_4,1,261,88878
bank_4,1,262,91756
bank_4,1,263,49392
bank_4,1,264,21255
bank_4,1,265,61478
bank_4,1,266,55391
bank_4,1,267,13758
bank_4,1,268,58677
bank_4,1,269,34411
bank_4,1,270,49041
bank_4,1,271,34626
bank_4,1,272,70881
bank_4,1,273,99051
bank_4,1,274,13265
bank_4,1,275,41228
bank_4,1,276,51490
bank_4,1,277,37272
bank_4,1,278,20514
bank_4,1,279,74737
bank_4,1,280,58997
bank_4,1,281,73706
bank_4,1,282,70800
bank_4,1,283,20702
bank_4,1,284,82866
bank_4,1,285,87942
bank_4,1,286,87961
bank_4,1,287,25152
bank_4,1,288,50479
bank_4,1,289,60175
bank_4,1,290,95886
bank_4,1,291,52818
bank_4,1,292,45791
bank_4,1,293,23124
bank_4,1,294,50148
bank_4,1,295,10196
bank_4,1,296,39230
bank_4,1,297,63821
bank_4,1,298,7168
bank_4,1,299,8912
bank_4,1,300,68882
bank_4,1,301,77350
bank_4,1,302,70791
bank_4,1,303,87429
bank_4,1,304,16363
bank_4,1,305,10679
bank_4,1,306,48429
bank_4,1,307,65526
bank_4,1,308,64310
bank_4,1,309,14406
bank_4,1,310,1360
bank_4,1,311,77637
bank_4,1,312,6799
bank_4,1,313,63754
bank_4,1,314,30267
bank_4,1,315,27216
bank_4,1,316,707
bank_4,1,317,41029
bank_4,1,318,37767
bank_4,1,319,83645
bank_4,1,320,34299
bank_4,1,321,4837
bank_4,1,322,80077
bank_4,1,323,48668
bank_4,1,324,1805
bank_4,1,325,13317
bank_4,1,326,84165
bank_4,1,327,54783
bank_4,1,328,57085
bank_4,1,329,5215
bank_4,1,330,75022
bank_4,1,331,17230
bank_4,1,332,39543
bank_4,1,333,45438
bank_4,1,334,18588
bank_4,1,335,8317
bank_4,1,336,8596
bank_4,1,337,90896
bank_4,1,338,48249
bank_4,1,339,16212
bank_4,1,340,6749
bank_4,1,341,73148
bank_4,1,342,28316
bank_4,1,343,60393
bank_4,1,344,36075
bank_4,1,345,83824
bank_4,1,346,62738
bank_4,1,347,76252
bank_4,1,348,90337
bank_4,1,349,8171
bank_4,1,350,51579
bank_4,1,351,42090
bank_4,1,352,10986
bank_4,1,353,32589
bank_4,1,354,35583
bank_4,1,355,44387
bank_4,1,356,66006
bank_4,1,357,52638
bank_4,1,358,31264
bank_4,1,359,6311
bank_4,1,360,43197
bank_4,1,361,84393
bank_4,1,362,37183
bank_4,1,363,96759
bank_4,1,364,25771
bank_4,1,365,72253
bank_4,1,366,94645
bank_4,1,367,95861
bank_4,1,368,78282
bank_4,1,369,84703
bank_4,1,370,33934
bank_4,1,371,82465
bank_4,1,372,40781
bank_4,1,373,16492
bank_4,1,374,1996
bank_4,1,375,589
bank_4,1,376,36435
