bank_id,branch_id,acct_id,birth_date
bank_4,1,0,1969-08-15
bank_4,1,1,1979-08-17
bank_4,1,2,1980-01-07
bank_4,1,3,1983-11-01
bank_4,1,4,1975-09-26
bank_4,1,5,1982-07-28
bank_4,1,6,1970-11-14
bank_4,1,7,1991-11-16
bank_4,1,8,2002-10-20
bank_4,1,9,1951-02-16
bank_4,1,10,1966-10-04
bank_4,1,11,1982-01-01
bank_4,1,12,1950-04-20
bank_4,1,13,1946-08-27
bank_4,1,14,1968-02-01
bank_4,1,15,1987-12-07
bank_4,1,16,2003-08-03
bank_4,1,17,1952-12-03
bank_4,1,18,1980-10-20
bank_4,1,19,1971-09-28
bank_4,1,20,1991-03-02
bank_4,1,21,1951-09-10
bank_4,1,22,1980-10-06
bank_4,1,23,1960-09-05
bank_4,1,24,1986-03-09
bank_4,1,25,1951-06-12
bank_4,1,26,1944-02-28
bank_4,1,27,2004-01-10
bank_4,1,28,1977-02-20
bank_4,1,29,1972-12-20
bank_4,1,30,1974-07-01
bank_4,1,31,2000-07-04
bank_4,1,32,1953-09-22
bank_4,1,33,1960-09-11
bank_4,1,34,1965-08-06
bank_4,1,35,1972-11-13
bank_4,1,36,1986-02-05
bank_4,1,37,1996-11-11
bank_4,1,38,1977-02-01
bank_4,1,39,1958-01-08
bank_4,1,40,1999-12-07
bank_4,1,41,1988-12-17
bank_4,1,42,1945-06-02
bank_4,1,43,2001-10-07
bank_4,1,44,1950-01-10
bank_4,1,45,1991-06-08
bank_4,1,46,1957-02-03
bank_4,1,47,1998-09-23
bank_4,1,48,1971-02-21
bank_4,1,49,1976-05-10
bank_4,1,50,1956-04-21
bank_4,1,51,1987-05-21
bank_4,1,52,1960-03-19
bank_4,1,53,1999-10-28
bank_4,1,54,1967-11-20
bank_4,1,55,1960-08-09
bank_4,1,56,1991-11-26
bank_4,1,57,1995-08-13
bank_4,1,58,1964-03-05
bank_4,1,59,1953-09-04
bank_4,1,60,1990-01-03
bank_4,1,61,1993-04-06
bank_4,1,62,1985-12-29
bank_4,1,63,1956-03-20
bank_4,1,64,1945-10-12
bank_4,1,65,1960-05-28
bank_4,1,66,1961-09-02
bank_4,1,67,2003-10-14
bank_4,1,68,1984-09-22
bank_4,1,69,1982-09-15
bank_4,1,70,1992-12-24
bank_4,1,71,1941-10-23
bank_4,1,72,1968-03-13
bank_4,1,73,1997-12-05
bank_4,1,74,1976-03-23
bank_4,1,75,1964-09-26
bank_4,1,76,1970-10-04
bank_4,1,77,2003-02-19
bank_4,1,78,1952-01-13
bank_4,1,79,1995-09-24
bank_4,1,80,1959-05-25
bank_4,1,81,1986-12-03
bank_4,1,82,1953-01-29
bank_4,1,83,1997-03-26
bank_4,1,84,1967-09-21
bank_4,1,85,1972-12-13
bank_4,1,86,2000-05-08
bank_4,1,87,1979-06-24
bank_4,1,88,1963-09-20
bank_4,1,89,1958-07-25
bank_4,1,90,1980-02-29
bank_4,1,91,1987-04-28
bank_4,1,92,1978-10-19
bank_4,1,93,1951-01-01
bank_4,1,94,1962-04-09
bank_4,1,95,1990-08-09
bank_4,1,96,1983-09-10
bank_4,1,97,1988-03-11
bank_4,1,98,1962-07-26
bank_4,1,99,1945-12-10
bank_4,1,100,1988-02-14
bank_4,1,101,1954-12-29
bank_4,1,102,1988-12-26
bank_4,1,103,1949-12-21
bank_4,1,104,1960-04-28
bank_4,1,105,1950-06-06
bank_4,1,106,2003-07-29
bank_4,1,107,1993-06-04
bank_4,1,108,1950-03-04
bank_4,1,109,1974-11-15
bank_4,1,110,1993-04-19
bank_4,1,111,1969-12-12
bank_4,1,112,1987-08-18
bank_4,1,113,1969-05-24
bank_4,1,114,1975-04-11
bank_4,1,115,1980-04-08
bank_4,1,116,1975-10-10
bank_4,1,117,1947-02-03
bank_4,1,118,1998-10-15
bank_4,1,119,1950-04-06
bank_4,1,120,1941-12-26
bank_4,1,121,1974-11-12
bank_4,1,122,1967-06-06
bank_4,1,123,1984-11-27
bank_4,1,124,1973-02-22
bank_4,1,125,1947-01-11
bank_4,1,126,1962-02-05
bank_4,1,127,1963-04-30
bank_4,1,128,1954-11-09
bank_4,1,129,1967-12-24
bank_4,1,130,1953-09-24
bank_4,1,131,1960-08-13
bank_4,1,132,1984-01-29
bank_4,1,133,1944-02-18
bank_4,1,134,1986-07-25
bank_4,1,135,2001-06-21
bank_4,1,136,1955-06-25
bank_4,1,137,1957-10-21
bank_4,1,138,1947-05-10
bank_4,1,139,1942-08-24
bank_4,1,140,1959-07-08
bank_4,1,141,1988-05-01
bank_4,1,142,1972-06-27
bank_4,1,143,1971-12-08
bank_4,1,144,1981-11-18
bank_4,1,145,1959-12-30
bank_4,1,146,1991-04-30
bank_4,1,147,1956-08-26
bank_4,1,148,1972-12-15
bank_4,1,149,1981-04-23
bank_4,1,150,1950-02-06
bank_4,1,151,1947-10-15
bank_4,1,152,2001-09-22
bank_4,1,153,1962-03-27
bank_4,1,154,1958-09-21
bank_4,1,155,1996-02-01
bank_4,1,156,1961-05-08
bank_4,1,157,1946-05-29
bank_4,1,158,1997-03-26
bank_4,1,159,1962-02-06
bank_4,1,160,1981-08-01
bank_4,1,161,1956-12-18
bank_4,1,162,1972-06-29
bank_4,1,163,1997-04-14
bank_4,1,164,1976-12-14
bank_4,1,165,1961-08-18
bank_4,1,166,1990-05-18
bank_4,1,167,1979-04-03
bank_4,1,168,1969-08-08
bank_4,1,169,1959-09-14
bank_4,1,170,1985-02-27
bank_4,1,171,1970-02-27
bank_4,1,172,1972-09-16
bank_4,1,173,1963-01-18
bank_4,1,174,2000-08-27
bank_4,1,175,1983-03-28
bank_4,1,176,1942-07-23
bank_4,1,177,1960-11-18
bank_4,1,178,1984-06-10
bank_4,1,179,1958-02-20
bank_4,1,180,1987-07-26
bank_4,1,181,1989-01-24
bank_4,1,182,1957-07-26
bank_4,1,183,1959-10-18
bank_4,1,184,1979-09-17
bank_4,1,185,1999-12-09
bank_4,1,186,1999-12-28
bank_4,1,187,1953-03-25
bank_4,1,188,1945-01-03
bank_4,1,189,1950-02-21
bank_4,1,190,1961-05-22
bank_4,1,191,1957-05-12
bank_4,1,192,1999-08-20
bank_4,1,193,1965-09-09
bank_4,1,194,1999-10-08
bank_4,1,195,1947-05-21
bank_4,1,196,1948-02-03
bank_4,1,197,1966-09-01
bank_4,1,198,1997-08-29
bank_4,1,199,1980-06-02
bank_4,1,200,1954-01-17
bank_4,1,201,1971-03-03
bank_4,1,202,1977-09-08
bank_4,1,203,1998-06-04
bank_4,1,204,1951-07-02
bank_4,1,205,1983-03-15
bank_4,1,206,2003-03-20
bank_4,1,207,1951-07-18
bank_4,1,208,2000-05-29
bank_4,1,209,1961-02-03
bank_4,1,210,1987-10-04
bank_4,1,211,1944-12-23
bank_4,1,212,1954-06-08
bank_4,1,213,1986-04-02
bank_4,1,214,1986-11-25
bank_4,1,215,1943-09-12
bank_4,1,216,1984-05-02
bank_4,1,217,1966-01-25
bank_4,1,218,1985-03-26
bank_4,1,219,1957-09-06
bank_4,1,220,1998-03-01
bank_4,1,221,1974-10-13
bank_4,1,222,1974-03-11
bank_4,1,223,1982-04-18
bank_4,1,224,2001-08-28
bank_4,1,225,1954-10-22
bank_4,1,226,1971-09-10
bank_4,1,227,1990-06-17
bank_4,1,228,1990-06-15
bank_4,1,229,1993-03-05
bank_4,1,230,1968-08-24
bank_4,1,231,1944-11-15
bank_4,1,232,1944-12-21
bank_4,1,233,1994-10-01
bank_4,1,234,1980-08-23
bank_4,1,235,1972-11-25
bank_4,1,236,1999-11-19
bank_4,1,237,1983-09-17
bank_4,1,238,1973-01-11
bank_4,1,239,1967-12-17
bank_4,1,240,1966-07-30
bank_4,1,241,1959-04-11
bank_4,1,242,1942-09-26
bank_4,1,243,1986-10-30
bank_4,1,244,1943-12-04
bank_4,1,245,1964-11-25
bank_4,1,246,1971-06-05
bank_4,1,247,1972-04-23
bank_4,1,248,1962-02-19
bank_4,1,249,1949-01-09
bank_4,1,250,1977-05-17
bank_4,1,251,2001-08-27
bank_4,1,252,2001-07-31
bank_4,1,253,1974-11-15
bank_4,1,254,1996-07-06
bank_4,1,255,1992-07-07
bank_4,1,256,1957-11-29
bank_4,1,257,1953-05-18
bank_4,1,258,1964-10-27
bank_4,1,259,1949-07-20
bank_4,1,260,1993-11-22
bank_4,1,261,1960-06-13
bank_4,1,262,1989-01-02
bank_4,1,263,1955-12-18
bank_4,1,264,1960-07-02
bank_4,1,265,1977-03-31
bank_4,1,266,1955-06-21
bank_4,1,267,1968-07-24
bank_4,1,268,1974-06-23
bank_4,1,269,1983-10-19
bank_4,1,270,1988-11-06
bank_4,1,271,1978-09-12
bank_4,1,272,1998-11-01
bank_4,1,273,1990-02-15
