bank_id,branch_id,acct_id,state
bank_4,1,0,SC
bank_4,1,1,ID
bank_4,1,2,AZ
bank_4,1,3,AR
bank_4,1,4,WY
bank_4,1,5,ME
bank_4,1,6,NE
bank_4,1,7,CA
bank_4,1,8,MI
bank_4,1,9,NM
bank_4,1,10,UT
bank_4,1,11,NV
bank_4,1,12,NE
bank_4,1,13,GA
bank_4,1,14,OR
bank_4,1,15,NC
bank_4,1,16,AK
bank_4,1,17,UT
bank_4,1,18,LA
bank_4,1,19,DE
bank_4,1,20,OR
bank_4,1,21,TX
bank_4,1,22,AR
bank_4,1,23,KY
bank_4,1,24,FL
bank_4,1,25,HI
bank_4,1,26,PA
bank_4,1,27,IN
bank_4,1,28,DE
bank_4,1,29,WV
bank_4,1,30,LA
bank_4,1,31,KS
bank_4,1,32,UT
bank_4,1,33,FL
bank_4,1,34,DE
bank_4,1,35,SD
bank_4,1,36,KS
bank_4,1,37,WY
bank_4,1,38,VT
bank_4,1,39,CT
bank_4,1,40,ID
bank_4,1,41,NE
bank_4,1,42,CA
bank_4,1,43,MN
bank_4,1,44,UT
bank_4,1,45,AL
bank_4,1,46,MS
bank_4,1,47,KS
bank_4,1,48,VA
bank_4,1,49,WI
bank_4,1,50,AR
bank_4,1,51,WY
bank_4,1,52,NM
bank_4,1,53,OH
bank_4,1,54,MI
bank_4,1,55,MO
bank_4,1,56,CO
bank_4,1,57,DE
bank_4,1,58,NJ
bank_4,1,59,CT
bank_4,1,60,NH
bank_4,1,61,PA
bank_4,1,62,FL
bank_4,1,63,WV
bank_4,1,64,IN
bank_4,1,65,ME
bank_4,1,66,NM
bank_4,1,67,KS
bank_4,1,68,MA
bank_4,1,69,VA
bank_4,1,70,NC
bank_4,1,71,KY
bank_4,1,72,NY
bank_4,1,73,MA
bank_4,1,74,IA
bank_4,1,75,NM
bank_4,1,76,ID
bank_4,1,77,DE
bank_4,1,78,SC
bank_4,1,79,CA
bank_4,1,80,FL
bank_4,1,81,AR
bank_4,1,82,AR
bank_4,1,83,MT
bank_4,1,84,PA
bank_4,1,85,UT
bank_4,1,86,WA
bank_4,1,87,NY
bank_4,1,88,MO
bank_4,1,89,WI
bank_4,1,90,ND
bank_4,1,91,SD
bank_4,1,92,WA
bank_4,1,93,MI
bank_4,1,94,NM
bank_4,1,95,SD
bank_4,1,96,OR
bank_4,1,97,LA
bank_4,1,98,AR
bank_4,1,99,MD
bank_4,1,100,MI
bank_4,1,101,MA
bank_4,1,102,NV
bank_4,1,103,WA
bank_4,1,104,ND
bank_4,1,105,IL
bank_4,1,106,IA
bank_4,1,107,RI
bank_4,1,108,RI
bank_4,1,109,CO
bank_4,1,110,NV
bank_4,1,111,WY
bank_4,1,112,NY
bank_4,1,113,IN
bank_4,1,114,MI
bank_4,1,115,WY
bank_4,1,116,ND
bank_4,1,117,DC
bank_4,1,118,AL
bank_4,1,119,MA
bank_4,1,120,CT
bank_4,1,121,GA
bank_4,1,122,NE
bank_4,1,123,VA
bank_4,1,124,NM
bank_4,1,125,WV
bank_4,1,126,NM
bank_4,1,127,WV
bank_4,1,128,FL
bank_4,1,129,TX
bank_4,1,130,ME
bank_4,1,131,AZ
bank_4,1,132,MN
bank_4,1,133,WI
bank_4,1,134,AL
bank_4,1,135,WY
bank_4,1,136,FL
bank_4,1,137,TN
bank_4,1,138,DE
bank_4,1,139,MT
bank_4,1,140,DE
bank_4,1,141,UT
bank_4,1,142,VT
bank_4,1,143,IL
bank_4,1,144,OK
bank_4,1,145,OR
bank_4,1,146,CO
bank_4,1,147,NY
bank_4,1,148,NE
bank_4,1,149,VA
bank_4,1,150,KY
bank_4,1,151,LA
bank_4,1,152,TX
bank_4,1,153,MN
bank_4,1,154,NE
bank_4,1,155,TX
bank_4,1,156,WI
bank_4,1,157,VT
bank_4,1,158,GA
bank_4,1,159,CT
bank_4,1,160,HI
bank_4,1,161,LA
bank_4,1,162,NE
bank_4,1,163,IN
bank_4,1,164,NE
bank_4,1,165,CT
bank_4,1,166,ND
bank_4,1,167,WI
bank_4,1,168,GA
bank_4,1,169,WA
bank_4,1,170,TX
bank_4,1,171,ND
bank_4,1,172,HI
bank_4,1,173,WV
bank_4,1,174,GA
bank_4,1,175,NM
bank_4,1,176,OR
bank_4,1,177,MD
bank_4,1,178,VT
bank_4,1,179,CO
bank_4,1,180,WY
bank_4,1,181,IA
bank_4,1,182,FL
bank_4,1,183,SC
bank_4,1,184,AZ
bank_4,1,185,PA
bank_4,1,186,NE
bank_4,1,187,MT
bank_4,1,188,DC
bank_4,1,189,TX
bank_4,1,190,HI
bank_4,1,191,AR
bank_4,1,192,CA
bank_4,1,193,NC
bank_4,1,194,KY
bank_4,1,195,VA
bank_4,1,196,ME
bank_4,1,197,HI
bank_4,1,198,AL
bank_4,1,199,HI
bank_4,1,200,NC
bank_4,1,201,IL
bank_4,1,202,CA
bank_4,1,203,ID
bank_4,1,204,ME
bank_4,1,205,OH
bank_4,1,206,OR
bank_4,1,207,MA
bank_4,1,208,GA
bank_4,1,209,TN
bank_4,1,210,DE
bank_4,1,211,OK
bank_4,1,212,NV
bank_4,1,213,MO
bank_4,1,214,TN
bank_4,1,215,AL
bank_4,1,216,UT
bank_4,1,217,MT
bank_4,1,218,CO
bank_4,1,219,MO
bank_4,1,220,AR
bank_4,1,221,PA
bank_4,1,222,IL
bank_4,1,223,IN
bank_4,1,224,WI
bank_4,1,225,DC
bank_4,1,226,NJ
bank_4,1,227,WV
bank_4,1,228,WA
bank_4,1,229,CO
bank_4,1,230,CT
bank_4,1,231,VA
bank_4,1,232,MN
bank_4,1,233,WA
bank_4,1,234,NY
bank_4,1,235,MD
bank_4,1,236,AL
bank_4,1,237,ID
bank_4,1,238,OR
bank_4,1,239,WA
bank_4,1,240,DE
bank_4,1,241,KY
bank_4,1,242,NJ
bank_4,1,243,VT
bank_4,1,244,IA
bank_4,1,245,TN
bank_4,1,246,SD
bank_4,1,247,MD
bank_4,1,248,RI
bank_4,1,249,DC
bank_4,1,250,MI
bank_4,1,251,WY
bank_4,1,252,AK
bank_4,1,253,OR
bank_4,1,254,MO
bank_4,1,255,KS
bank_4,1,256,MN
bank_4,1,257,TX
bank_4,1,258,WV
bank_4,1,259,OH
bank_4,1,260,VT
bank_4,1,261,ID
bank_4,1,262,DE
bank_4,1,263,NJ
bank_4,1,264,NM
bank_4,1,265,WV
bank_4,1,266,OH
bank_4,1,267,GA
bank_4,1,268,KS
bank_4,1,269,DE
bank_4,1,270,MN
bank_4,1,271,MT
bank_4,1,272,KY
bank_4,1,273,VT
bank_4,1,274,RI
bank_4,1,275,DE
bank_4,1,276,MD
bank_4,1,277,NV
bank_4,1,278,VA
bank_4,1,279,NE
bank_4,1,280,NM
bank_4,1,281,SC
bank_4,1,282,NE
bank_4,1,283,NY
bank_4,1,284,DC
bank_4,1,285,AL
bank_4,1,286,NH
bank_4,1,287,MO
bank_4,1,288,AZ
bank_4,1,289,NV
bank_4,1,290,CA
bank_4,1,291,MN
bank_4,1,292,TX
bank_4,1,293,RI
bank_4,1,294,UT
bank_4,1,295,IN
bank_4,1,296,AR
bank_4,1,297,OR
bank_4,1,298,VA
bank_4,1,299,DC
bank_4,1,300,VA
bank_4,1,301,IL
bank_4,1,302,MN
bank_4,1,303,MO
bank_4,1,304,KS
bank_4,1,305,MI
bank_4,1,306,CO
bank_4,1,307,CA
bank_4,1,308,WA
bank_4,1,309,NC
bank_4,1,310,NY
bank_4,1,311,DE
bank_4,1,312,SD
bank_4,1,313,DC
bank_4,1,314,MA
bank_4,1,315,MT
bank_4,1,316,WV
bank_4,1,317,CA
bank_4,1,318,MO
bank_4,1,319,OH
bank_4,1,320,NH
bank_4,1,321,NY
bank_4,1,322,CA
bank_4,1,323,HI
bank_4,1,324,WV
bank_4,1,325,MD
bank_4,1,326,IL
bank_4,1,327,MD
bank_4,1,328,LA
bank_4,1,329,CO
bank_4,1,330,LA
bank_4,1,331,OK
bank_4,1,332,NC
bank_4,1,333,OK
bank_4,1,334,IA
bank_4,1,335,CO
bank_4,1,336,IL
bank_4,1,337,ME
bank_4,1,338,OK
bank_4,1,339,MI
bank_4,1,340,NM
bank_4,1,341,MN
bank_4,1,342,FL
bank_4,1,343,CA
bank_4,1,344,ME
bank_4,1,345,NM
bank_4,1,346,ND
bank_4,1,347,WI
bank_4,1,348,OK
bank_4,1,349,VT
bank_4,1,350,MI
bank_4,1,351,CA
bank_4,1,352,RI
bank_4,1,353,NV
bank_4,1,354,ND
bank_4,1,355,MT
bank_4,1,356,CT
bank_4,1,357,NJ
bank_4,1,358,VA
bank_4,1,359,IN
bank_4,1,360,CO
bank_4,1,361,AK
bank_4,1,362,NV
bank_4,1,363,HI
bank_4,1,364,AK
bank_4,1,365,MI
bank_4,1,366,ME
bank_4,1,367,ID
bank_4,1,368,WY
bank_4,1,369,IN
bank_4,1,370,ME
bank_4,1,371,ND
bank_4,1,372,MS
bank_4,1,373,MA
bank_4,1,374,KY
bank_4,1,375,WI
bank_4,1,376,WY
bank_4,1,377,WA
bank_4,1,378,TN
bank_4,1,379,LA
bank_4,1,380,MO
bank_4,1,381,NE
bank_4,1,382,OH
bank_4,1,383,AZ
bank_4,1,384,VT
bank_4,1,385,TX
bank_4,1,386,OR
bank_4,1,387,NC
bank_4,1,388,AK
bank_4,1,389,WV
bank_4,1,390,AK
bank_4,1,391,KY
bank_4,1,392,AK
bank_4,1,393,WV
bank_4,1,394,WA
bank_4,1,395,KY
bank_4,1,396,SD
bank_4,1,397,MI
bank_4,1,398,AZ
bank_4,1,399,CO
bank_4,1,400,TN
bank_4,1,401,DC
bank_4,1,402,MA
bank_4,1,403,NY
bank_4,1,404,MS
bank_4,1,405,RI
bank_4,1,406,MT
bank_4,1,407,NJ
bank_4,1,408,ID
bank_4,1,409,NJ
bank_4,1,410,AZ
bank_4,1,411,SC
bank_4,1,412,NV
bank_4,1,413,AR
bank_4,1,414,VT
bank_4,1,415,OR
bank_4,1,416,TX
bank_4,1,417,VT
bank_4,1,418,FL
bank_4,1,419,AR
bank_4,1,420,DE
bank_4,1,421,OK
bank_4,1,422,WY
bank_4,1,423,SD
bank_4,1,424,CO
bank_4,1,425,AL
bank_4,1,426,TN
bank_4,1,427,MD
bank_4,1,428,NH
bank_4,1,429,NE
bank_4,1,430,UT
bank_4,1,431,ID
bank_4,1,432,OR
bank_4,1,433,IL
bank_4,1,434,ND
bank_4,1,435,MT
bank_4,1,436,NV
bank_4,1,437,SD
bank_4,1,438,MD
bank_4,1,439,OH
bank_4,1,440,IA
bank_4,1,441,MT
bank_4,1,442,NY
bank_4,1,443,SC
bank_4,1,444,FL
bank_4,1,445,NH
bank_4,1,446,MD
bank_4,1,447,OH
bank_4,1,448,LA
bank_4,1,449,OH
bank_4,1,450,NV
bank_4,1,451,DC
bank_4,1,452,HI
bank_4,1,453,NJ
bank_4,1,454,AK
bank_4,1,455,GA
bank_4,1,456,NY
bank_4,1,457,CA
bank_4,1,458,LA
bank_4,1,459,WI
bank_4,1,460,AK
bank_4,1,461,NV
bank_4,1,462,ID
bank_4,1,463,IN
bank_4,1,464,SD
bank_4,1,465,MT
bank_4,1,466,UT
bank_4,1,467,NE
bank_4,1,468,GA
bank_4,1,469,SC
bank_4,1,470,MT
bank_4,1,471,MA
bank_4,1,472,NV
bank_4,1,473,PA
bank_4,1,474,NY
bank_4,1,475,AZ
bank_4,1,476,CO
bank_4,1,477,DC
bank_4,1,478,AL
bank_4,1,479,AK
bank_4,1,480,ND
bank_4,1,481,CO
bank_4,1,482,CA
bank_4,1,483,VA
bank_4,1,484,IL
bank_4,1,485,SD
bank_4,1,486,WY
bank_4,1,487,MN
bank_4,1,488,OK
bank_4,1,489,TX
bank_4,1,490,CA
bank_4,1,491,MN
bank_4,1,492,TN
bank_4,1,493,MO
bank_4,1,494,SD
bank_4,1,495,GA
bank_4,1,496,SD
bank_4,1,497,HI
bank_4,1,498,MA
bank_4,1,499,VT
bank_4,1,500,ID
bank_4,1,501,MO
bank_4,1,502,HI
bank_4,1,503,WA
bank_4,1,504,NM
bank_4,1,505,MN
bank_4,1,506,CA
bank_4,1,507,TN
bank_4,1,508,VA
bank_4,1,509,WI
bank_4,1,510,IN
bank_4,1,511,RI
bank_4,1,512,MS
bank_4,1,513,NY
bank_4,1,514,VA
bank_4,1,515,LA
bank_4,1,516,SC
bank_4,1,517,AR
bank_4,1,518,NC
bank_4,1,519,WY
bank_4,1,520,IA
bank_4,1,521,NY
bank_4,1,522,RI
bank_4,1,523,NY
bank_4,1,524,TN
bank_4,1,525,MS
bank_4,1,526,TX
bank_4,1,527,WV
bank_4,1,528,CO
bank_4,1,529,AK
bank_4,1,530,CO
bank_4,1,531,WV
bank_4,1,532,MD
bank_4,1,533,CT
bank_4,1,534,NM
bank_4,1,535,IL
bank_4,1,536,OR
bank_4,1,537,AL
bank_4,1,538,NJ
bank_4,1,539,FL
bank_4,1,540,NM
bank_4,1,541,NJ
bank_4,1,542,VA
bank_4,1,543,KY
bank_4,1,544,VA
bank_4,1,545,MN
bank_4,1,546,NM
bank_4,1,547,UT
bank_4,1,548,IL
bank_4,1,549,OH
bank_4,1,550,VT
bank_4,1,551,UT
bank_4,1,552,IL
bank_4,1,553,HI
bank_4,1,554,AL
bank_4,1,555,MN
bank_4,1,556,TX
bank_4,1,557,AR
bank_4,1,558,WV
bank_4,1,559,TX
bank_4,1,560,TX
bank_4,1,561,AR
bank_4,1,562,AZ
bank_4,1,563,OH
bank_4,1,564,IL
bank_4,1,565,SC
bank_4,1,566,TX
bank_4,1,567,OH
bank_4,1,568,VT
bank_4,1,569,UT
bank_4,1,570,MS
bank_4,1,571,MN
bank_4,1,572,AR
bank_4,1,573,DC
bank_4,1,574,MS
bank_4,1,575,IL
bank_4,1,576,MN
bank_4,1,577,VT
bank_4,1,578,WV
bank_4,1,579,SD
bank_4,1,580,MA
bank_4,1,581,HI
bank_4,1,582,AK
bank_4,1,583,NJ
bank_4,1,584,DC
bank_4,1,585,OH
bank_4,1,586,IN
bank_4,1,587,CO
bank_4,1,588,FL
bank_4,1,589,UT
bank_4,1,590,CT
bank_4,1,591,TX
bank_4,1,592,ME
bank_4,1,593,NE
bank_4,1,594,WY
bank_4,1,595,SC
bank_4,1,596,IN
bank_4,1,597,AR
bank_4,1,598,LA
bank_4,1,599,KS
bank_4,1,600,WI
bank_4,1,601,MI
bank_4,1,602,AZ
bank_4,1,603,NJ
bank_4,1,604,AK
bank_4,1,605,ND
bank_4,1,606,CO
bank_4,1,607,ID
bank_4,1,608,ME
bank_4,1,609,LA
bank_4,1,610,NY
bank_4,1,611,OH
bank_4,1,612,MA
bank_4,1,613,NC
bank_4,1,614,WA
bank_4,1,615,MO
bank_4,1,616,KY
bank_4,1,617,UT
bank_4,1,618,MS
bank_4,1,619,TN
bank_4,1,620,NM
bank_4,1,621,OH
bank_4,1,622,MD
bank_4,1,623,DC
bank_4,1,624,OK
bank_4,1,625,NY
bank_4,1,626,HI
bank_4,1,627,NJ
bank_4,1,628,WI
bank_4,1,629,PA
bank_4,1,630,UT
bank_4,1,631,VT
bank_4,1,632,AR
bank_4,1,633,AK
bank_4,1,634,IL
bank_4,1,635,SC
bank_4,1,636,UT
bank_4,1,637,IA
bank_4,1,638,AK
bank_4,1,639,WA
bank_4,1,640,ND
bank_4,1,641,TX
bank_4,1,642,TX
bank_4,1,643,IL
bank_4,1,644,WV
bank_4,1,645,IL
bank_4,1,646,UT
bank_4,1,647,MT
bank_4,1,648,HI
bank_4,1,649,IN
bank_4,1,650,NE
bank_4,1,651,AZ
bank_4,1,652,LA
bank_4,1,653,VT
bank_4,1,654,MO
bank_4,1,655,DE
bank_4,1,656,HI
bank_4,1,657,VT
bank_4,1,658,VT
bank_4,1,659,ME
bank_4,1,660,MT
bank_4,1,661,MD
bank_4,1,662,WI
bank_4,1,663,MA
bank_4,1,664,WA
bank_4,1,665,NE
bank_4,1,666,WY
bank_4,1,667,VA
bank_4,1,668,NE
bank_4,1,669,IL
bank_4,1,670,KY
bank_4,1,671,AR
bank_4,1,672,AZ
bank_4,1,673,IN
bank_4,1,674,IN
bank_4,1,675,NH
bank_4,1,676,NV
bank_4,1,677,MN
bank_4,1,678,WA
bank_4,1,679,FL
bank_4,1,680,MS
bank_4,1,681,DE
bank_4,1,682,AL
bank_4,1,683,AK
bank_4,1,684,UT
bank_4,1,685,GA
bank_4,1,686,FL
bank_4,1,687,CA
bank_4,1,688,MI
bank_4,1,689,DC
bank_4,1,690,ID
bank_4,1,691,NC
bank_4,1,692,NM
