tran_id,tran_timestamp
38594,2017-01-22 08:24:27
32743,2017-01-19 03:54:05
1356,2017-01-01 08:03:37
3,2017-01-01 18:59:40
13059,2017-01-08 11:29:24
25327,2017-01-15 03:30:22
38672,2017-01-22 00:12:16
50595,2017-01-29 20:28:05
62360,2017-02-05 11:17:51
74863,2017-02-12 01:15:39
88541,2017-02-19 03:51:10
65134,2017-02-06 09:31:39
45473,2017-01-26 13:05:47
2789,2017-01-02 06:46:39
37649,2017-01-22 20:57:09
63381,2017-02-05 11:14:39
19190,2017-01-11 18:56:26
39905,2017-01-23 10:26:35
52716,2017-01-30 10:34:18
59268,2017-02-03 22:35:03
64311,2017-02-06 21:21:51
15689,2017-01-09 03:31:53
40406,2017-01-23 20:35:52
2902,2017-01-02 15:12:17
28080,2017-01-16 15:35:02
77836,2017-02-13 00:01:53
52649,2017-01-30 12:21:02
26833,2017-01-15 14:07:19
69825,2017-02-09 12:04:10
71689,2017-02-10 14:25:23
10938,2017-01-07 00:56:19
23437,2017-01-14 16:45:56
37403,2017-01-21 05:34:41
49066,2017-01-28 14:23:12
62229,2017-02-04 05:04:16
73997,2017-02-11 10:42:03
86114,2017-02-18 09:06:03
5,2017-01-01 07:32:51
12873,2017-01-08 06:58:13
25313,2017-01-15 10:17:58
38397,2017-01-22 09:34:26
50710,2017-01-29 02:12:48
62883,2017-02-05 11:59:18
75427,2017-02-12 14:43:28
87437,2017-02-19 23:59:44
75605,2017-02-12 23:09:21
21708,2017-01-13 14:42:12
54762,2017-01-31 23:21:38
58990,2017-02-03 14:52:58
10884,2017-01-07 23:30:05
24396,2017-01-14 19:54:11
36635,2017-01-21 18:57:39
48941,2017-01-28 16:33:17
60878,2017-02-04 09:45:47
73978,2017-02-11 07:07:35
85969,2017-02-18 01:41:07
23488,2017-01-14 15:17:02
83488,2017-02-17 07:16:16
3460,2017-01-02 01:10:32
59987,2017-02-03 23:49:57
71986,2017-02-10 16:13:04
83762,2017-02-17 04:04:03
20566,2017-01-12 02:45:47
39644,2017-01-23 11:10:27
13733,2017-01-08 21:29:52
224,2017-01-01 15:49:00
87014,2017-02-19 18:29:36
2258,2017-01-02 12:55:07
50377,2017-01-29 11:35:56
15770,2017-01-09 01:02:55
38471,2017-01-22 23:34:08
75902,2017-02-12 17:05:55
25028,2017-01-15 03:10:21
62783,2017-02-05 01:59:53
43018,2017-01-25 22:33:26
5716,2017-01-04 21:03:57
67888,2017-02-08 13:55:05
56767,2017-02-01 23:07:40
80858,2017-02-15 03:36:29
19527,2017-01-11 19:34:44
30427,2017-01-18 03:58:07
58492,2017-02-02 02:30:13
45261,2017-01-26 10:57:52
7,2017-01-01 09:15:40
13422,2017-01-08 13:13:15
25501,2017-01-15 18:54:57
37949,2017-01-22 01:46:43
51133,2017-01-29 10:49:33
64051,2017-02-05 22:13:31
75174,2017-02-12 22:18:58
87122,2017-02-19 20:02:47
23069,2017-01-13 00:09:22
8,2017-01-01 02:45:38
14006,2017-01-08 02:43:04
26745,2017-01-15 07:04:29
38608,2017-01-22 17:38:30
51181,2017-01-29 19:46:48
63967,2017-02-05 23:11:33
75221,2017-02-12 14:59:35
88342,2017-02-19 02:59:54
27410,2017-01-16 02:10:23
43743,2017-01-25 00:13:07
43330,2017-01-25 14:56:32
26472,2017-01-15 17:20:14
469,2017-01-01 01:52:02
86974,2017-02-19 03:41:34
13273,2017-01-08 12:07:10
39988,2017-01-23 13:15:39
50977,2017-01-29 06:45:21
38997,2017-01-22 20:32:13
62382,2017-02-05 23:18:07
75967,2017-02-12 12:28:24
46517,2017-01-27 01:19:43
36375,2017-01-21 21:42:18
73917,2017-02-11 21:06:09
38757,2017-01-22 11:35:19
25412,2017-01-15 09:37:31
73308,2017-02-11 09:07:24
87928,2017-02-19 05:15:49
1227,2017-01-01 06:32:15
52079,2017-01-30 20:52:17
40792,2017-01-23 16:51:20
71712,2017-02-10 16:58:10
36683,2017-01-21 04:42:41
28525,2017-01-17 17:27:37
27897,2017-01-16 18:24:47
57216,2017-02-02 01:13:45
18271,2017-01-11 07:34:51
46084,2017-01-26 03:30:22
25955,2017-01-15 19:45:11
56894,2017-02-01 06:46:37
72397,2017-02-10 17:54:45
80932,2017-02-15 12:29:02
68239,2017-02-08 14:29:34
11485,2017-01-07 23:07:42
27523,2017-01-16 19:15:04
48504,2017-01-28 22:55:20
61417,2017-02-04 15:49:13
7569,2017-01-05 04:55:57
19694,2017-01-12 16:21:45
32846,2017-01-19 16:33:35
45497,2017-01-26 07:58:31
57857,2017-02-02 13:18:53
69870,2017-02-09 05:01:41
73389,2017-02-11 14:30:28
82349,2017-02-16 00:16:26
23649,2017-01-14 19:42:39
23715,2017-01-14 23:05:40
86000,2017-02-18 09:21:17
86154,2017-02-18 18:37:18
35979,2017-01-21 03:51:51
60184,2017-02-03 04:27:38
46345,2017-01-27 21:17:29
47071,2017-01-27 14:10:49
1737,2017-01-01 23:55:22
28420,2017-01-16 15:06:59
14598,2017-01-09 01:50:03
14663,2017-01-09 16:30:34
40497,2017-01-23 09:38:57
81286,2017-02-15 12:30:16
35951,2017-01-21 11:12:15
44440,2017-01-25 11:36:03
75568,2017-02-12 21:37:21
12640,2017-01-08 00:51:47
15112,2017-01-09 05:34:46
34305,2017-01-20 16:41:49
76946,2017-02-13 16:19:11
32779,2017-01-19 22:22:25
45956,2017-01-26 06:02:38
79336,2017-02-14 16:39:46
58058,2017-02-02 14:02:05
8586,2017-01-05 12:02:12
70841,2017-02-09 13:12:12
81870,2017-02-16 01:22:32
20493,2017-01-12 07:26:14
15,2017-01-01 20:11:28
13842,2017-01-08 10:30:31
26339,2017-01-15 02:49:31
37969,2017-01-22 02:26:38
51383,2017-01-29 05:16:37
63750,2017-02-05 23:31:41
75736,2017-02-12 11:54:24
87243,2017-02-19 13:02:29
3048,2017-01-02 10:50:31
5015,2017-01-03 00:20:30
16267,2017-01-10 06:25:01
28660,2017-01-17 15:59:16
41872,2017-01-24 12:10:24
54654,2017-01-31 18:04:39
66264,2017-02-07 10:16:15
79303,2017-02-14 19:14:33
22032,2017-01-13 16:14:21
11894,2017-01-07 12:32:19
23543,2017-01-14 06:49:49
36647,2017-01-21 13:30:37
48884,2017-01-28 16:46:03
61404,2017-02-04 22:31:49
73359,2017-02-11 02:25:24
85632,2017-02-18 12:54:26
12338,2017-01-07 03:15:08
36386,2017-01-21 01:35:26
24831,2017-01-14 12:31:37
16,2017-01-01 15:12:27
50416,2017-01-29 11:58:56
347,2017-01-01 14:46:14
