tran_id,bene_branch_id
31323,1
55987,1
25355,1
63221,1
75550,1
71615,1
27882,1
65104,1
40217,1
29965,1
30247,1
43867,1
5612,1
18282,1
18255,1
57812,1
9488,1
85543,1
11740,1
12796,1
83154,1
8008,1
21266,1
33886,1
46312,1
58449,1
70171,1
81669,1
36289,1
56728,1
13860,1
88206,1
26192,1
74611,1
43145,1
76168,1
36543,1
45415,1
48272,1
5095,1
78906,1
11505,1
23302,1
36503,1
48452,1
61527,1
74390,1
86230,1
29204,1
28941,1
66030,1
41174,1
12055,1
23889,1
37104,1
49587,1
61354,1
74139,1
86215,1
17387,1
53926,1
43726,1
23906,1
83665,1
82833,1
62385,1
86369,1
87608,1
63285,1
29587,1
6,1
87327,1
38311,1
76387,1
5818,1
12805,1
25235,1
51567,1
63624,1
773,1
16303,1
12480,1
14918,1
10182,1
21469,1
35133,1
46848,1
59699,1
71383,1
85180,1
38593,1
64512,1
13350,1
80141,1
26395,1
59291,1
2172,1
42977,1
29438,1
61983,1
13652,1
39736,1
13,1
12651,1
26170,1
38803,1
50151,1
63671,1
74849,1
88127,1
25966,1
79070,1
56911,1
20303,1
83202,1
12898,1
38296,1
37764,1
30920,1
68358,1
41631,1
49118,1
19,1
13406,1
26613,1
37817,1
51717,1
63517,1
76356,1
87407,1
41741,1
71910,1
61403,1
22283,1
10090,1
85147,1
34706,1
21642,1
25557,1
22,1
12814,1
25766,1
38780,1
50363,1
63955,1
76425,1
88295,1
76318,1
14500,1
39859,1
2585,1
28000,1
80252,1
76508,1
53359,1
65336,1
32933,1
20314,1
25659,1
56554,1
43964,1
45822,1
26381,1
26597,1
28337,1
3689,1
52481,1
43927,1
64280,1
48653,1
77115,1
37466,1
67055,1
24,1
38063,1
74619,1
62473,1
2670,1
14720,1
27851,1
39557,1
53303,1
64904,1
77145,1
21199,1
84164,1
72438,1
4786,1
41347,1
56174,1
29337,1
24289,1
26187,1
35014,1
41603,1
26535,1
56906,1
68814,1
72832,1
80065,1
12369,1
27697,1
48785,1
60637,1
7604,1
20248,1
32137,1
45183,1
58515,1
69528,1
74565,1
82054,1
86456,1
23968,1
23982,1
86110,1
36339,1
4602,1
43772,1
28,1
87612,1
2672,1
69319,1
13600,1
25169,1
28753,1
23169,1
84444,1
38883,1
54399,1
49916,1
7687,1
32899,1
63256,1
76115,1
10897,1
85998,1
929,1
64765,1
5030,1
16361,1
30260,1
41079,1
