tran_id,bene_acct
38594,262
32743,262
1356,1921
3,186
13059,186
25327,186
38672,186
50595,186
62360,186
74863,186
88541,186
65134,186
45473,575
2789,703
37649,1842
63381,1842
19190,1842
39905,1921
52716,1921
59268,223
64311,605
15689,605
40406,605
2902,605
28080,605
77836,605
52649,605
26833,1778
69825,1673
71689,1673
10938,1673
23437,1673
37403,1673
49066,1673
62229,1673
73997,1673
86114,1673
5,1391
12873,1391
25313,1391
38397,1391
50710,1391
62883,1391
75427,1391
87437,1391
75605,1391
21708,1391
54762,1391
58990,1391
10884,1391
24396,1391
36635,1391
48941,1391
60878,1391
73978,1391
85969,1391
23488,1391
83488,504
3460,504
59987,504
71986,504
83762,504
20566,648
39644,648
13733,409
224,409
87014,409
2258,409
50377,409
15770,409
38471,409
75902,409
25028,409
62783,409
43018,727
5716,727
67888,727
56767,727
80858,727
19527,727
30427,727
58492,445
45261,445
7,1367
13422,1367
25501,1367
37949,1367
51133,1367
64051,1367
75174,1367
87122,1367
23069,492
8,1144
14006,1144
26745,1144
38608,1144
51181,1144
63967,1144
75221,1144
88342,1144
27410,1144
43743,1144
43330,1144
26472,460
469,460
86974,460
13273,460
39988,460
50977,460
38997,460
62382,460
75967,460
46517,1804
36375,1804
73917,1804
38757,461
25412,461
73308,1140
87928,1882
1227,1882
52079,1882
40792,1882
71712,1882
36683,1056
28525,1893
27897,1928
57216,1928
18271,1928
46084,1928
25955,612
56894,612
72397,612
80932,612
68239,612
11485,444
27523,444
48504,444
61417,444
7569,444
19694,444
32846,444
45497,444
57857,444
69870,444
73389,444
82349,444
23649,444
23715,444
86000,444
86154,444
35979,444
60184,684
46345,684
47071,684
1737,607
28420,607
14598,607
14663,607
40497,607
81286,607
35951,743
44440,799
75568,817
12640,261
15112,429
34305,429
76946,429
32779,487
45956,487
79336,487
58058,487
8586,487
70841,487
81870,487
20493,487
15,1947
13842,1947
26339,1947
37969,1947
51383,1947
63750,1947
75736,1947
87243,1947
3048,1947
5015,1947
16267,1947
28660,1947
41872,1947
54654,1947
66264,1947
79303,1947
22032,1947
11894,1947
23543,1947
36647,1947
48884,1947
61404,1947
73359,1947
85632,1947
12338,674
36386,674
24831,674
16,511
50416,511
347,1142
13865,1142
25280,1142
37489,1142
50793,1142
62497,1142
75731,1142
87841,1142
3369,1142
84036,1142
15788,711
77997,711
27070,711
72086,711
69333,1820
34095,1820
38175,1974
55235,1974
17158,1974
55459,1974
5833,1974
18056,1974
30521,1974
43143,1974
56177,1974
68357,1974
80545,1974
47000,1974
14865,1747
38096,1656
62387,1656
991,1656
75457,1656
4139,1656
122,1994
37844,1994
67052,1994
41265,1994
80096,1994
30434,1994
5722,1994
43751,1994
18086,1994
43832,1994
58258,1994
35326,1994
35710,1994
9986,1994
23519,1994
11516,1871
20702,1435
59312,1435
36025,668
85509,668
48248,668
74273,668
61989,668
23294,668
11597,668
1390,551
13110,551
25373,551
38816,551
51017,551
60714,551
64086,551
75648,551
88721,551
36980,1868
62270,1938
77069,1938
31384,1938
32391,1938
3913,1620
17266,1620
30129,1620
42518,1620
53955,1620
66151,1620
79108,1620
81385,1620
1317,1327
87662,1327
76560,1327
14023,735
79503,735
11635,842
29495,436
42817,674
17040,674
18555,674
30761,674
20,1353
3484,1353
2181,1353
14926,1353
26907,1353
40099,1353
53099,1353
65320,1353
77058,1353
28678,1353
21661,1353
52096,155
87392,392
3442,1483
63561,1964
1364,1964
86970,1964
74364,1964
66067,1964
67245,1964
67561,1964
20390,1964
72694,1964
83995,1964
35478,1964
67516,980
55853,980
41429,1945
8904,1945
21498,1945
2405,416
58817,416
64305,416
24500,779
86514,779
23,103
12625,103
25143,103
37568,103
51495,103
63746,103
74765,103
88510,103
3931,103
15846,448
3268,448
50837,448
65039,448
40945,448
26877,448
76535,448
52705,448
67828,694
56813,694
76389,588
64083,588
10196,588
38133,588
26587,588
62189,588
51652,588
24,1637
57074,1637
31991,1275
33040,1275
34203,1275
36029,1649
46356,731
