tran_id,orig_acct
38594,93
32743,1237
1356,1529
3,867
13059,867
25327,867
38672,867
50595,867
62360,867
74863,867
88541,867
65134,1509
45473,1000
2789,647
37649,1308
63381,1395
19190,991
39905,33
52716,1257
59268,1560
64311,1308
15689,1809
40406,1887
2902,1000
28080,1890
77836,1991
52649,1224
26833,251
69825,1525
71689,86
10938,1795
23437,1795
37403,1795
49066,1795
62229,1795
73997,1795
86114,1795
5,850
12873,850
25313,850
38397,850
50710,850
62883,850
75427,850
87437,850
75605,1394
21708,329
54762,1549
58990,313
10884,1199
24396,1199
36635,1199
48941,1199
60878,1199
73978,1199
85969,1199
23488,270
83488,850
3460,144
59987,144
71986,396
83762,396
20566,1229
39644,1229
13733,1148
224,774
87014,774
2258,1539
50377,1539
15770,286
38471,286
75902,1919
25028,1616
62783,1838
43018,1148
5716,634
67888,1145
56767,1931
80858,1154
19527,506
30427,767
58492,1098
45261,1060
7,1819
13422,1819
25501,1819
37949,1819
51133,1819
64051,1819
75174,1819
87122,1819
23069,1819
8,1150
14006,1150
26745,1150
38608,1150
51181,1150
63967,1150
75221,1150
88342,1150
27410,1030
43743,74
43330,255
26472,1150
469,1706
86974,1706
13273,1066
39988,1440
50977,1440
38997,167
62382,1868
75967,1998
46517,1226
36375,64
73917,1536
38757,1610
25412,456
73308,146
87928,1522
1227,1485
52079,1233
40792,32
71712,1331
36683,343
28525,1544
27897,1431
57216,1220
18271,1400
46084,1218
25955,393
56894,393
72397,1457
80932,1457
68239,460
11485,1802
27523,1202
48504,1202
61417,1661
7569,1753
19694,1753
32846,1753
45497,1753
57857,1753
69870,1753
73389,1753
82349,1753
23649,380
23715,380
86000,380
86154,1994
35979,681
60184,1943
46345,1342
47071,1342
1737,1301
28420,1301
14598,273
14663,273
40497,1348
81286,1348
35951,1961
44440,964
75568,163
12640,1387
15112,1596
34305,1596
76946,1596
32779,1053
45956,279
79336,279
58058,953
8586,757
70841,1803
81870,1974
20493,783
15,874
13842,874
26339,874
37969,874
51383,874
63750,874
75736,874
87243,874
3048,186
5015,1999
16267,1999
28660,1999
41872,1999
54654,1999
66264,1999
79303,1999
22032,1280
11894,1850
23543,1850
36647,1850
48884,1850
61404,1850
73359,1850
85632,1850
12338,874
36386,1932
24831,988
16,1018
50416,1018
347,1018
13865,1018
25280,1018
37489,1018
50793,1018
62497,1018
75731,1018
87841,1018
3369,353
84036,1574
15788,1018
77997,1018
27070,1455
72086,1455
69333,179
34095,1374
38175,1204
55235,1310
17158,1389
55459,394
5833,1916
18056,1916
30521,1916
43143,1916
56177,1916
68357,1916
80545,1916
47000,170
14865,1229
38096,273
62387,229
991,1443
75457,1443
4139,1436
122,75
37844,290
67052,1518
41265,198
80096,228
30434,1232
5722,1449
43751,352
18086,390
43832,66
58258,1356
35326,221
35710,1406
9986,1560
23519,216
11516,23
20702,312
59312,315
36025,1526
85509,1971
48248,1620
74273,1907
61989,1795
23294,1133
11597,804
1390,902
13110,902
25373,902
38816,902
51017,902
60714,902
64086,902
75648,902
88721,902
36980,118
62270,1559
77069,338
31384,1416
32391,384
3913,1658
17266,1658
30129,1658
42518,1658
53955,1658
66151,1658
79108,1658
81385,1443
1317,217
87662,217
76560,1431
14023,1322
79503,1322
11635,360
29495,898
42817,1704
17040,116
18555,116
30761,1171
20,281
3484,82
2181,1790
14926,1790
26907,1790
40099,1790
53099,1790
65320,1790
77058,1790
28678,1404
21661,1572
52096,105
87392,1460
3442,1257
63561,393
1364,19
86970,19
74364,1243
66067,335
67245,1404
67561,222
20390,1312
72694,22
83995,1585
35478,197
67516,38
55853,1286
41429,1518
8904,1407
21498,1417
2405,329
58817,329
64305,329
24500,1746
86514,1746
23,1991
12625,1991
25143,1991
37568,1991
51495,1991
63746,1991
74765,1991
88510,1991
3931,348
15846,1991
3268,172
50837,172
65039,1855
40945,1734
26877,1084
76535,1474
52705,1770
67828,1991
56813,889
76389,1991
64083,1178
10196,197
38133,197
26587,13
62189,13
51652,714
24,255
57074,197
31991,89
33040,254
34203,1250
36029,1376
46356,255
83502,1384
87502,1384
9379,1302
30216,1302
34891,1128
71561,1021
21933,694
58827,566
82432,1260
13136,1390
72066,1983
36188,1548
49856,1565
64281,1229
22906,1499
48301,1405
43534,1528
72144,258
84948,1256
21900,375
532,1563
76416,27
64893,1359
2217,112
16408,1568
74478,1227
23040,396
56038,202
58140,1217
84099,1595
37228,337
73734,236
74535,95
59456,51
76662,180
40957,1450
7622,895
57638,895
71562,1886
9011,1268
12637,1268
62619,1268
21578,1337
56824,1337
35442,211
56051,211
47040,262
59703,1864
10767,1960
23146,1960
35288,1960
47589,1960
59853,1960
72125,1960
83620,1960
85186,1960
23749,1436
44489,1436
77415,1523
28854,244
6638,1561
45938,249
60230,1353
60729,117
28485,1212
3025,292
56289,292
14841,1149
40265,1260
53738,1260
20734,1579
52953,1579
77642,1954
64517,470
51610,1212
87855,1212
1371,1041
87991,1041
4410,1583
13318,1583
78461,1583
26423,1568
29829,1568
63121,1724
75592,1753
37940,432
48422,1279
63532,1212
31315,1584
34541,240
38610,391
38267,317
77535,15
16928,1475
42212,40
6912,1976
19124,1976
30663,1976
43646,1976
56402,1976
68017,1976
81494,1976
8308,1297
84575,154
72549,1268
60112,78
84645,50
1586,1258
50065,1258
37765,1025
65536,100
41790,182
79896,354
30865,1238
55983,158
57750,1218
47840,359
8478,1955
20767,1955
33780,1955
45406,1955
58611,1955
69685,1955
83437,1955
33696,1407
34324,1397
83656,1385
72047,1374
35828,1480
11359,1437
56525,266
23416,1757
73004,1757
11691,986
61237,986
39,77
25521,77
63917,77
13473,1944
76430,1944
104,77
87251,77
357,84
63516,84
2975,984
14650,984
26974,984
39892,984
52648,984
64170,984
76976,984
20602,1435
81713,1435
8283,1848
19703,1848
33439,1848
45198,1848
58592,1848
69323,1848
82648,1848
14231,77
37525,77
45282,77
62522,77
57520,1524
51066,77
71376,1595
75074,77
51588,199
15722,57
27856,1307
31510,92
21172,1303
33068,387
82840,1329
73987,233
35502,90
10551,1792
21747,1792
34674,1792
47979,1792
59324,1792
71332,1792
83911,1792
14073,56
75661,56
59721,1557
37579,56
217,260
37846,260
75283,260
75218,391
26764,1691
12669,57
39431,57
2183,355
1471,982
13629,982
26203,982
39193,982
49952,982
63586,982
75416,982
87456,982
30631,198
51556,198
81552,1923
44499,1490
6796,1048
55490,1762
68823,1854
18918,1265
38265,753
44075,11
39795,1351
11740,216
38894,150
51214,108
80558,1557
43240,67
46725,1278
38986,1563
25185,1565
27954,167
17572,1211
10608,1542
84085,333
49366,1556
21867,1363
38235,1363
59944,1188
9431,1347
46108,1347
1178,113
35598,113
10620,836
21857,836
35698,836
47804,836
59756,836
72164,836
84150,836
84348,836
72573,1998
47940,969
