tran_id,base_amt
38594,378.45
32743,798.59
1356,625.27
3,454.24
13059,918.35
25327,768.5
38672,520.68
50595,229.15
62360,475.54
74863,515.27
88541,228.52
65134,694.8
45473,442.61
2789,715.35
37649,484.4
63381,703.73
19190,118.58
39905,994.94
52716,699.71
59268,458.11
64311,194.32
15689,103.11
40406,901.07
2902,720.49
28080,321.27
77836,749.91
52649,567.14
26833,290.82
69825,478.8
71689,180.77
10938,986.4
23437,199.73
37403,939.08
49066,155.74
62229,678.44
73997,453.22
86114,874.04
5,846.34
12873,758.11
25313,670.36
38397,654.47
50710,465.86
62883,934.41
75427,633.84
87437,725.11
75605,665.98
21708,758.14
54762,342.45
58990,218.45
10884,517.64
24396,971.68
36635,778.12
48941,983.37
60878,150.97
73978,594.77
85969,452.06
23488,800.9
83488,165.26
3460,501.44
59987,257.28
71986,795.8
83762,373.73
20566,294.21
39644,192.29
13733,744.15
224,842.14
87014,829.19
2258,514.63
50377,807.14
15770,97.6
38471,858.89
75902,734.63
25028,516.42
62783,716.83
43018,436.53
5716,178.71
67888,850.92
56767,104.93
80858,399.02
19527,949.85
30427,273.54
58492,130.95
45261,516.41
7,459.3
13422,907.35
25501,801.53
37949,462.61
51133,518.32
64051,480.69
75174,961.54
87122,986.57
23069,456.53
8,594.1
14006,983.49
26745,914.65
38608,524.34
51181,346.94
63967,922.48
75221,316.79
88342,739.26
27410,135.3
43743,578.45
43330,303.21
26472,917.71
469,613.63
86974,685.66
13273,307.24
39988,128.83
50977,548.05
38997,586.79
62382,726.72
75967,829.24
46517,253.72
36375,565.3
73917,434.07
38757,133.43
25412,974.66
73308,352.6
87928,975.34
1227,884.55
52079,763.56
40792,592.18
71712,609.73
36683,554.53
28525,954.31
27897,313.27
57216,371.43
18271,105.36
46084,696.7
25955,723.36
56894,895.14
72397,412.26
80932,122.09
68239,628.88
11485,552.37
27523,844.18
48504,252.34
61417,646.11
7569,801.86
19694,637.21
32846,418.64
45497,677.15
57857,123.34
69870,855.88
73389,620.89
82349,584.31
23649,487.13
23715,688.4
86000,787.95
86154,196.94
35979,520.16
60184,226.12
46345,126.36
47071,297.66
1737,195.08
28420,266.92
14598,176.86
14663,251.12
40497,949.19
81286,821.13
35951,821.11
44440,976.28
75568,1005.96
12640,394.76
15112,623.81
34305,243.87
76946,343.86
32779,397.16
45956,603.18
79336,338.36
58058,771.27
8586,613.06
70841,563.23
81870,119.05
20493,660.0
15,537.46
13842,736.21
26339,925.8
37969,336.32
51383,485.64
63750,143.71
75736,308.21
87243,602.68
3048,487.16
5015,420.93
16267,805.87
28660,426.74
41872,145.15
54654,595.77
66264,610.31
79303,844.72
22032,760.23
11894,225.82
23543,411.1
36647,100.43
48884,607.92
61404,631.21
73359,411.97
85632,734.36
12338,940.3
36386,911.22
24831,851.72
16,397.44
50416,422.25
347,274.16
13865,116.23
25280,186.1
37489,593.6
50793,143.6
62497,525.52
75731,281.84
87841,703.75
3369,440.67
84036,665.0
15788,670.85
77997,205.41
27070,579.44
72086,944.62
69333,586.61
34095,998.41
38175,148.26
55235,372.1
17158,910.98
55459,529.94
5833,521.49
18056,818.04
30521,990.21
43143,567.96
56177,178.07
68357,829.65
80545,824.13
47000,792.9
14865,696.1
38096,936.69
62387,192.85
991,544.61
75457,414.8
4139,194.23
122,870.69
37844,859.39
67052,729.8
41265,920.51
80096,228.66
30434,391.36
5722,648.19
43751,564.66
18086,190.62
43832,757.83
58258,120.6
35326,394.42
35710,299.66
9986,122.85
23519,347.99
11516,482.03
20702,719.87
59312,929.44
36025,586.08
85509,756.45
48248,205.82
74273,594.62
61989,991.23
23294,718.2
11597,255.0
1390,362.46
13110,877.33
25373,786.27
38816,483.69
51017,537.93
60714,763.03
64086,984.18
75648,971.32
88721,358.21
36980,336.26
62270,277.61
77069,374.66
31384,202.94
32391,946.79
3913,120.28
17266,751.11
30129,424.41
42518,110.27
53955,420.22
66151,383.37
79108,156.66
81385,556.27
1317,783.07
87662,631.8
76560,140.91
14023,365.3
79503,233.92
11635,641.38
29495,675.08
42817,912.83
17040,115.49
18555,786.08
30761,695.55
20,550.93
3484,153.58
2181,120.72
14926,988.14
26907,136.98
40099,207.69
53099,408.01
65320,790.09
77058,378.4
28678,883.8
21661,800.22
52096,650.97
87392,809.28
3442,769.16
63561,768.22
1364,335.76
86970,118.1
74364,112.7
66067,965.55
67245,819.34
67561,766.74
20390,441.9
72694,753.53
83995,481.47
35478,842.4
67516,532.57
55853,799.0
41429,809.35
8904,687.54
21498,643.66
2405,142.31
58817,327.61
64305,120.09
24500,533.95
86514,102.59
23,716.91
12625,647.92
25143,307.85
37568,255.2
51495,890.86
63746,715.84
74765,768.33
88510,883.32
3931,662.21
15846,536.75
3268,601.7
50837,880.67
65039,750.53
40945,239.68
26877,896.49
76535,487.47
52705,406.03
67828,335.4
56813,565.09
76389,526.86
64083,510.77
10196,136.0
38133,657.75
26587,979.72
62189,229.59
51652,236.77
24,713.73
57074,411.44
31991,443.36
33040,142.85
34203,745.76
36029,532.55
46356,265.05
83502,748.1
87502,935.78
9379,160.48
30216,315.03
34891,731.39
71561,836.51
21933,967.38
58827,257.98
82432,205.38
13136,626.24
72066,134.99
36188,243.56
49856,411.82
64281,759.27
22906,304.76
48301,100.07
43534,409.75
72144,780.88
84948,175.59
21900,688.7
532,887.03
76416,444.46
64893,338.37
2217,636.5
16408,172.31
74478,216.21
23040,384.47
56038,360.48
58140,371.15
84099,652.68
37228,438.43
73734,630.42
74535,583.07
59456,424.35
76662,761.6
40957,570.03
7622,365.52
57638,620.35
71562,490.36
9011,921.26
12637,137.28
62619,105.08
21578,387.32
56824,127.63
35442,509.1
56051,562.35
47040,621.17
59703,944.31
10767,660.43
23146,110.24
35288,358.81
47589,441.28
59853,737.39
72125,742.94
83620,210.29
85186,671.83
23749,729.72
44489,417.6
77415,686.96
28854,350.92
6638,479.78
45938,124.44
60230,243.98
60729,695.56
28485,372.98
3025,568.37
56289,590.54
14841,691.61
40265,346.1
53738,749.06
20734,915.95
52953,357.05
77642,753.59
64517,497.2
51610,503.16
87855,244.57
1371,927.16
87991,883.19
4410,314.43
13318,494.21
78461,371.3
26423,298.75
29829,357.11
63121,370.45
75592,551.42
37940,618.64
48422,393.21
63532,598.45
31315,920.08
34541,141.44
38610,882.7
38267,884.68
77535,204.64
16928,997.13
42212,110.51
6912,798.63
19124,345.41
30663,681.47
43646,240.34
56402,374.07
68017,398.36
81494,214.53
8308,720.56
84575,350.87
72549,327.19
60112,882.98
84645,262.47
1586,194.01
50065,682.81
37765,842.55
65536,191.97
41790,209.5
79896,257.22
30865,723.08
55983,523.34
57750,448.53
47840,644.64
8478,688.43
20767,413.9
33780,431.24
45406,398.41
58611,897.44
69685,528.62
83437,719.19
33696,800.36
34324,519.51
83656,940.84
72047,307.21
35828,452.86
11359,731.78
56525,727.5
23416,877.39
73004,675.82
11691,519.77
61237,909.09
39,633.32
25521,284.0
63917,211.41
13473,957.46
76430,947.72
104,922.89
87251,772.62
357,127.1
63516,105.61
2975,986.48
14650,155.44
26974,841.44
39892,642.19
52648,147.87
64170,877.1
76976,754.59
20602,319.36
81713,844.63
8283,767.61
19703,976.78
33439,768.75
45198,845.04
58592,975.79
69323,667.29
82648,807.8
14231,928.07
37525,263.64
45282,932.25
62522,958.41
57520,785.12
51066,764.74
71376,365.84
75074,481.65
51588,387.45
15722,1045.36
27856,933.32
31510,596.4
21172,335.97
33068,585.61
82840,103.05
73987,810.11
35502,419.42
10551,261.46
21747,931.07
34674,503.29
47979,457.33
59324,760.36
71332,481.2
83911,261.19
14073,210.25
75661,786.7
59721,835.14
37579,317.21
217,900.54
37846,364.67
75283,847.4
75218,285.53
26764,644.47
12669,699.22
39431,198.32
2183,388.39
1471,633.52
13629,708.87
26203,285.92
39193,385.67
49952,157.35
63586,991.77
75416,158.46
87456,897.24
30631,825.78
51556,226.53
81552,116.21
44499,320.84
6796,721.91
55490,858.54
68823,703.71
18918,351.09
38265,194.47
44075,836.36
39795,923.6
11740,949.39
38894,872.34
51214,335.19
80558,886.64
43240,145.47
46725,984.1
38986,619.73
25185,807.25
27954,382.16
17572,719.53
10608,472.77
