tran_id,is_sar
38594,False
32743,False
1356,False
3,False
13059,False
25327,False
38672,False
50595,False
62360,False
74863,False
88541,False
65134,False
45473,False
2789,False
37649,False
63381,False
19190,True
39905,False
52716,False
59268,False
64311,False
15689,False
40406,False
2902,False
28080,False
77836,False
52649,False
26833,False
69825,False
71689,False
10938,False
23437,False
37403,False
49066,False
62229,False
73997,False
86114,False
5,False
12873,False
25313,False
38397,False
50710,False
62883,False
75427,False
87437,False
75605,False
21708,False
54762,False
58990,False
10884,False
24396,False
36635,False
48941,False
60878,False
73978,False
85969,False
23488,False
83488,False
3460,False
59987,False
71986,False
83762,False
20566,False
39644,False
13733,False
224,False
87014,False
2258,False
50377,False
15770,False
38471,False
75902,False
25028,False
62783,False
43018,False
5716,False
67888,False
56767,False
80858,False
19527,False
30427,False
58492,False
45261,False
7,False
13422,False
25501,False
37949,False
51133,False
64051,False
75174,False
87122,False
23069,False
8,False
14006,False
26745,False
38608,False
51181,False
63967,False
75221,False
88342,False
27410,True
43743,False
43330,False
26472,False
469,False
86974,False
13273,False
39988,False
50977,False
38997,False
62382,False
75967,False
46517,False
36375,False
73917,False
38757,False
25412,False
73308,False
87928,False
1227,False
52079,False
40792,False
71712,False
36683,False
28525,False
27897,False
57216,False
18271,False
46084,False
25955,False
56894,False
72397,False
80932,False
68239,False
11485,False
27523,False
48504,False
61417,False
7569,False
19694,False
32846,False
45497,False
57857,False
69870,False
73389,False
82349,False
23649,False
23715,False
86000,False
86154,False
35979,False
60184,False
46345,False
47071,False
1737,False
28420,False
14598,False
14663,False
40497,False
81286,False
35951,False
44440,False
75568,False
12640,False
15112,False
34305,False
76946,False
32779,False
45956,False
79336,False
58058,False
8586,False
70841,False
81870,False
20493,False
15,False
13842,False
26339,False
37969,False
51383,False
63750,False
75736,False
87243,False
3048,False
5015,False
16267,False
28660,False
41872,False
54654,False
66264,False
79303,False
22032,False
11894,False
23543,False
36647,False
48884,False
61404,False
73359,False
85632,False
12338,False
36386,False
24831,False
16,False
50416,False
347,False
13865,False
25280,False
37489,False
50793,False
62497,False
75731,False
87841,False
3369,False
84036,False
15788,False
77997,False
27070,False
72086,False
69333,False
34095,False
38175,False
55235,False
17158,False
55459,False
5833,False
18056,False
30521,False
43143,False
56177,False
68357,False
80545,False
47000,False
14865,False
38096,False
62387,False
991,False
75457,False
4139,False
122,False
37844,False
67052,False
41265,False
80096,False
30434,False
5722,False
43751,False
18086,False
43832,False
58258,False
35326,False
35710,False
9986,False
23519,False
11516,False
20702,False
59312,False
36025,False
85509,False
48248,False
74273,False
61989,False
23294,False
11597,False
1390,False
13110,False
25373,False
38816,False
51017,False
60714,False
64086,False
75648,False
88721,False
36980,False
62270,False
77069,False
31384,False
32391,False
3913,False
17266,False
30129,False
42518,False
53955,False
66151,False
79108,False
81385,False
1317,False
87662,False
76560,False
14023,False
79503,False
11635,False
