tran_id,orig_bank_id
38594,bank_1
32743,bank_4
1356,bank_2
3,bank_2
13059,bank_2
25327,bank_2
38672,bank_2
50595,bank_2
62360,bank_2
74863,bank_2
88541,bank_2
65134,bank_2
45473,bank_2
2789,bank_2
37649,bank_4
63381,bank_1
19190,bank_2
39905,bank_2
52716,bank_2
59268,bank_2
64311,bank_4
15689,bank_1
40406,bank_2
2902,bank_0
28080,bank_1
77836,bank_4
52649,bank_4
26833,bank_2
69825,bank_2
71689,bank_2
10938,bank_2
23437,bank_2
37403,bank_2
49066,bank_2
62229,bank_2
73997,bank_2
86114,bank_2
5,bank_2
12873,bank_2
25313,bank_2
38397,bank_2
50710,bank_2
62883,bank_2
75427,bank_2
87437,bank_2
75605,bank_2
21708,bank_2
54762,bank_2
58990,bank_4
10884,bank_1
24396,bank_1
36635,bank_1
48941,bank_1
60878,bank_1
73978,bank_1
85969,bank_1
23488,bank_2
83488,bank_2
3460,bank_2
59987,bank_2
71986,bank_2
83762,bank_2
20566,bank_2
39644,bank_2
13733,bank_3
224,bank_0
87014,bank_0
2258,bank_4
50377,bank_4
15770,bank_4
38471,bank_4
75902,bank_4
25028,bank_3
62783,bank_4
43018,bank_3
5716,bank_0
67888,bank_4
56767,bank_3
80858,bank_4
19527,bank_2
30427,bank_2
58492,bank_2
45261,bank_2
7,bank_2
13422,bank_2
25501,bank_2
37949,bank_2
51133,bank_2
64051,bank_2
75174,bank_2
87122,bank_2
23069,bank_2
8,bank_3
14006,bank_3
26745,bank_3
38608,bank_3
51181,bank_3
63967,bank_3
75221,bank_3
88342,bank_3
27410,bank_2
43743,bank_3
43330,bank_3
26472,bank_3
469,bank_2
86974,bank_2
13273,bank_3
39988,bank_4
50977,bank_4
38997,bank_4
62382,bank_4
75967,bank_4
46517,bank_2
36375,bank_2
73917,bank_2
38757,bank_2
25412,bank_2
73308,bank_2
87928,bank_2
1227,bank_2
52079,bank_2
40792,bank_2
71712,bank_2
36683,bank_2
28525,bank_2
27897,bank_2
57216,bank_2
18271,bank_2
46084,bank_2
25955,bank_2
56894,bank_2
72397,bank_2
80932,bank_2
68239,bank_2
11485,bank_0
27523,bank_4
48504,bank_4
61417,bank_4
7569,bank_4
19694,bank_4
32846,bank_4
45497,bank_4
