tran_id,orig_branch_id
38594,1
32743,1
1356,1
3,1
13059,1
25327,1
38672,1
50595,1
62360,1
74863,1
88541,1
65134,1
45473,1
2789,1
37649,1
63381,1
19190,1
39905,1
52716,1
59268,1
64311,1
15689,1
40406,1
2902,1
28080,1
77836,1
52649,1
26833,1
69825,1
71689,1
10938,1
23437,1
37403,1
49066,1
62229,1
73997,1
86114,1
5,1
12873,1
25313,1
38397,1
50710,1
62883,1
75427,1
87437,1
75605,1
21708,1
54762,1
58990,1
10884,1
24396,1
36635,1
48941,1
60878,1
73978,1
85969,1
23488,1
83488,1
3460,1
59987,1
71986,1
83762,1
20566,1
39644,1
13733,1
224,1
87014,1
2258,1
50377,1
15770,1
38471,1
75902,1
25028,1
62783,1
43018,1
5716,1
67888,1
56767,1
80858,1
19527,1
30427,1
58492,1
45261,1
7,1
13422,1
25501,1
37949,1
51133,1
64051,1
75174,1
87122,1
23069,1
8,1
14006,1
26745,1
38608,1
51181,1
63967,1
75221,1
88342,1
27410,1
43743,1
43330,1
26472,1
469,1
86974,1
13273,1
39988,1
50977,1
38997,1
62382,1
75967,1
46517,1
36375,1
73917,1
38757,1
25412,1
73308,1
87928,1
1227,1
52079,1
40792,1
71712,1
36683,1
28525,1
27897,1
57216,1
18271,1
46084,1
25955,1
56894,1
72397,1
80932,1
68239,1
11485,1
27523,1
48504,1
61417,1
7569,1
19694,1
32846,1
45497,1
57857,1
69870,1
73389,1
82349,1
23649,1
23715,1
86000,1
86154,1
35979,1
60184,1
46345,1
47071,1
1737,1
28420,1
14598,1
14663,1
40497,1
81286,1
35951,1
44440,1
75568,1
12640,1
15112,1
34305,1
76946,1
32779,1
45956,1
79336,1
58058,1
8586,1
70841,1
81870,1
20493,1
15,1
13842,1
26339,1
37969,1
51383,1
63750,1
75736,1
87243,1
3048,1
5015,1
16267,1
28660,1
41872,1
54654,1
66264,1
79303,1
22032,1
11894,1
23543,1
36647,1
48884,1
61404,1
73359,1
85632,1
12338,1
36386,1
24831,1
16,1
50416,1
347,1
13865,1
25280,1
37489,1
50793,1
62497,1
75731,1
87841,1
3369,1
84036,1
15788,1
77997,1
27070,1
72086,1
69333,1
34095,1
38175,1
55235,1
17158,1
55459,1
5833,1
18056,1
30521,1
43143,1
56177,1
68357,1
80545,1
47000,1
14865,1
38096,1
62387,1
991,1
75457,1
4139,1
122,1
37844,1
67052,1
41265,1
80096,1
30434,1
5722,1
43751,1
18086,1
43832,1
58258,1
35326,1
35710,1
9986,1
23519,1
11516,1
20702,1
59312,1
36025,1
85509,1
48248,1
74273,1
61989,1
23294,1
11597,1
1390,1
13110,1
25373,1
38816,1
51017,1
60714,1
