tran_id,is_sar
1,False
13135,False
13546,False
26058,False
39106,False
50254,False
62602,False
75512,False
87404,False
87454,False
348,False
71583,False
74702,False
993,False
25897,False
38708,False
51698,False
63571,False
2,False
62662,False
10419,False
21571,False
34264,False
47200,False
59448,False
71771,False
84034,False
13547,False
74726,False
25023,False
87041,False
38594,False
50926,False
54572,False
3,False
13059,False
25327,False
38672,False
50595,False
62360,False
74863,False
88541,False
685,False
13800,False
26542,False
38271,False
50217,False
63424,False
75549,False
87646,False
65134,False
18347,False
20844,False
32534,False
8889,False
2604,False
14832,False
28233,False
40781,False
52330,False
64750,False
77879,False
63381,False
26033,False
18076,False
42800,False
32239,False
15689,False
28080,False
10884,False
24396,False
36635,False
48941,False
60878,False
73978,False
85969,False
46443,False
9362,False
35711,False
72408,False
32328,False
15956,False
8953,False
22531,False
34414,False
47627,False
59567,False
71258,False
83511,False
54493,False
12568,False
34046,False
26665,False
62955,False
61831,False
10,False
76304,False
12824,False
87883,False
25983,False
88711,False
25506,False
61590,False
27072,False
58674,False
34349,False
39112,False
20587,False
59474,False
49859,False
63620,False
356,False
75252,False
27345,False
3258,False
78069,False
4645,False
78774,False
30447,False
57340,False
21851,False
85090,False
59587,False
11,False
63151,False
25440,False
88571,False
13512,False
75341,False
51555,False
38709,False
43550,False
18433,False
30414,False
23649,False
23715,False
86000,False
35979,False
12,False
34486,False
75229,False
2222,False
21542,False
64689,False
2869,False
39218,False
13322,False
88487,False
47603,False
52109,True
24295,False
26115,False
48183,False
62860,False
60931,False
10933,False
85642,False
35951,False
74339,False
31706,False
50907,False
18919,False
37632,False
6258,False
29780,False
80682,False
44440,False
68151,False
55243,False
63248,False
15006,False
25147,False
77402,False
38190,False
54705,False
890,False
37651,False
74920,False
34547,False
72543,False
26402,False
54946,False
38775,False
46233,False
3693,False
16833,False
29869,False
37540,False
42523,False
53450,False
65823,False
79139,False
87854,False
17,False
63506,False
51612,False
72249,False
54326,False
37238,False
11670,False
24124,False
36849,False
48266,False
60978,False
74173,False
86373,False
12570,False
74803,False
713,False
75492,False
53409,False
64372,False
66363,False
41088,False
25911,False
88425,False
26052,False
87007,False
56568,False
38096,False
991,False
75457,False
50353,False
15850,False
1978,False
64691,False
27998,False
16008,False
16513,False
78905,False
4461,False
17432,False
29416,False
42510,False
55092,False
66218,False
79510,False
9351,False
72717,False
22123,False
84386,False
18,False
33394,True
18599,False
79976,False
3302,False
77160,False
27745,False
25146,False
41383,False
48696,False
23882,False
85346,False
57248,False
10682,False
84284,False
88026,False
33577,False
11635,False
19,False
51512,False
4683,False
79557,False
54435,False
41623,False
29495,False
17014,False
8794,False
20590,False
33337,False
46010,False
57346,False
67152,False
71122,False
82018,False
6291,False
21661,False
29101,False
4523,False
78493,False
3560,False
17067,False
28686,False
42219,False
55150,False
65764,False
78937,False
28757,False
7185,False
69888,False
8135,False
70268,False
4094,False
78829,False
58906,False
70910,False
27551,False
52801,False
2405,False
58817,False
64305,False
39873,False
14637,False
78014,False
12416,False
74488,False
57393,False
3268,False
50837,False
43926,False
1826,False
41077,False
13120,False
57074,False
27179,False
37798,False
4898,False
42125,False
79470,False
9379,False
30216,False
8642,False
21006,False
33615,False
45447,False
57205,False
69700,False
83142,False
71824,False
88070,False
25203,False
2609,False
15071,False
27272,False
40428,False
51953,False
64784,False
76601,False
25,False
13280,False
25726,False
37702,False
51444,False
63535,False
74864,False
88521,False
14234,False
62864,False
60453,False
102,False
12750,False
26575,False
38811,False
47967,False
50355,False
62709,False
76463,False
87103,False
35338,False
26,False
75065,False
56795,False
6834,False
18800,False
30868,False
43839,False
56052,False
67746,False
81089,False
8746,False
21359,False
32543,False
46240,False
58243,False
70067,False
83290,False
36188,False
13659,False
88714,False
7806,False
20579,False
33722,False
44586,False
56978,False
70640,False
83318,False
26403,False
56889,False
46405,False
39191,False
1626,False
14147,False
25621,False
38564,False
50030,False
63440,False
76028,False
87242,False
3501,False
14665,False
27845,False
39760,False
53279,False
65175,False
76701,False
43534,False
51659,False
63929,False
1277,False
63361,False
7903,False
82945,False
13625,False
26207,False
88290,False
1470,False
63562,False
16975,False
78756,False
19265,False
80250,False
48649,False
60398,False
34961,False
51012,False
62951,False
27746,False
47047,False
34270,False
59942,False
23245,False
7320,False
19910,False
32288,False
44641,False
58461,False
70785,False
72241,False
83229,False
10615,False
83805,False
35442,False
56051,False
315,False
12515,False
25906,False
30694,False
38823,False
50949,False
63165,False
76424,False
87608,False
6169,False
9975,False
19474,False
22957,False
34512,False
46410,False
60305,False
72858,False
83997,False
12891,False
75277,False
9886,False
21503,False
35040,False
48014,False
58964,False
72592,False
83822,False
34800,False
39274,False
390,False
87831,False
497,False
13627,False
26773,False
38546,False
49886,False
62929,False
74828,False
88182,False
51305,False
21777,False
18753,False
1371,False
87991,False
4410,False
13318,False
78461,False
58618,False
34541,False
12596,False
88075,False
14081,False
87001,False
2290,False
77715,False
3722,False
78973,False
16320,False
78661,False
17980,False
6693,False
19204,False
31289,False
43122,False
55843,False
68919,False
80048,False
6909,False
80302,False
19845,False
69455,False
24785,False
26576,False
26594,False
13443,False
26998,False
3256,False
77688,False
4430,False
66319,False
30242,False
17315,False
6904,False
81252,False
22077,False
39,False
25521,False
63917,False
37608,False
50178,False
13473,False
76430,False
26634,False
88051,False
357,False
63516,False
21042,False
27324,False
33582,False
54925,False
50839,False
26194,False
88156,False
52815,False
2492,False
77954,False
5569,False
19375,False
30823,False
43408,False
56732,False
68833,False
80645,False
57648,False
34399,False
40,False
62792,False
14073,False
75661,False
25653,False
87634,False
37579,False
51046,False
41,False
4044,False
17719,False
28732,False
41441,False
54518,False
66537,False
78729,False
