tran_id,base_amt
1,915.43
13135,346.27
13546,104.21
26058,324.75
39106,177.39
50254,633.32
62602,780.31
75512,827.04
87404,111.04
87454,417.29
348,163.47
71583,909.66
74702,262.83
993,414.36
25897,991.36
38708,659.6
51698,288.73
63571,968.46
2,886.43
62662,124.43
10419,334.59
21571,520.84
34264,245.36
47200,300.81
59448,144.67
71771,786.53
84034,313.52
13547,502.59
74726,454.33
25023,973.39
87041,755.44
38594,378.45
50926,141.95
54572,115.14
3,454.24
13059,918.35
25327,768.5
38672,520.68
50595,229.15
62360,475.54
74863,515.27
88541,228.52
685,200.5
13800,660.99
26542,487.67
38271,979.19
50217,556.91
63424,567.3
75549,990.16
87646,279.77
65134,694.8
18347,205.9
20844,794.29
32534,146.02
8889,701.63
2604,675.9
14832,385.61
28233,745.41
40781,746.57
52330,252.4
64750,147.78
77879,948.05
63381,703.73
26033,774.54
18076,644.55
42800,683.9
32239,338.12
15689,103.11
28080,321.27
10884,517.64
24396,971.68
36635,778.12
48941,983.37
60878,150.97
73978,594.77
85969,452.06
46443,584.71
9362,628.04
35711,403.5
72408,730.46
32328,917.7
15956,740.67
8953,887.31
22531,218.08
34414,855.22
47627,296.2
59567,148.48
71258,708.57
83511,171.06
54493,759.39
12568,616.78
34046,762.63
26665,1009.53
62955,233.76
61831,233.36
10,426.51
76304,324.27
12824,605.19
87883,970.68
25983,320.83
88711,595.58
25506,977.96
61590,543.62
27072,637.84
58674,262.09
34349,876.83
39112,728.94
20587,193.65
59474,402.36
49859,380.56
63620,312.16
356,695.02
75252,138.58
27345,256.56
3258,614.59
78069,472.35
4645,299.86
78774,271.28
30447,930.29
57340,796.11
21851,767.33
85090,351.92
59587,223.01
11,558.59
63151,471.86
25440,733.1
88571,709.03
13512,983.86
75341,483.17
51555,351.74
38709,501.16
43550,806.17
18433,728.72
30414,418.8
23649,487.13
23715,688.4
86000,787.95
35979,520.16
12,316.79
34486,817.21
75229,964.81
2222,228.15
21542,434.78
64689,324.71
2869,239.85
39218,215.0
13322,758.23
88487,100.96
47603,751.56
52109,195.33
24295,634.81
26115,808.25
48183,472.48
62860,1058.77
60931,839.03
10933,432.72
85642,514.92
35951,821.11
74339,397.52
31706,200.19
50907,661.48
18919,221.92
37632,691.2
6258,952.0
29780,881.06
80682,987.92
44440,976.28
68151,739.09
55243,727.33
63248,689.97
15006,170.73
25147,145.73
77402,431.42
38190,436.31
54705,812.91
890,860.82
37651,355.83
74920,1052.89
34547,802.01
72543,612.64
26402,669.44
54946,309.83
38775,767.22
46233,318.75
3693,411.04
16833,100.11
29869,772.59
37540,738.76
42523,931.93
53450,513.77
65823,189.22
79139,232.88
87854,575.2
17,493.86
63506,627.22
51612,230.87
72249,984.14
54326,670.78
37238,924.66
11670,781.79
24124,559.38
36849,441.89
48266,492.34
60978,107.71
74173,578.79
86373,899.37
12570,490.26
74803,815.32
713,964.06
75492,664.49
53409,589.25
64372,168.26
66363,548.39
41088,813.19
25911,425.55
88425,578.41
26052,129.17
87007,116.97
56568,987.44
38096,936.69
991,544.61
75457,414.8
50353,451.72
15850,907.94
1978,862.13
64691,416.84
27998,422.46
16008,698.68
16513,554.4
78905,666.82
4461,166.82
17432,578.73
29416,128.97
42510,699.07
55092,416.08
66218,729.21
79510,651.64
9351,169.27
72717,604.01
22123,606.47
84386,205.89
18,380.78
33394,103.33
18599,602.44
79976,651.59
3302,595.4
77160,595.65
27745,905.81
25146,865.81
41383,253.75
48696,972.0
23882,363.66
85346,514.0
57248,407.92
10682,939.21
