tran_id,orig_bank_id
1,bank_1
13135,bank_1
13546,bank_1
26058,bank_1
39106,bank_1
50254,bank_1
62602,bank_1
75512,bank_1
87404,bank_1
87454,bank_1
348,bank_1
71583,bank_1
74702,bank_1
993,bank_4
25897,bank_4
38708,bank_4
51698,bank_4
63571,bank_4
2,bank_1
62662,bank_1
10419,bank_1
21571,bank_1
34264,bank_1
47200,bank_1
59448,bank_1
71771,bank_1
84034,bank_1
13547,bank_1
74726,bank_1
25023,bank_1
87041,bank_1
38594,bank_1
50926,bank_1
54572,bank_1
3,bank_2
13059,bank_2
25327,bank_2
38672,bank_2
50595,bank_2
62360,bank_2
74863,bank_2
88541,bank_2
685,bank_4
13800,bank_4
26542,bank_4
38271,bank_4
50217,bank_4
63424,bank_4
75549,bank_4
87646,bank_4
65134,bank_2
18347,bank_1
20844,bank_1
32534,bank_1
8889,bank_1
2604,bank_1
14832,bank_1
28233,bank_1
40781,bank_1
52330,bank_1
64750,bank_1
77879,bank_1
63381,bank_1
26033,bank_1
18076,bank_1
42800,bank_1
32239,bank_1
15689,bank_1
28080,bank_1
10884,bank_1
24396,bank_1
36635,bank_1
48941,bank_1
60878,bank_1
73978,bank_1
85969,bank_1
46443,bank_1
9362,bank_1
35711,bank_1
72408,bank_1
32328,bank_1
15956,bank_1
8953,bank_1
22531,bank_1
34414,bank_1
47627,bank_1
59567,bank_1
71258,bank_1
83511,bank_1
54493,bank_1
12568,bank_1
34046,bank_1
26665,bank_0
62955,bank_0
61831,bank_0
10,bank_1
76304,bank_1
12824,bank_1
87883,bank_1
25983,bank_1
88711,bank_1
25506,bank_1
61590,bank_1
27072,bank_1
58674,bank_1
34349,bank_1
39112,bank_1
20587,bank_1
59474,bank_1
49859,bank_1
63620,bank_1
356,bank_1
75252,bank_1
27345,bank_1
3258,bank_1
78069,bank_1
4645,bank_1
78774,bank_1
30447,bank_1
57340,bank_1
21851,bank_1
85090,bank_1
59587,bank_1
11,bank_0
63151,bank_0
25440,bank_3
88571,bank_3
13512,bank_1
75341,bank_1
51555,bank_4
38709,bank_4
43550,bank_1
18433,bank_1
30414,bank_1
23649,bank_1
23715,bank_1
86000,bank_1
35979,bank_1
12,bank_1
34486,bank_1
75229,bank_1
2222,bank_1
21542,bank_1
64689,bank_1
2869,bank_1
39218,bank_1
