bank_id,branch_id,acct_id,zip
bank_1,1,0,62103
bank_1,1,1,23999
bank_1,1,2,68396
bank_1,1,3,95614
bank_1,1,4,81942
bank_1,1,5,61306
bank_1,1,6,38871
bank_1,1,7,23298
bank_1,1,8,70308
bank_1,1,9,66553
bank_1,1,10,33399
bank_1,1,11,85696
bank_1,1,12,25582
bank_1,1,13,15171
bank_1,1,14,28269
bank_1,1,15,26544
bank_1,1,16,18574
bank_1,1,17,40929
bank_1,1,18,72378
bank_1,1,19,68180
bank_1,1,20,46755
bank_1,1,21,62012
bank_1,1,22,69690
bank_1,1,23,61095
bank_1,1,24,43860
bank_1,1,25,30981
bank_1,1,26,18507
bank_1,1,27,65452
bank_1,1,28,16520
bank_1,1,29,86965
bank_1,1,30,19497
bank_1,1,31,49340
bank_1,1,32,24212
bank_1,1,33,54806
bank_1,1,34,54712
bank_1,1,35,98837
bank_1,1,36,96353
bank_1,1,37,8493
bank_1,1,38,35023
bank_1,1,39,56590
bank_1,1,40,77870
bank_1,1,41,79616
bank_1,1,42,3763
bank_1,1,43,75342
bank_1,1,44,27023
bank_1,1,45,52605
bank_1,1,46,38546
bank_1,1,47,17166
bank_1,1,48,44805
bank_1,1,49,44652
bank_1,1,50,79311
bank_1,1,51,58294
bank_1,1,52,47309
bank_1,1,53,22374
bank_1,1,54,36543
bank_1,1,55,95230
bank_1,1,56,37625
bank_1,1,57,10334
bank_1,1,58,96679
bank_1,1,59,29601
bank_1,1,60,89727
bank_1,1,61,19219
bank_1,1,62,17522
bank_1,1,63,6731
bank_1,1,64,13427
bank_1,1,65,58163
bank_1,1,66,89341
bank_1,1,67,71639
bank_1,1,68,55813
bank_1,1,69,75981
bank_1,1,70,62755
bank_1,1,71,7110
bank_1,1,72,45830
bank_1,1,73,99188
bank_1,1,74,22308
bank_1,1,75,20279
bank_1,1,76,10245
bank_1,1,77,14675
bank_1,1,78,8969
bank_1,1,79,85722
bank_1,1,80,96801
bank_1,1,81,41442
bank_1,1,82,99695
bank_1,1,83,66686
bank_1,1,84,64875
bank_1,1,85,36331
bank_1,1,86,53506
bank_1,1,87,8122
bank_1,1,88,49284
bank_1,1,89,11019
bank_1,1,90,87212
bank_1,1,91,43956
bank_1,1,92,78790
bank_1,1,93,48466
bank_1,1,94,18725
bank_1,1,95,2377
bank_1,1,96,43676
bank_1,1,97,47280
bank_1,1,98,5898
bank_1,1,99,1202
bank_1,1,100,25143
bank_1,1,101,66333
bank_1,1,102,96528
bank_1,1,103,84713
bank_1,1,104,60733
bank_1,1,105,93100
bank_1,1,106,84739
bank_1,1,107,35744
bank_1,1,108,96498
bank_1,1,109,53708
bank_1,1,110,78757
bank_1,1,111,90018
bank_1,1,112,8975
bank_1,1,113,60970
bank_1,1,114,95022
bank_1,1,115,96023
bank_1,1,116,67667
bank_1,1,117,41312
bank_1,1,118,4460
bank_1,1,119,68561
bank_1,1,120,93075
bank_1,1,121,84130
bank_1,1,122,56798
bank_1,1,123,64911
bank_1,1,124,2406
bank_1,1,125,67871
bank_1,1,126,54153
bank_1,1,127,13762
bank_1,1,128,26319
bank_1,1,129,10022
bank_1,1,130,94031
bank_1,1,131,54947
bank_1,1,132,86598
bank_1,1,133,16576
bank_1,1,134,69139
bank_1,1,135,84518
bank_1,1,136,23326
bank_1,1,137,32022
bank_1,1,138,71703
bank_1,1,139,48584
bank_1,1,140,17474
bank_1,1,141,18149
bank_1,1,142,16302
bank_1,1,143,46526
bank_1,1,144,73748
bank_1,1,145,9439
bank_1,1,146,95467
bank_1,1,147,99805
bank_1,1,148,37966
bank_1,1,149,78604
bank_1,1,150,54518
bank_1,1,151,62077
bank_1,1,152,15813
bank_1,1,153,51741
bank_1,1,154,58424
bank_1,1,155,49913
bank_1,1,156,90902
bank_1,1,157,24380
bank_1,1,158,53994
bank_1,1,159,54215
bank_1,1,160,79372
bank_1,1,161,29542
bank_1,1,162,67204
bank_1,1,163,65433
bank_1,1,164,46576
bank_1,1,165,94015
bank_1,1,166,71089
bank_1,1,167,6458
bank_1,1,168,93636
bank_1,1,169,57600
bank_1,1,170,12249
bank_1,1,171,15950
bank_1,1,172,61503
bank_1,1,173,30790
bank_1,1,174,37848
bank_1,1,175,10855
bank_1,1,176,70101
bank_1,1,177,2639
bank_1,1,178,36987
bank_1,1,179,62496
bank_1,1,180,45423
bank_1,1,181,83159
bank_1,1,182,12027
bank_1,1,183,63942
bank_1,1,184,8401
bank_1,1,185,6392
bank_1,1,186,42123
bank_1,1,187,94373
bank_1,1,188,86935
bank_1,1,189,84527
bank_1,1,190,35937
bank_1,1,191,95665
bank_1,1,192,13938
bank_1,1,193,15343
bank_1,1,194,88710
bank_1,1,195,67681
bank_1,1,196,78843
bank_1,1,197,80150
bank_1,1,198,79544
bank_1,1,199,50100
bank_1,1,200,82413
bank_1,1,201,36555
bank_1,1,202,63432
bank_1,1,203,15491
bank_1,1,204,88472
bank_1,1,205,69531
bank_1,1,206,46427
bank_1,1,207,84401
bank_1,1,208,76792
bank_1,1,209,88382
bank_1,1,210,88151
bank_1,1,211,72522
bank_1,1,212,52780
bank_1,1,213,72486
bank_1,1,214,86964
bank_1,1,215,636
bank_1,1,216,52058
bank_1,1,217,44155
bank_1,1,218,56028
bank_1,1,219,26241
bank_1,1,220,65672
bank_1,1,221,63288
bank_1,1,222,77722
bank_1,1,223,80536
bank_1,1,224,91467
bank_1,1,225,37751
bank_1,1,226,78898
bank_1,1,227,42468
bank_1,1,228,38564
bank_1,1,229,51171
bank_1,1,230,53841
bank_1,1,231,69107
bank_1,1,232,97351
bank_1,1,233,34459
bank_1,1,234,60222
bank_1,1,235,30324
bank_1,1,236,88903
bank_1,1,237,46455
bank_1,1,238,10651
bank_1,1,239,46264
bank_1,1,240,49013
bank_1,1,241,22648
bank_1,1,242,93391
bank_1,1,243,62117
bank_1,1,244,25344
bank_1,1,245,53702
bank_1,1,246,96764
bank_1,1,247,36989
bank_1,1,248,64947
bank_1,1,249,77348
bank_1,1,250,58990
bank_1,1,251,46700
bank_1,1,252,57810
bank_1,1,253,23900
bank_1,1,254,39124
bank_1,1,255,12649
bank_1,1,256,50926
bank_1,1,257,22487
bank_1,1,258,78526
bank_1,1,259,93763
bank_1,1,260,64271
bank_1,1,261,29223
bank_1,1,262,30208
bank_1,1,263,88527
bank_1,1,264,50087
bank_1,1,265,21601
bank_1,1,266,25612
bank_1,1,267,64852
bank_1,1,268,99326
bank_1,1,269,50530
bank_1,1,270,91938
bank_1,1,271,72738
bank_1,1,272,46598
bank_1,1,273,3878
bank_1,1,274,25981
bank_1,1,275,60593
bank_1,1,276,80704
bank_1,1,277,17949
bank_1,1,278,77808
bank_1,1,279,37551
bank_1,1,280,25547
bank_1,1,281,13955
bank_1,1,282,95650
bank_1,1,283,67264
bank_1,1,284,97514
bank_1,1,285,66419
bank_1,1,286,52269
bank_1,1,287,91293
bank_1,1,288,59600
bank_1,1,289,5169
bank_1,1,290,62551
bank_1,1,291,31263
bank_1,1,292,2644
bank_1,1,293,21090
bank_1,1,294,61426
bank_1,1,295,17284
bank_1,1,296,99416
bank_1,1,297,36935
bank_1,1,298,47129
bank_1,1,299,48273
bank_1,1,300,56513
bank_1,1,301,42125
bank_1,1,302,30056
bank_1,1,303,80693
bank_1,1,304,99606
bank_1,1,305,34645
bank_1,1,306,7348
bank_1,1,307,43370
bank_1,1,308,44412
bank_1,1,309,68457
bank_1,1,310,77454
bank_1,1,311,26917
bank_1,1,312,48050
bank_1,1,313,95762
bank_1,1,314,72148
bank_1,1,315,51271
bank_1,1,316,94470
bank_1,1,317,94704
bank_1,1,318,32162
bank_1,1,319,78199
bank_1,1,320,23121
bank_1,1,321,26282
bank_1,1,322,60785
bank_1,1,323,3786
bank_1,1,324,52328
bank_1,1,325,24994
bank_1,1,326,7144
bank_1,1,327,22362
bank_1,1,328,5763
bank_1,1,329,17637
bank_1,1,330,18541
bank_1,1,331,55755
bank_1,1,332,68291
bank_1,1,333,20744
bank_1,1,334,4776
bank_1,1,335,23955
bank_1,1,336,58042
bank_1,1,337,78141
bank_1,1,338,29619
bank_1,1,339,47977
bank_1,1,340,41675
bank_1,1,341,69276
bank_1,1,342,54473
bank_1,1,343,86375
bank_1,1,344,93376
bank_1,1,345,12942
bank_1,1,346,85499
bank_1,1,347,44251
bank_1,1,348,20280
bank_1,1,349,960
bank_1,1,350,47450
bank_1,1,351,1957
bank_1,1,352,76862
bank_1,1,353,39308
bank_1,1,354,39402
bank_1,1,355,20025
bank_1,1,356,33990
bank_1,1,357,92721
bank_1,1,358,50102
bank_1,1,359,22719
bank_1,1,360,48552
bank_1,1,361,90661
bank_1,1,362,73425
bank_1,1,363,3721
bank_1,1,364,75344
bank_1,1,365,7175
bank_1,1,366,70688
bank_1,1,367,14188
bank_1,1,368,16739
bank_1,1,369,51578
