bank_id,branch_id,acct_id,birth_date
bank_1,1,0,1998-03-17
bank_1,1,1,1966-10-21
bank_1,1,2,1990-07-10
bank_1,1,3,1946-09-03
bank_1,1,4,1987-12-19
bank_1,1,5,1955-02-08
bank_1,1,6,1986-05-14
bank_1,1,7,1958-12-05
bank_1,1,8,1983-07-25
bank_1,1,9,1984-02-24
bank_1,1,10,1953-12-31
bank_1,1,11,1960-05-19
bank_1,1,12,1964-02-14
bank_1,1,13,1953-07-11
bank_1,1,14,1977-02-01
bank_1,1,15,2002-01-09
bank_1,1,16,1967-04-19
bank_1,1,17,1985-12-07
bank_1,1,18,1999-11-22
bank_1,1,19,1946-11-07
bank_1,1,20,2001-02-13
bank_1,1,21,1954-05-24
bank_1,1,22,1993-03-29
bank_1,1,23,1983-04-11
bank_1,1,24,1982-09-30
bank_1,1,25,1994-12-27
bank_1,1,26,1952-11-11
bank_1,1,27,1941-07-30
bank_1,1,28,1963-12-06
bank_1,1,29,1985-01-25
bank_1,1,30,1981-07-18
bank_1,1,31,1991-09-20
bank_1,1,32,1968-03-31
bank_1,1,33,1942-05-22
bank_1,1,34,1983-09-03
bank_1,1,35,1965-12-19
bank_1,1,36,1994-11-16
bank_1,1,37,1965-01-05
bank_1,1,38,1957-07-19
bank_1,1,39,1954-08-08
bank_1,1,40,1990-07-17
bank_1,1,41,1989-08-20
bank_1,1,42,1964-11-28
bank_1,1,43,1975-10-06
bank_1,1,44,1956-12-02
bank_1,1,45,1976-07-22
bank_1,1,46,1983-10-24
bank_1,1,47,1946-06-15
bank_1,1,48,1943-11-17
bank_1,1,49,1964-04-15
bank_1,1,50,1944-10-17
bank_1,1,51,1971-09-23
bank_1,1,52,1993-02-16
bank_1,1,53,1981-04-04
bank_1,1,54,1996-03-31
bank_1,1,55,1967-12-03
bank_1,1,56,1974-07-04
bank_1,1,57,1988-09-29
bank_1,1,58,2001-08-29
bank_1,1,59,1981-04-09
bank_1,1,60,1973-01-14
bank_1,1,61,1958-12-28
bank_1,1,62,1985-10-31
bank_1,1,63,1960-01-01
bank_1,1,64,1996-02-04
bank_1,1,65,1977-08-30
bank_1,1,66,1998-11-13
bank_1,1,67,1981-01-10
bank_1,1,68,1952-03-02
bank_1,1,69,1942-04-03
bank_1,1,70,1966-11-20
bank_1,1,71,1980-06-13
bank_1,1,72,1971-10-28
bank_1,1,73,1995-09-06
bank_1,1,74,1989-01-16
bank_1,1,75,1970-04-02
bank_1,1,76,1988-08-15
bank_1,1,77,1963-07-06
bank_1,1,78,1969-06-27
bank_1,1,79,1995-08-12
bank_1,1,80,1965-11-06
bank_1,1,81,1993-08-18
bank_1,1,82,1981-03-25
bank_1,1,83,1990-11-16
bank_1,1,84,1941-10-01
bank_1,1,85,1959-01-23
bank_1,1,86,1980-02-21
bank_1,1,87,1969-03-29
bank_1,1,88,1994-01-28
bank_1,1,89,2001-03-20
bank_1,1,90,1947-09-28
bank_1,1,91,1999-01-31
bank_1,1,92,1959-10-10
bank_1,1,93,1973-08-01
bank_1,1,94,1972-11-21
bank_1,1,95,1945-10-02
bank_1,1,96,1961-12-02
bank_1,1,97,1971-04-27
bank_1,1,98,1989-07-06
bank_1,1,99,1948-07-18
bank_1,1,100,1980-01-16
bank_1,1,101,1964-12-30
bank_1,1,102,1992-05-03
bank_1,1,103,1954-04-25
bank_1,1,104,1966-02-21
bank_1,1,105,1944-10-27
bank_1,1,106,1984-07-06
bank_1,1,107,1984-10-18
bank_1,1,108,1975-06-23
bank_1,1,109,1975-05-03
bank_1,1,110,1943-03-12
bank_1,1,111,1970-11-13
bank_1,1,112,1964-12-27
bank_1,1,113,1964-02-26
bank_1,1,114,1989-03-09
bank_1,1,115,1999-07-03
bank_1,1,116,1998-08-30
bank_1,1,117,1986-08-22
bank_1,1,118,1991-12-08
bank_1,1,119,1969-10-05
bank_1,1,120,1949-08-15
bank_1,1,121,1979-05-24
bank_1,1,122,1956-01-02
bank_1,1,123,1951-06-02
bank_1,1,124,1995-03-25
bank_1,1,125,1973-03-09
bank_1,1,126,1989-08-20
bank_1,1,127,1951-02-22
bank_1,1,128,1944-03-06
bank_1,1,129,1980-03-09
bank_1,1,130,2000-08-28
bank_1,1,131,1991-12-18
bank_1,1,132,1996-10-01
