bank_id,branch_id,acct_id,gender
bank_1,1,0,F
bank_1,1,1,F
bank_1,1,2,F
bank_1,1,3,F
bank_1,1,4,M
bank_1,1,5,F
bank_1,1,6,F
bank_1,1,7,F
bank_1,1,8,F
bank_1,1,9,F
bank_1,1,10,M
bank_1,1,11,F
bank_1,1,12,M
bank_1,1,13,M
bank_1,1,14,M
bank_1,1,15,F
bank_1,1,16,F
bank_1,1,17,M
bank_1,1,18,F
bank_1,1,19,F
bank_1,1,20,M
bank_1,1,21,F
bank_1,1,22,F
bank_1,1,23,F
bank_1,1,24,F
bank_1,1,25,M
bank_1,1,26,F
bank_1,1,27,F
bank_1,1,28,F
bank_1,1,29,M
bank_1,1,30,M
bank_1,1,31,F
bank_1,1,32,M
bank_1,1,33,F
bank_1,1,34,F
bank_1,1,35,M
bank_1,1,36,M
bank_1,1,37,M
bank_1,1,38,F
bank_1,1,39,M
bank_1,1,40,F
bank_1,1,41,M
bank_1,1,42,F
bank_1,1,43,F
bank_1,1,44,F
bank_1,1,45,F
bank_1,1,46,M
bank_1,1,47,F
bank_1,1,48,M
bank_1,1,49,F
bank_1,1,50,F
bank_1,1,51,M
bank_1,1,52,F
bank_1,1,53,F
bank_1,1,54,M
bank_1,1,55,M
bank_1,1,56,M
bank_1,1,57,F
bank_1,1,58,F
bank_1,1,59,M
bank_1,1,60,F
bank_1,1,61,M
bank_1,1,62,F
bank_1,1,63,F
bank_1,1,64,F
bank_1,1,65,F
bank_1,1,66,F
bank_1,1,67,F
bank_1,1,68,M
bank_1,1,69,F
bank_1,1,70,M
bank_1,1,71,M
bank_1,1,72,F
bank_1,1,73,F
bank_1,1,74,M
bank_1,1,75,F
bank_1,1,76,M
bank_1,1,77,F
bank_1,1,78,M
bank_1,1,79,M
bank_1,1,80,F
bank_1,1,81,M
bank_1,1,82,M
bank_1,1,83,M
bank_1,1,84,F
bank_1,1,85,F
bank_1,1,86,F
bank_1,1,87,F
bank_1,1,88,F
bank_1,1,89,F
bank_1,1,90,F
bank_1,1,91,F
bank_1,1,92,F
bank_1,1,93,M
bank_1,1,94,M
bank_1,1,95,F
bank_1,1,96,F
bank_1,1,97,F
bank_1,1,98,M
bank_1,1,99,F
bank_1,1,100,M
bank_1,1,101,M
bank_1,1,102,F
bank_1,1,103,F
bank_1,1,104,F
bank_1,1,105,F
bank_1,1,106,M
bank_1,1,107,F
bank_1,1,108,M
bank_1,1,109,M
bank_1,1,110,M
bank_1,1,111,F
bank_1,1,112,M
bank_1,1,113,F
bank_1,1,114,M
bank_1,1,115,M
bank_1,1,116,M
bank_1,1,117,F
bank_1,1,118,M
bank_1,1,119,M
bank_1,1,120,F
bank_1,1,121,F
bank_1,1,122,M
bank_1,1,123,M
bank_1,1,124,M
bank_1,1,125,M
bank_1,1,126,F
bank_1,1,127,F
bank_1,1,128,M
bank_1,1,129,F
bank_1,1,130,F
bank_1,1,131,M
bank_1,1,132,F
bank_1,1,133,F
bank_1,1,134,F
bank_1,1,135,F
bank_1,1,136,M
bank_1,1,137,M
bank_1,1,138,F
bank_1,1,139,F
bank_1,1,140,M
bank_1,1,141,F
bank_1,1,142,F
bank_1,1,143,F
bank_1,1,144,M
bank_1,1,145,M
bank_1,1,146,F
bank_1,1,147,M
bank_1,1,148,F
bank_1,1,149,M
bank_1,1,150,F
bank_1,1,151,F
bank_1,1,152,F
bank_1,1,153,M
bank_1,1,154,F
bank_1,1,155,M
bank_1,1,156,F
bank_1,1,157,M
bank_1,1,158,M
bank_1,1,159,F
bank_1,1,160,M
bank_1,1,161,M
bank_1,1,162,M
bank_1,1,163,F
bank_1,1,164,M
bank_1,1,165,M
bank_1,1,166,M
bank_1,1,167,M
bank_1,1,168,F
bank_1,1,169,M
bank_1,1,170,M
bank_1,1,171,F
bank_1,1,172,F
bank_1,1,173,M
bank_1,1,174,F
bank_1,1,175,F
bank_1,1,176,M
bank_1,1,177,F
bank_1,1,178,F
bank_1,1,179,F
bank_1,1,180,F
bank_1,1,181,M
bank_1,1,182,M
bank_1,1,183,F
bank_1,1,184,M
bank_1,1,185,M
bank_1,1,186,F
bank_1,1,187,F
bank_1,1,188,M
bank_1,1,189,M
bank_1,1,190,M
bank_1,1,191,F
bank_1,1,192,M
bank_1,1,193,F
bank_1,1,194,F
bank_1,1,195,F
bank_1,1,196,F
bank_1,1,197,M
bank_1,1,198,F
bank_1,1,199,F
bank_1,1,200,M
bank_1,1,201,F
bank_1,1,202,F
bank_1,1,203,F
bank_1,1,204,M
bank_1,1,205,F
bank_1,1,206,F
bank_1,1,207,M
bank_1,1,208,M
bank_1,1,209,F
bank_1,1,210,F
bank_1,1,211,M
bank_1,1,212,M
bank_1,1,213,M
bank_1,1,214,M
bank_1,1,215,M
bank_1,1,216,F
bank_1,1,217,F
bank_1,1,218,F
bank_1,1,219,M
bank_1,1,220,F
bank_1,1,221,M
bank_1,1,222,F
bank_1,1,223,F
bank_1,1,224,F
bank_1,1,225,F
bank_1,1,226,F
bank_1,1,227,F
bank_1,1,228,F
bank_1,1,229,F
bank_1,1,230,M
bank_1,1,231,M
