tran_id,tran_timestamp
993,2017-01-01 10:10:10
25897,2017-01-15 23:00:51
38708,2017-01-22 14:48:46
51698,2017-01-29 18:07:47
63571,2017-02-05 11:22:48
13547,2017-01-08 23:19:00
74726,2017-02-12 02:27:02
75849,2017-02-12 21:53:31
40439,2017-01-23 20:12:42
52234,2017-01-30 23:31:13
69179,2017-02-08 06:29:46
5837,2017-01-04 23:17:40
56554,2017-02-01 23:33:16
32384,2017-01-19 21:02:35
32743,2017-01-19 03:54:05
685,2017-01-01 16:07:46
13800,2017-01-08 10:30:57
26542,2017-01-15 14:45:53
38271,2017-01-22 20:53:53
50217,2017-01-29 11:59:49
63424,2017-02-05 15:57:51
75549,2017-02-12 23:52:53
87646,2017-02-19 15:00:41
4,2017-01-01 13:35:36
20844,2017-01-12 06:44:11
77147,2017-02-13 20:04:28
82843,2017-02-16 07:26:34
32534,2017-01-19 18:40:28
45473,2017-01-26 13:05:47
70216,2017-02-09 17:34:17
8581,2017-01-05 15:12:34
8889,2017-01-05 08:29:19
71170,2017-02-10 02:39:51
58149,2017-02-02 23:57:11
13019,2017-01-08 05:20:44
77607,2017-02-13 21:23:22
65027,2017-02-06 16:08:07
48791,2017-01-28 18:43:40
52581,2017-01-30 19:57:21
26790,2017-01-15 11:12:11
63670,2017-02-05 03:32:55
37649,2017-01-22 20:57:09
51092,2017-01-29 04:42:48
25156,2017-01-15 01:24:56
26033,2017-01-15 20:09:05
4765,2017-01-03 06:46:26
65781,2017-02-07 21:27:21
18076,2017-01-11 14:28:15
40130,2017-01-23 13:59:56
39905,2017-01-23 10:26:35
52716,2017-01-30 10:34:18
67412,2017-02-07 08:07:23
79552,2017-02-14 09:41:33
5023,2017-01-03 20:28:27
16275,2017-01-10 05:23:28
28668,2017-01-17 20:02:45
41880,2017-01-24 17:31:21
54662,2017-01-31 02:55:48
66272,2017-02-07 08:30:17
79311,2017-02-14 14:03:42
42800,2017-01-25 15:24:48
32239,2017-01-19 10:17:29
47151,2017-01-27 13:09:43
9224,2017-01-06 16:25:40
22153,2017-01-13 22:34:32
34848,2017-01-20 02:27:07
47457,2017-01-27 06:58:03
59625,2017-02-03 09:27:06
72373,2017-02-10 12:32:22
83703,2017-02-17 06:55:48
21848,2017-01-13 01:48:41
35008,2017-01-20 22:55:27
10617,2017-01-06 20:03:12
22167,2017-01-13 07:50:21
33942,2017-01-20 19:04:46
48106,2017-01-27 17:51:55
59901,2017-02-03 20:13:57
72185,2017-02-10 17:56:17
83571,2017-02-17 12:52:09
62231,2017-02-05 13:11:21
76592,2017-02-13 17:31:05
6108,2017-01-04 14:33:36
18576,2017-01-11 23:59:33
30475,2017-01-18 09:11:38
42873,2017-01-25 04:06:31
55217,2017-02-01 07:49:09
67903,2017-02-08 21:29:37
80918,2017-02-15 18:04:51
59268,2017-02-03 22:35:03
86956,2017-02-18 18:40:54
64311,2017-02-06 21:21:51
77836,2017-02-13 00:01:53
52649,2017-01-30 12:21:02
75302,2017-02-12 19:11:03
88117,2017-02-19 09:25:25
13829,2017-01-08 00:19:16
53589,2017-01-31 00:32:12
78468,2017-02-14 22:54:08
68983,2017-02-08 12:55:46
69825,2017-02-09 12:04:10
71689,2017-02-10 14:25:23
10938,2017-01-07 00:56:19
23437,2017-01-14 16:45:56
37403,2017-01-21 05:34:41
49066,2017-01-28 14:23:12
62229,2017-02-04 05:04:16
73997,2017-02-11 10:42:03
86114,2017-02-18 09:06:03
11114,2017-01-07 17:50:47
58990,2017-02-03 14:52:58
83488,2017-02-17 07:16:16
3460,2017-01-02 01:10:32
59987,2017-02-03 23:49:57
16287,2017-01-10 21:15:48
23076,2017-01-13 03:56:25
78403,2017-02-14 15:34:43
10278,2017-01-06 10:37:45
41955,2017-01-24 10:15:21
71986,2017-02-10 16:13:04
83762,2017-02-17 04:04:03
46443,2017-01-27 03:27:03
9362,2017-01-06 05:18:27
35711,2017-01-20 22:52:48
72408,2017-02-10 14:54:38
27661,2017-01-16 11:53:52
2258,2017-01-02 12:55:07
50377,2017-01-29 11:35:56
15770,2017-01-09 01:02:55
38471,2017-01-22 23:34:08
75902,2017-02-12 17:05:55
62783,2017-02-05 01:59:53
67888,2017-02-08 13:55:05
80858,2017-02-15 03:36:29
83061,2017-02-16 05:10:31
71822,2017-02-10 23:23:25
84399,2017-02-17 13:42:19
58884,2017-02-03 07:03:23
47124,2017-01-27 08:37:30
39988,2017-01-23 13:15:39
50977,2017-01-29 06:45:21
38997,2017-01-22 20:32:13
62382,2017-02-05 23:18:07
75967,2017-02-12 12:28:24
23833,2017-01-14 22:52:33
9,2017-01-01 17:59:46
37709,2017-01-22 17:30:48
75703,2017-02-12 03:38:17
2833,2017-01-02 11:18:52
3178,2017-01-02 02:00:22
15581,2017-01-09 03:25:04
27642,2017-01-16 10:22:45
39727,2017-01-23 13:57:40
52469,2017-01-30 15:00:25
64296,2017-02-06 16:04:49
76632,2017-02-13 21:39:23
66490,2017-02-07 10:05:28
54493,2017-01-31 02:14:13
54451,2017-01-31 07:55:02
67444,2017-02-07 20:24:02
58688,2017-02-02 22:45:08
46517,2017-01-27 01:19:43
10605,2017-01-06 21:11:57
22230,2017-01-13 14:31:53
35097,2017-01-20 09:32:50
46373,2017-01-27 07:08:30
58856,2017-02-03 22:43:58
