tran_id,tx_type
993,TRANSFER
25897,TRANSFER
38708,TRANSFER
51698,TRANSFER
63571,TRANSFER
13547,TRANSFER
74726,TRANSFER
75849,TRANSFER
40439,TRANSFER
52234,TRANSFER
69179,TRANSFER
5837,TRANSFER
56554,TRANSFER
32384,TRANSFER
32743,TRANSFER
685,TRANSFER
13800,TRANSFER
26542,TRANSFER
38271,TRANSFER
50217,TRANSFER
63424,TRANSFER
75549,TRANSFER
87646,TRANSFER
4,TRANSFER
20844,TRANSFER
77147,TRANSFER
82843,TRANSFER
32534,TRANSFER
45473,TRANSFER
70216,TRANSFER
8581,TRANSFER
8889,TRANSFER
71170,TRANSFER
58149,TRANSFER
13019,TRANSFER
77607,TRANSFER
65027,TRANSFER
48791,TRANSFER
52581,TRANSFER
26790,TRANSFER
63670,TRANSFER
37649,TRANSFER
51092,TRANSFER
25156,TRANSFER
26033,TRANSFER
4765,TRANSFER
65781,TRANSFER
18076,TRANSFER
40130,TRANSFER
39905,TRANSFER
52716,TRANSFER
67412,TRANSFER
79552,TRANSFER
5023,TRANSFER
16275,TRANSFER
28668,TRANSFER
41880,TRANSFER
54662,TRANSFER
66272,TRANSFER
79311,TRANSFER
42800,TRANSFER
32239,TRANSFER
47151,TRANSFER
9224,TRANSFER
22153,TRANSFER
34848,TRANSFER
47457,TRANSFER
59625,TRANSFER
72373,TRANSFER
83703,TRANSFER
21848,TRANSFER
35008,TRANSFER
10617,TRANSFER
22167,TRANSFER
33942,TRANSFER
48106,TRANSFER
59901,TRANSFER
72185,TRANSFER
83571,TRANSFER
62231,TRANSFER
76592,TRANSFER
6108,TRANSFER
18576,TRANSFER
30475,TRANSFER
42873,TRANSFER
55217,TRANSFER
67903,TRANSFER
80918,TRANSFER
59268,TRANSFER
86956,TRANSFER
64311,TRANSFER
77836,TRANSFER
52649,TRANSFER
75302,TRANSFER
88117,TRANSFER
13829,TRANSFER
53589,TRANSFER
78468,TRANSFER
68983,TRANSFER
69825,TRANSFER
71689,TRANSFER
10938,TRANSFER
23437,TRANSFER
37403,TRANSFER
49066,TRANSFER
62229,TRANSFER
73997,TRANSFER
86114,TRANSFER
11114,TRANSFER
58990,TRANSFER
83488,TRANSFER
3460,TRANSFER
59987,TRANSFER
16287,TRANSFER
23076,TRANSFER
78403,TRANSFER
10278,TRANSFER
41955,TRANSFER
71986,TRANSFER
83762,TRANSFER
46443,TRANSFER
9362,TRANSFER
35711,TRANSFER
72408,TRANSFER
27661,TRANSFER
2258,TRANSFER
50377,TRANSFER
15770,TRANSFER
38471,TRANSFER
75902,TRANSFER
62783,TRANSFER
67888,TRANSFER
80858,TRANSFER
83061,TRANSFER
71822,TRANSFER
84399,TRANSFER
58884,TRANSFER
47124,TRANSFER
39988,TRANSFER
50977,TRANSFER
38997,TRANSFER
62382,TRANSFER
75967,TRANSFER
23833,TRANSFER
9,TRANSFER
37709,TRANSFER
75703,TRANSFER
2833,TRANSFER
3178,TRANSFER
15581,TRANSFER
27642,TRANSFER
39727,TRANSFER
52469,TRANSFER
64296,TRANSFER
76632,TRANSFER
66490,TRANSFER
54493,TRANSFER
54451,TRANSFER
67444,TRANSFER
58688,TRANSFER
46517,TRANSFER
10605,TRANSFER
22230,TRANSFER
35097,TRANSFER
46373,TRANSFER
58856,TRANSFER
71623,TRANSFER
83884,TRANSFER
36375,TRANSFER
73917,TRANSFER
85824,TRANSFER
263,TRANSFER
12628,TRANSFER
25242,TRANSFER
37935,TRANSFER
50036,TRANSFER
63066,TRANSFER
76174,TRANSFER
87542,TRANSFER
88529,TRANSFER
76326,TRANSFER
62337,TRANSFER
10,TRANSFER
76304,TRANSFER
1827,TRANSFER
13794,TRANSFER
26604,TRANSFER
38191,TRANSFER
50311,TRANSFER
63171,TRANSFER
75338,TRANSFER
87794,TRANSFER
12824,TRANSFER
87883,TRANSFER
13677,TRANSFER
62843,TRANSFER
25983,TRANSFER
88711,TRANSFER
6308,TRANSFER
19015,TRANSFER
30781,TRANSFER
44225,TRANSFER
56442,TRANSFER
67765,TRANSFER
80738,TRANSFER
45238,TRANSFER
84047,TRANSFER
73308,TRANSFER
25506,TRANSFER
88378,TRANSFER
61590,TRANSFER
87928,TRANSFER
1227,TRANSFER
74910,TRANSFER
52079,TRANSFER
40792,TRANSFER
40411,TRANSFER
27072,TRANSFER
71712,TRANSFER
5285,TRANSFER
17760,TRANSFER
28915,TRANSFER
42264,TRANSFER
53604,TRANSFER
66879,TRANSFER
79216,TRANSFER
5542,TRANSFER
30536,TRANSFER
56655,TRANSFER
80081,TRANSFER
55633,TRANSFER
44972,TRANSFER
