tran_id,is_sar
993,False
25897,False
38708,False
51698,False
63571,False
13547,False
74726,False
75849,False
40439,False
52234,False
69179,False
5837,False
56554,False
32384,False
32743,False
685,False
13800,False
26542,False
38271,False
50217,False
63424,False
75549,False
87646,False
4,False
20844,False
77147,False
82843,False
32534,False
45473,False
70216,False
8581,False
8889,False
71170,False
58149,False
13019,False
77607,False
65027,False
48791,False
52581,False
26790,False
63670,False
37649,False
51092,False
25156,False
26033,False
4765,False
65781,False
18076,False
40130,False
39905,False
52716,False
67412,False
79552,False
5023,False
16275,False
28668,False
41880,False
54662,False
66272,False
79311,False
42800,False
32239,False
47151,False
9224,False
22153,False
34848,False
47457,False
59625,False
72373,False
83703,False
21848,False
35008,False
10617,False
22167,False
33942,False
48106,False
59901,False
72185,False
83571,False
62231,False
76592,False
6108,False
18576,False
30475,False
42873,False
55217,False
67903,False
80918,False
59268,False
86956,False
64311,False
77836,False
52649,False
75302,False
88117,False
13829,False
53589,False
78468,False
68983,False
69825,False
71689,False
10938,False
23437,False
37403,False
49066,False
62229,False
73997,False
86114,False
11114,False
58990,False
83488,False
3460,False
59987,False
16287,False
23076,False
78403,False
10278,False
41955,False
71986,False
83762,False
46443,False
9362,False
35711,False
72408,False
27661,False
2258,False
50377,False
15770,False
38471,False
75902,False
62783,False
67888,False
80858,False
83061,False
71822,False
84399,False
58884,False
47124,False
39988,False
50977,False
38997,False
62382,False
75967,False
23833,False
9,False
37709,False
75703,False
2833,False
3178,False
15581,False
27642,False
39727,False
52469,False
64296,False
76632,False
66490,False
54493,False
54451,False
67444,False
58688,False
46517,False
10605,False
22230,False
35097,False
46373,False
58856,False
71623,False
83884,False
36375,False
73917,False
85824,False
263,False
12628,False
25242,False
37935,False
50036,False
63066,False
76174,False
87542,False
88529,False
76326,False
62337,False
10,False
76304,False
1827,False
13794,False
26604,False
38191,False
50311,False
63171,False
75338,False
87794,False
12824,False
87883,False
13677,False
62843,False
25983,False
88711,False
6308,False
19015,False
30781,False
44225,False
56442,False
67765,False
80738,False
45238,False
84047,False
73308,False
25506,False
88378,False
61590,False
87928,False
1227,False
74910,False
52079,False
40792,False
40411,False
27072,False
71712,False
5285,False
17760,False
28915,False
42264,False
53604,False
66879,False
79216,False
5542,False
30536,False
56655,False
80081,False
55633,False
44972,False
58674,False
19989,False
34349,False
61444,False
12051,False
36542,False
86559,False
39112,False
20587,False
59474,False
