tran_id,orig_bank_id
993,bank_4
25897,bank_4
38708,bank_4
51698,bank_4
63571,bank_4
13547,bank_1
74726,bank_1
75849,bank_4
40439,bank_3
52234,bank_3
69179,bank_3
5837,bank_4
56554,bank_4
32384,bank_4
32743,bank_4
685,bank_4
13800,bank_4
26542,bank_4
38271,bank_4
50217,bank_4
63424,bank_4
75549,bank_4
87646,bank_4
4,bank_4
20844,bank_1
77147,bank_3
82843,bank_3
32534,bank_1
45473,bank_2
70216,bank_3
8581,bank_4
8889,bank_1
71170,bank_4
58149,bank_3
13019,bank_4
77607,bank_4
65027,bank_4
48791,bank_4
52581,bank_4
26790,bank_4
63670,bank_4
37649,bank_4
51092,bank_4
25156,bank_3
26033,bank_1
4765,bank_0
65781,bank_0
18076,bank_1
40130,bank_0
39905,bank_2
52716,bank_2
67412,bank_3
79552,bank_4
5023,bank_4
16275,bank_4
28668,bank_4
41880,bank_4
54662,bank_4
66272,bank_4
79311,bank_4
42800,bank_1
32239,bank_1
47151,bank_4
9224,bank_4
22153,bank_4
34848,bank_4
47457,bank_4
59625,bank_4
72373,bank_4
83703,bank_4
21848,bank_4
35008,bank_4
10617,bank_0
22167,bank_0
33942,bank_0
48106,bank_0
59901,bank_0
72185,bank_0
83571,bank_0
62231,bank_4
76592,bank_3
6108,bank_3
18576,bank_3
30475,bank_3
42873,bank_3
55217,bank_3
67903,bank_3
80918,bank_3
59268,bank_2
86956,bank_3
64311,bank_4
77836,bank_4
52649,bank_4
75302,bank_4
88117,bank_4
13829,bank_3
53589,bank_4
78468,bank_3
68983,bank_3
69825,bank_2
71689,bank_2
10938,bank_2
23437,bank_2
37403,bank_2
49066,bank_2
62229,bank_2
73997,bank_2
86114,bank_2
11114,bank_4
58990,bank_4
83488,bank_2
3460,bank_2
59987,bank_2
16287,bank_0
23076,bank_0
78403,bank_0
10278,bank_0
41955,bank_0
71986,bank_2
83762,bank_2
46443,bank_1
9362,bank_1
35711,bank_1
72408,bank_1
27661,bank_4
2258,bank_4
50377,bank_4
15770,bank_4
38471,bank_4
75902,bank_4
62783,bank_4
67888,bank_4
80858,bank_4
83061,bank_4
71822,bank_4
84399,bank_4
58884,bank_4
47124,bank_4
39988,bank_4
50977,bank_4
38997,bank_4
62382,bank_4
75967,bank_4
23833,bank_4
9,bank_0
37709,bank_0
75703,bank_0
2833,bank_3
3178,bank_0
15581,bank_0
27642,bank_0
39727,bank_0
52469,bank_0
64296,bank_0
76632,bank_0
66490,bank_4
54493,bank_1
54451,bank_4
67444,bank_3
58688,bank_3
46517,bank_2
10605,bank_4
22230,bank_4
35097,bank_4
46373,bank_4
58856,bank_4
71623,bank_4
83884,bank_4
36375,bank_2
73917,bank_2
85824,bank_4
263,bank_4
12628,bank_4
25242,bank_4
37935,bank_4
50036,bank_4
63066,bank_4
76174,bank_4
87542,bank_4
88529,bank_4
76326,bank_4
62337,bank_4
10,bank_1
76304,bank_1
1827,bank_0
13794,bank_0
26604,bank_0
38191,bank_0
50311,bank_0
63171,bank_0
75338,bank_0
87794,bank_0
12824,bank_1
87883,bank_1
13677,bank_3
62843,bank_3
25983,bank_1
88711,bank_1
6308,bank_4
19015,bank_4
30781,bank_4
44225,bank_4
56442,bank_4
67765,bank_4
80738,bank_4
45238,bank_4
84047,bank_4
73308,bank_2
25506,bank_1
88378,bank_4
61590,bank_1
87928,bank_2
1227,bank_2
74910,bank_3
52079,bank_2
40792,bank_2
40411,bank_4
27072,bank_1
71712,bank_2
5285,bank_4
17760,bank_4
28915,bank_4
42264,bank_4
53604,bank_4
66879,bank_4
79216,bank_4
5542,bank_0
30536,bank_0
56655,bank_0
80081,bank_0
55633,bank_3
44972,bank_4
58674,bank_1
19989,bank_3
34349,bank_1
61444,bank_4
12051,bank_3
36542,bank_0
86559,bank_0
39112,bank_1
20587,bank_1
59474,bank_1
36683,bank_2
65452,bank_4
63620,bank_1
356,bank_1
75252,bank_1
790,bank_0
38232,bank_0
75494,bank_0
945,bank_4
1331,bank_4
13684,bank_4
25816,bank_4
38465,bank_4
51154,bank_4
64088,bank_4
74794,bank_4
87292,bank_4
62513,bank_4
76325,bank_3
27897,bank_2
2064,bank_4
14686,bank_4
28434,bank_4
39608,bank_4
52344,bank_4
65566,bank_4
77861,bank_4
27345,bank_1
3258,bank_1
78069,bank_1
4127,bank_0
17259,bank_0
29523,bank_0
42204,bank_0
53592,bank_0
67251,bank_0
78347,bank_0
41898,bank_3
4645,bank_1
78774,bank_1
57216,bank_2
18271,bank_2
31681,bank_0
30447,bank_1
46084,bank_2
57340,bank_1
32817,bank_0
21851,bank_1
85090,bank_1
59587,bank_1
11502,bank_4
51555,bank_4
38709,bank_4
6794,bank_0
6957,bank_0
18584,bank_0
30356,bank_0
43019,bank_0
55834,bank_0
69020,bank_0
80971,bank_0
25955,bank_2
56894,bank_2
25671,bank_4
43550,bank_1
18433,bank_1
30414,bank_1
6716,bank_0
17973,bank_0
18020,bank_0
31279,bank_0
44131,bank_0
55664,bank_0
69010,bank_0
80075,bank_0
72397,bank_2
80932,bank_2
68239,bank_2
27523,bank_4
48504,bank_4
61417,bank_4
7569,bank_4
19694,bank_4
32846,bank_4
45497,bank_4
57857,bank_4
69870,bank_4
73389,bank_4
82349,bank_4
86154,bank_4
12,bank_1
34486,bank_1
75229,bank_1
2222,bank_1
21542,bank_1
64689,bank_1
84877,bank_3
60184,bank_2
46345,bank_2
47071,bank_2
9128,bank_0
72041,bank_3
2869,bank_1
39218,bank_1
1737,bank_2
28420,bank_2
14598,bank_2
14663,bank_2
3434,bank_3
14351,bank_3
26858,bank_3
40802,bank_3
52787,bank_3
64802,bank_3
77554,bank_3
77669,bank_3
40497,bank_2
81286,bank_2
53071,bank_3
9987,bank_0
21540,bank_0
34896,bank_0
47395,bank_0
59392,bank_0
72804,bank_0
85072,bank_0
10232,bank_3
23138,bank_3
