tran_id,orig_acct
993,148
25897,148
38708,1128
51698,1925
63571,1952
13547,93
74726,93
75849,1573
40439,1305
52234,201
69179,301
5837,390
56554,350
32384,81
32743,1237
685,1918
13800,1918
26542,1918
38271,1918
50217,1918
63424,1918
75549,1918
87646,1918
4,1308
20844,1029
77147,1447
82843,1447
32534,1076
45473,1000
70216,1107
8581,363
8889,592
71170,1330
58149,636
13019,1308
77607,1308
65027,893
48791,1333
52581,764
26790,1308
63670,1208
37649,1308
51092,1308
25156,1229
26033,399
4765,1340
65781,1340
18076,1392
40130,1373
39905,33
52716,1257
67412,1565
79552,107
5023,1999
16275,1999
28668,1999
41880,1999
54662,1999
66272,1999
79311,1999
42800,228
32239,1460
47151,1304
9224,1995
22153,1995
34848,1995
47457,1995
59625,1995
72373,1995
83703,1995
21848,147
35008,313
10617,1637
22167,1637
33942,1637
48106,1637
59901,1637
72185,1637
83571,1637
62231,1308
76592,331
6108,1937
18576,1937
30475,1937
42873,1937
55217,1937
67903,1937
80918,1937
59268,1560
86956,369
64311,1308
77836,1991
52649,1224
75302,1308
88117,1308
13829,1225
53589,107
78468,110
68983,1493
69825,1525
71689,86
10938,1795
23437,1795
37403,1795
49066,1795
62229,1795
73997,1795
86114,1795
11114,266
58990,313
83488,850
3460,144
59987,144
16287,1405
23076,1405
78403,1405
10278,1255
41955,1255
71986,396
83762,396
46443,1942
9362,104
35711,104
72408,104
27661,1207
2258,1539
50377,1539
15770,286
38471,286
75902,1919
62783,1838
67888,1145
80858,1154
83061,608
71822,1358
84399,1517
58884,656
47124,588
39988,1440
50977,1440
38997,167
62382,1868
75967,1998
23833,131
9,191
37709,191
75703,191
2833,226
3178,1982
15581,1982
27642,1982
39727,1982
52469,1982
64296,1982
76632,1982
66490,1396
54493,1442
54451,58
67444,1293
58688,1226
46517,1226
10605,1974
22230,1974
35097,1974
46373,1974
58856,1974
71623,1974
83884,1974
36375,64
73917,1536
85824,1445
263,1626
12628,1626
25242,1626
37935,1626
50036,1626
63066,1626
76174,1626
87542,1626
88529,1626
76326,1593
62337,739
10,1347
76304,1347
1827,1936
13794,1936
26604,1936
38191,1936
50311,1936
63171,1936
75338,1936
87794,1936
12824,1347
87883,1347
13677,1289
62843,1342
25983,395
88711,395
6308,1928
19015,1928
30781,1928
44225,1928
56442,1928
67765,1928
80738,1928
45238,310
84047,225
73308,146
25506,1347
88378,53
61590,296
87928,1522
1227,1485
74910,187
52079,1233
40792,32
40411,344
27072,1436
71712,1331
5285,1932
17760,1932
28915,1932
42264,1932
53604,1932
66879,1932
79216,1932
5542,59
30536,59
56655,59
80081,59
55633,1463
44972,1463
58674,101
19989,209
34349,280
61444,1234
12051,1577
36542,1276
86559,1276
39112,1347
20587,1205
59474,192
36683,343
65452,243
63620,1347
356,1421
75252,1421
790,340
38232,340
75494,340
945,1294
1331,1609
13684,1609
25816,1609
38465,1609
51154,1609
64088,1609
74794,1609
87292,1609
62513,153
76325,1310
27897,1431
2064,1943
14686,1943
28434,1943
39608,1943
52344,1943
65566,1943
77861,1943
27345,1550
3258,1473
78069,1473
4127,17
17259,17
29523,17
42204,17
53592,17
67251,17
78347,17
41898,260
4645,1389
78774,1389
57216,1220
18271,1400
31681,1595
30447,1596
46084,1218
57340,356
32817,1513
21851,1232
85090,1232
59587,1588
11502,170
51555,1026
38709,603
6794,1802
6957,1802
18584,1802
30356,1802
43019,1802
55834,1802
69020,1802
80971,1802
25955,393
56894,393
25671,148
43550,1988
18433,1223
30414,1223
6716,1836
17973,1836
18020,1836
31279,1836
44131,1836
55664,1836
69010,1836
80075,1836
72397,1457
80932,1457
68239,460
27523,1202
48504,1202
61417,1661
7569,1753
19694,1753
32846,1753
45497,1753
57857,1753
69870,1753
73389,1753
82349,1753
86154,1994
12,1355
34486,1355
75229,1355
2222,222
21542,222
64689,222
84877,680
60184,1943
46345,1342
47071,1342
9128,437
72041,549
2869,1355
39218,1355
1737,1301
28420,1301
14598,273
14663,273
3434,1895
14351,1895
26858,1895
40802,1895
52787,1895
64802,1895
77554,1895
77669,1895
40497,1348
81286,1348
53071,1170
9987,942
21540,942
34896,942
47395,942
59392,942
72804,942
85072,942
10232,1877
23138,1877
34431,1877
46948,1877
59014,1877
65597,1877
71273,1877
84241,1877
47603,1596
60931,1374
74339,1869
68151,1252
63248,1355
75568,163
16627,354
54194,354
11977,1787
24808,1787
35804,1787
48484,1787
61064,1787
74378,1787
85563,1787
63752,1491
8369,1492
76484,1492
51369,1158
88677,1581
25365,295
62573,295
50339,281
12640,1387
24219,275
28228,275
39941,687
88270,1710
75062,1586
58058,953
70841,1803
81870,1974
5015,1999
16267,1999
28660,1999
41872,1999
54654,1999
66264,1999
79303,1999
11894,1850
23543,1850
36647,1850
48884,1850
61404,1850
73359,1850
85632,1850
85429,1757
