bank_id,branch_id,acct_id,prior_sar_count,open_dt,close_dt,initial_deposit,tx_behavior_id
bank_4,1,0,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,52864.95,1
bank_4,1,1,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65305.52,1
bank_4,1,2,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57557.39,1
bank_4,1,3,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59594.37,1
bank_4,1,4,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71719.61,1
bank_4,1,5,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83390.07,1
bank_4,1,6,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95363.42,1
bank_4,1,7,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84497.9,1
bank_4,1,8,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64477.12,1
bank_4,1,9,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92171.42,1
bank_4,1,10,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96460.02,1
bank_4,1,11,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96053.61,1
bank_4,1,12,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81942.7,1
bank_4,1,13,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78837.51,1
bank_4,1,14,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87393.76,1
bank_4,1,15,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84737.44,1
bank_4,1,16,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63778.52,1
bank_4,1,17,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66113.22,1
bank_4,1,18,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58285.25,1
bank_4,1,19,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71385.61,1
bank_4,1,20,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96462.59,1
bank_4,1,21,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50524.2,1
bank_4,1,22,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57375.59,1
bank_4,1,23,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83433.95,1
bank_4,1,24,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85749.13,1
bank_4,1,25,True,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67632.0,1
bank_4,1,26,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71364.85,1
bank_4,1,27,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,68157.92,1
bank_4,1,28,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,53146.4,1
bank_4,1,29,True,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78535.46,1
bank_4,1,30,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67510.71,1
bank_4,1,31,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99682.02,1
bank_4,1,32,True,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67103.13,1
bank_4,1,33,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73043.98,1
