tran_id,tran_timestamp
40439,2017-01-23 20:12:42
52234,2017-01-30 23:31:13
69179,2017-02-08 06:29:46
25023,2017-01-15 05:28:22
87041,2017-02-19 01:08:09
5837,2017-01-04 23:17:40
56554,2017-02-01 23:33:16
32384,2017-01-19 21:02:35
50926,2017-01-29 09:26:03
1356,2017-01-01 08:03:37
26941,2017-01-16 07:59:53
54572,2017-01-31 18:56:02
36665,2017-01-21 04:37:19
77147,2017-02-13 20:04:28
82843,2017-02-16 07:26:34
70216,2017-02-09 17:34:17
58149,2017-02-02 23:57:11
13019,2017-01-08 05:20:44
77607,2017-02-13 21:23:22
2789,2017-01-02 06:46:39
65027,2017-02-06 16:08:07
7920,2017-01-05 12:12:47
39487,2017-01-23 14:03:31
27095,2017-01-16 08:39:04
48791,2017-01-28 18:43:40
14484,2017-01-09 23:31:24
52581,2017-01-30 19:57:21
25156,2017-01-15 01:24:56
67412,2017-02-07 08:07:23
76592,2017-02-13 17:31:05
6108,2017-01-04 14:33:36
18576,2017-01-11 23:59:33
30475,2017-01-18 09:11:38
42873,2017-01-25 04:06:31
55217,2017-02-01 07:49:09
67903,2017-02-08 21:29:37
80918,2017-02-15 18:04:51
86956,2017-02-18 18:40:54
13829,2017-01-08 00:19:16
78468,2017-02-14 22:54:08
68983,2017-02-08 12:55:46
6,2017-01-01 19:58:58
25600,2017-01-15 03:06:28
33576,2017-01-19 08:53:18
29769,2017-01-17 09:47:11
7134,2017-01-05 19:39:20
20566,2017-01-12 02:45:47
39644,2017-01-23 11:10:27
27661,2017-01-16 11:53:52
14747,2017-01-09 22:06:56
46089,2017-01-26 07:34:57
37356,2017-01-21 03:47:24
57801,2017-02-02 02:06:37
7133,2017-01-05 20:35:42
69549,2017-02-09 22:11:43
21648,2017-01-13 08:19:23
82002,2017-02-16 23:59:23
1261,2017-01-01 04:09:07
13807,2017-01-08 19:23:05
26803,2017-01-15 00:15:39
38949,2017-01-22 17:21:38
51096,2017-01-29 14:09:48
63133,2017-02-05 10:13:53
76421,2017-02-12 12:54:02
87785,2017-02-19 04:00:20
13733,2017-01-08 21:29:52
25028,2017-01-15 03:10:21
43018,2017-01-25 22:33:26
56767,2017-02-01 23:07:40
70002,2017-02-09 16:53:54
8190,2017-01-05 21:45:04
25593,2017-01-15 17:25:46
87179,2017-02-19 06:55:20
58492,2017-02-02 02:30:13
45261,2017-01-26 10:57:52
20190,2017-01-12 20:11:59
32328,2017-01-19 16:30:02
83061,2017-02-16 05:10:31
7,2017-01-01 09:15:40
13422,2017-01-08 13:13:15
25501,2017-01-15 18:54:57
37949,2017-01-22 01:46:43
51133,2017-01-29 10:49:33
64051,2017-02-05 22:13:31
75174,2017-02-12 22:18:58
87122,2017-02-19 20:02:47
15956,2017-01-09 02:20:18
8570,2017-01-05 22:49:57
21177,2017-01-12 01:50:02
32125,2017-01-19 03:49:15
45301,2017-01-26 02:23:58
57342,2017-02-02 11:21:53
70873,2017-02-09 02:30:25
82034,2017-02-16 23:39:29
23069,2017-01-13 00:09:22
9470,2017-01-06 16:28:53
71822,2017-02-10 23:23:25
84399,2017-02-17 13:42:19
35505,2017-01-20 09:46:57
58884,2017-02-03 07:03:23
47124,2017-01-27 08:37:30
8,2017-01-01 02:45:38
14006,2017-01-08 02:43:04
26745,2017-01-15 07:04:29
38608,2017-01-22 17:38:30
51181,2017-01-29 19:46:48
63967,2017-02-05 23:11:33
75221,2017-02-12 14:59:35
88342,2017-02-19 02:59:54
43743,2017-01-25 00:13:07
43330,2017-01-25 14:56:32
26472,2017-01-15 17:20:14
13273,2017-01-08 12:07:10
72665,2017-02-10 07:17:22
137,2017-01-01 00:55:04
15758,2017-01-09 08:42:00
43344,2017-01-25 17:29:34
28938,2017-01-17 21:38:31
8953,2017-01-06 23:51:02
22531,2017-01-13 00:11:47
34414,2017-01-20 00:53:15
47627,2017-01-27 00:49:33
59567,2017-02-03 23:23:02
71258,2017-02-10 09:39:58
83511,2017-02-17 15:14:51
58036,2017-02-02 02:28:23
23833,2017-01-14 22:52:33
2833,2017-01-02 11:18:52
67444,2017-02-07 20:24:02
58688,2017-02-02 22:45:08
615,2017-01-01 14:18:46
14156,2017-01-08 01:17:49
51280,2017-01-29 10:06:45
88179,2017-02-19 14:16:11
263,2017-01-01 19:13:56
12628,2017-01-08 10:07:26
25242,2017-01-15 04:46:22
37935,2017-01-22 01:29:40
50036,2017-01-29 06:29:29
63066,2017-02-05 12:42:22
76174,2017-02-12 23:59:15
87542,2017-02-19 14:13:00
88529,2017-02-19 14:50:25
76326,2017-02-12 04:37:11
12568,2017-01-08 04:18:26
34046,2017-01-20 13:12:18
38757,2017-01-22 11:35:19
9527,2017-01-06 04:04:14
50662,2017-01-29 21:23:44
62337,2017-02-05 04:37:12
25412,2017-01-15 09:37:31
13677,2017-01-08 11:10:52
62843,2017-02-05 13:03:16
74910,2017-02-12 11:37:28
55633,2017-02-01 19:39:40
19989,2017-01-12 11:01:33
12051,2017-01-07 04:08:16
49859,2017-01-29 06:10:31
34450,2017-01-20 22:15:50
71564,2017-02-10 10:47:30
65452,2017-02-06 11:15:10
28525,2017-01-17 17:27:37
83535,2017-02-17 03:34:24
76325,2017-02-12 16:35:48
41898,2017-01-24 11:49:11
25440,2017-01-15 03:08:33
88571,2017-02-19 10:42:17
84877,2017-02-17 11:50:14
72041,2017-02-10 04:37:03
3434,2017-01-02 03:12:37
14351,2017-01-09 09:18:53
26858,2017-01-16 01:24:03
