tran_id,alert_id
40439,-1
52234,-1
69179,-1
25023,-1
87041,-1
5837,-1
56554,-1
32384,-1
50926,-1
1356,-1
26941,-1
54572,-1
36665,-1
77147,-1
82843,-1
70216,-1
58149,-1
13019,-1
77607,-1
2789,-1
65027,-1
7920,-1
39487,-1
27095,-1
48791,-1
14484,-1
52581,-1
25156,-1
67412,-1
76592,-1
6108,-1
18576,-1
30475,-1
42873,-1
55217,-1
67903,-1
80918,-1
86956,-1
13829,-1
78468,-1
68983,-1
6,9
25600,-1
33576,-1
29769,9
7134,-1
20566,-1
39644,-1
27661,-1
14747,9
46089,-1
37356,9
57801,-1
7133,9
69549,-1
21648,9
82002,-1
1261,-1
13807,-1
26803,-1
38949,-1
51096,-1
63133,-1
76421,-1
87785,-1
13733,-1
25028,-1
43018,-1
56767,-1
70002,-1
8190,-1
25593,-1
87179,-1
58492,-1
45261,-1
20190,-1
32328,-1
83061,-1
7,-1
13422,-1
25501,-1
37949,-1
51133,-1
64051,-1
75174,-1
87122,-1
15956,-1
8570,-1
21177,-1
32125,-1
45301,-1
57342,-1
70873,-1
82034,-1
23069,-1
9470,-1
71822,-1
84399,-1
35505,-1
58884,-1
47124,-1
8,-1
14006,-1
26745,-1
38608,-1
51181,-1
63967,-1
75221,-1
88342,-1
43743,-1
43330,-1
26472,-1
13273,-1
72665,8
137,8
15758,8
43344,8
28938,8
8953,-1
22531,-1
34414,-1
47627,-1
59567,-1
71258,-1
83511,-1
58036,8
23833,-1
2833,-1
67444,-1
58688,-1
615,-1
14156,-1
51280,-1
88179,-1
263,-1
12628,-1
25242,-1
37935,-1
50036,-1
63066,-1
76174,-1
87542,-1
88529,-1
76326,-1
12568,-1
34046,-1
38757,-1
9527,-1
50662,-1
62337,-1
25412,-1
13677,-1
62843,-1
74910,-1
55633,-1
19989,-1
12051,-1
49859,-1
34450,-1
71564,-1
65452,-1
28525,-1
83535,-1
76325,-1
41898,-1
25440,-1
88571,-1
84877,-1
72041,-1
3434,-1
14351,-1
26858,-1
40802,-1
52787,-1
64802,-1
77554,-1
77669,-1
53071,-1
10232,-1
23138,-1
34431,-1
46948,-1
59014,-1
65597,-1
71273,-1
84241,-1
48183,-1
62860,-1
55243,-1
13,-1
14060,-1
50601,-1
86966,-1
15006,-1
25147,-1
77402,-1
38190,-1
54705,-1
63752,-1
8369,-1
76484,-1
51369,-1
88677,-1
12861,-1
519,-1
88270,-1
13118,-1
50335,-1
50167,-1
52604,-1
26402,-1
54946,-1
30877,-1
63125,-1
75062,-1
38775,-1
46233,-1
12338,-1
36386,-1
85429,-1
24831,-1
61812,-1
23590,-1
74262,-1
48871,-1
40315,-1
75034,-1
75408,-1
1341,-1
13018,-1
25132,-1
38529,-1
51226,-1
63696,-1
74861,-1
87753,-1
30659,-1
59283,-1
87321,-1
39427,-1
52940,-1
28521,-1
56505,-1
44967,-1
58920,-1
44861,-1
34478,-1
4139,-1
87746,-1
1094,-1
25659,-1
63656,-1
52631,-1
68832,-1
82515,-1
57349,-1
46756,-1
10395,-1
22380,-1
35351,-1
47272,-1
59032,-1
72474,-1
84491,-1
49375,-1
23652,-1
49590,-1
12557,-1
63378,-1
18599,-1
79976,-1
8929,-1
20905,-1
33498,-1
46016,-1
57760,-1
70829,-1
82216,-1
11516,-1
1641,-1
11597,-1
23838,-1
86206,-1
52032,-1
14445,-1
54824,-1
47605,-1
65473,-1
47362,-1
87104,-1
633,-1
12877,-1
25798,-1
14023,-1
79503,-1
60657,-1
75455,-1
63185,-1
37695,-1
50479,-1
74426,-1
25293,-1
76083,-1
12989,-1
62464,-1
69133,-1
56803,-1
51762,-1
5450,-1
19504,-1
31319,-1
43377,-1
55335,-1
68708,-1
80537,-1
25883,-1
36984,-1
52250,-1
41979,-1
42364,-1
41089,-1
31000,-1
60462,-1
14091,-1
734,-1
65441,-1
4606,-1
16812,-1
28619,-1
41998,-1
54401,-1
65785,-1
79235,-1
80729,-1
47002,-1
47099,-1
23885,-1
11588,-1
24212,-1
36312,-1
49497,-1
61478,-1
73123,-1
85879,-1
37273,-1
65039,-1
40945,-1
26877,-1
52705,-1
79942,-1
76389,-1
1826,-1
41077,-1
88324,-1
13120,-1
64083,-1
10196,-1
38133,-1
26587,-1
62189,-1
51652,-1
26055,-1
82433,-1
72342,-1
36029,-1
34891,-1
21933,-1
63128,-1
106,-1
13178,-1
25582,-1
38038,-1
50562,-1
62750,-1
74770,-1
88796,-1
82432,-1
76149,-1
13136,-1
78817,-1
71824,-1
25203,-1
2609,-1
15071,-1
27272,-1
40428,-1
51953,-1
64784,-1
76601,-1
25,-1
13280,-1
25726,-1
37702,-1
51444,-1
63535,-1
74864,-1
88521,-1
84354,-1
49894,-1
42437,-1
17879,-1
22726,-1
50406,-1
75070,-1
25951,-1
88430,-1
53128,-1
15253,-1
68270,-1
8352,-1
20576,-1
63736,-1
36255,-1
15614,-1
30041,-1
32,-1
13375,-1
25769,-1
37553,-1
51563,-1
63720,-1
75870,-1
87150,-1
40957,-1
63270,-1
74474,-1
20229,-1
70507,-1
7320,-1
19910,-1
32288,-1
44641,-1
58461,-1
70785,-1
72241,-1
83229,-1
80577,-1
315,-1
12515,-1
25906,-1
30694,-1
38823,-1
50949,-1
63165,-1
76424,-1
87608,-1
6169,-1
9975,-1
19474,-1
22957,-1
34512,-1
46410,-1
60305,-1
72858,-1
83997,-1
68361,-1
23749,-1
44489,-1
55161,-1
34,-1
14174,-1
37687,-1
65682,-1
66482,-1
78137,-1
7779,-1
9335,-1
26564,-1
18531,-1
56300,-1
28485,-1
14841,-1
40265,-1
53738,-1
20734,-1
52953,-1
37694,-1
26329,-1
5539,-1
18867,-1
31408,-1
42846,-1
55659,-1
69103,-1
81325,-1
51610,-1
87855,-1
63121,-1
37940,-1
51643,-1
58618,-1
48422,-1
63532,-1
74836,-1
51229,-1
62772,-1
65256,-1
64259,-1
14953,-1
51854,-1
56912,-1
6459,-1
82219,-1
8167,-1
76379,-1
59902,-1
87658,-1
63549,-1
25436,-1
109,-1
25991,-1
39390,-1
52816,-1
39546,-1
2717,-1
3300,-1
68940,-1
81245,-1
30403,-1
83341,-1
23173,-1
9290,-1
49688,-1
42365,-1
26634,-1
88051,-1
2975,-1
14650,-1
26974,-1
39892,-1
52648,-1
64170,-1
76976,-1
14231,-1
967,-1
14004,-1
26107,-1
39302,-1
51064,-1
62550,-1
76355,-1
88661,-1
3413,-1
14666,-1
28069,-1
40914,-1
53206,-1
65177,-1
77881,-1
3767,-1
41988,-1
79914,-1
37525,-1
40150,-1
82813,-1
17419,-1
24007,-1
70292,-1
80357,-1
26421,-1
3430,-1
16771,-1
32337,-1
46069,-1
69346,-1
57398,-1
20347,-1
40,-1
62792,-1
40815,-1
59721,-1
25653,-1
87634,-1
4048,-1
17714,-1
29575,-1
41891,-1
54444,-1
66357,-1
79201,-1
41,-1
87809,-1
26764,-1
12669,-1
39431,-1
63537,-1
74684,-1
23966,-1
38778,-1
51632,-1
48633,-1
18918,-1
18323,-1
51557,-1
62945,-1
75600,-1
1344,-1
63957,-1
4457,-1
17155,-1
28953,-1
41034,-1
54799,-1
66525,-1
78777,-1
44075,-1
20214,-1
58046,-1
36429,-1
63739,-1
40363,-1
81625,-1
34027,-1
34787,-1
39104,-1
87486,-1
38894,-1
12013,-1
23920,-1
36598,-1
48531,-1
61536,-1
73193,-1
85452,-1
43240,-1
70638,-1
44886,-1
10790,-1
24778,-1
37156,-1
49046,-1
61291,-1
72963,-1
86923,-1
24275,-1
1178,-1
35598,-1
25479,-1
51051,-1
12965,-1
50460,-1
63026,-1
12951,-1
51238,-1
88293,-1
1536,-1
39159,-1
75715,-1
3446,-1
38042,-1
62959,-1
83485,-1
77485,-1
17849,-1
5928,-1
55883,-1
69288,-1
81138,-1
31659,-1
44212,-1
23666,-1
49680,-1
84466,-1
1078,-1
13634,-1
25518,-1
38947,-1
49884,-1
62806,-1
75744,-1
86964,-1
19271,-1
81585,-1
7094,-1
68548,-1
80062,-1
47,-1
13556,-1
26775,-1
38386,-1
51546,-1
64053,-1
75536,-1
87612,-1
51527,-1
14696,-1
17185,-1
54918,-1
78660,-1
68984,-1
48,-1
13557,-1
26776,-1
38387,-1
51547,-1
64054,-1
75537,-1
87613,-1
18641,-1
84995,-1
23939,-1
50324,-1
28359,-1
39363,-1
64853,-1
39360,-1
52058,-1
78797,-1
41943,-1
4493,-1
16817,-1
68843,-1
6117,-1
57345,-1
57757,-1
20808,-1
83191,-1
81753,-1
8652,-1
20601,-1
32497,-1
44815,-1
58369,-1
70690,-1
81787,-1
9274,-1
85606,-1
36141,-1
37291,-1
6797,-1
42054,-1
29116,-1
31158,-1
42956,-1
69615,-1
83059,-1
58175,-1
45191,-1
8430,-1
33003,-1
21319,-1
87934,-1
134,-1
39309,-1
75485,-1
26729,-1
14214,-1
62969,-1
38954,-1
50177,-1
24460,-1
70470,-1
48083,-1
61240,-1
53418,-1
26787,-1
62333,-1
27854,-1
9547,-1
21767,-1
34650,-1
46636,-1
58813,-1
71976,-1
84918,-1
53,-1
13354,-1
25268,-1
38702,-1
49888,-1
62493,-1
76417,-1
87596,-1
53753,-1
19731,-1
45186,-1
228,-1
12768,-1
25500,-1
33482,-1
38048,-1
50540,-1
62937,-1
75920,-1
88644,-1
57230,-1
8339,-1
70234,-1
19983,-1
82762,-1
55322,-1
43461,-1
48037,-1
54,-1
37961,-1
74720,-1
8621,-1
20235,-1
33266,-1
45827,-1
58248,-1
70789,-1
82740,-1
13036,-1
50483,-1
88280,-1
10919,-1
23970,-1
36729,-1
49824,-1
61422,-1
73235,-1
86279,-1
12034,-1
24179,-1
37136,-1
49283,-1
61472,-1
73165,-1
85678,-1
7868,-1
11747,-1
24088,-1
37288,-1
49513,-1
61740,-1
73931,-1
86481,-1
63105,-1
25005,-1
64830,-1
66922,-1
67886,-1
21117,-1
47021,-1
73710,-1
49062,-1
38994,-1
28740,-1
81700,-1
56,-1
12579,-1
26297,-1
38987,-1
42657,-1
50567,-1
62893,-1
75465,-1
87588,-1
29585,-1
16649,-1
57,-1
13085,-1
25124,-1
37928,-1
50313,-1
54423,-1
63462,-1
74923,-1
87023,-1
67403,-1
55057,-1
42522,-1
79883,-1
67096,-1
53653,-1
55393,-1
59,-1
13043,-1
25741,-1
39184,-1
51665,-1
62910,-1
74661,-1
87850,-1
38557,-1
29770,-1
19193,-1
7237,-1
19818,-1
32761,-1
45805,-1
57153,-1
70170,-1
82402,-1
70017,-1
54472,-1
4318,-1
25568,-1
78764,-1
28926,-1
66643,-1
41626,-1
17333,-1
60947,-1
13258,-1
88144,-1
66370,-1
63,-1
50093,-1
54406,-1
35111,-1
6080,-1
18678,-1
30799,-1
42889,-1
56072,-1
58203,-1
68930,-1
81475,-1
12721,-1
62314,-1
25374,-1
88698,-1
26443,-1
67647,-1
20707,-1
82892,-1
20526,-1
73178,-1
26366,-1
87224,-1
54369,-1
53628,-1
68096,-1
18934,-1
72867,-1
13012,-1
74622,-1
26137,-1
1366,-1
75072,-1
7593,-1
74604,-1
62462,-1
67049,-1
50795,-1
1962,-1
65707,-1
54927,-1
59571,-1
65,-1
21958,-1
68247,-1
84194,-1
37538,-1
51703,-1
63067,-1
43168,-1
75052,-1
37868,-1
3026,-1
1890,-1
76854,-1
51927,-1
44804,-1
84670,-1
10002,-1
48741,-1
86962,-1
25673,-1
66,-1
14129,-1
25034,-1
37995,-1
50474,-1
62649,-1
75650,-1
87535,-1
27940,-1
24191,-1
73007,-1
31509,-1
60921,-1
29010,-1
68,-1
13902,-1
25953,-1
38436,-1
50510,-1
62310,-1
75224,-1
87624,-1
3658,-1
17037,-1
28862,-1
41058,-1
54611,-1
67102,-1
79039,-1
55210,-1
26994,-1
48918,-1
4969,-1
84647,-1
11464,-1
77423,-1
87380,-1
65373,-1
9285,-1
21799,-1
35595,-1
46507,-1
58820,-1
71221,-1
84387,-1
11388,-1
3090,-1
77033,-1
51766,-1
19537,-1
81162,-1
43986,-1
9421,-1
21652,-1
35016,-1
47309,-1
60556,-1
71310,-1
85006,-1
46710,-1
48356,-1
11772,-1
70,-1
87820,-1
6158,-1
38631,-1
51261,-1
18962,-1
62395,-1
25876,-1
76467,-1
14286,-1
81293,-1
55500,-1
69085,-1
68642,-1
17495,-1
50506,-1
51286,-1
26003,-1
15480,-1
39335,-1
81567,-1
6351,-1
18870,-1
31171,-1
44376,-1
55765,-1
67756,-1
81298,-1
46003,-1
69719,-1
82471,-1
21965,-1
82024,-1
50336,-1
50539,-1
39979,-1
73,-1
62835,-1
65404,-1
5745,-1
18727,-1
31938,-1
44263,-1
55421,-1
68323,-1
81365,-1
68910,-1
24121,-1
35971,-1
69676,-1
12410,-1
79766,-1
83401,-1
9639,-1
74,-1
37741,-1
75707,-1
87551,-1
85259,-1
13397,-1
51243,-1
87751,-1
53107,-1
7758,-1
20684,-1
32929,-1
45155,-1
57539,-1
71013,-1
82252,-1
68530,-1
45054,-1
11427,-1
24673,-1
36189,-1
48447,-1
61780,-1
74561,-1
86026,-1
75,-1
13622,-1
25253,-1
39147,-1
51190,-1
62788,-1
74267,-1
75480,-1
87797,-1
61577,-1
49656,-1
20642,-1
24250,-1
11589,-1
35929,-1
85621,-1
37811,-1
20415,-1
26391,-1
40686,-1
26956,-1
52924,-1
73527,-1
61110,-1
49567,-1
76,-1
9334,-1
13824,-1
24359,-1
51669,-1
73043,-1
37216,-1
37963,-1
86343,-1
25634,-1
71242,-1
22753,-1
82050,-1
84603,-1
21372,-1
59606,-1
34239,-1
10272,-1
59877,-1
21779,-1
46381,-1
37883,-1
53246,-1
2708,-1
6342,-1
55392,-1
14856,-1
27514,-1
65581,-1
10801,-1
23704,-1
36966,-1
49236,-1
61925,-1
74320,-1
85532,-1
40739,-1
77366,-1
62503,-1
81087,-1
18533,-1
75301,-1
82070,-1
88119,-1
21162,-1
32255,-1
8640,-1
70892,-1
58133,-1
44803,-1
38601,-1
78510,-1
22208,-1
78,-1
63868,-1
12598,-1
66007,-1
76391,-1
26253,-1
87580,-1
79,-1
13114,-1
25235,-1
38023,-1
51617,-1
62713,-1
75173,-1
87931,-1
45600,-1
29662,-1
23428,-1
87300,-1
14230,-1
13616,-1
2728,-1
15992,-1
27708,-1
40387,-1
51722,-1
64536,-1
77982,-1
78765,-1
58192,-1
58356,-1
85976,-1
86028,-1
74550,-1
82,-1
60623,-1
13969,-1
38623,-1
51160,-1
3934,-1
62822,-1
74659,-1
87698,-1
5358,-1
21026,-1
82320,-1
10566,-1
73902,-1
66436,-1
23061,-1
54449,-1
20581,-1
38589,-1
45780,-1
7847,-1
9840,-1
71766,-1
24639,-1
32201,-1
82951,-1
86776,-1
58439,-1
69561,-1
7368,-1
20570,-1
33663,-1
46145,-1
57207,-1
69721,-1
81782,-1
24501,-1
35113,-1
86,-1
37582,-1
75145,-1
29298,-1
43875,-1
22814,-1
46505,-1
71532,-1
62283,-1
1991,-1
39942,-1
53018,-1
64371,-1
5721,-1
44012,-1
55305,-1
31420,-1
33489,-1
11886,-1
24355,-1
37407,-1
49340,-1
61123,-1
73146,-1
85655,-1
3856,-1
17618,-1
29415,-1
41171,-1
53739,-1
66605,-1
78247,-1
24821,-1
87,-1
13783,-1
59787,-1
87233,-1
37459,-1
11205,-1
75545,-1
63182,-1
50016,-1
25749,-1
73344,-1
28970,-1
88,-1
51037,-1
12516,-1
63475,-1
88279,-1
75717,-1
25832,-1
37708,-1
89,-1
12631,-1
46950,-1
71364,-1
25234,-1
3867,-1
16185,-1
29519,-1
41252,-1
53500,-1
66458,-1
78652,-1
38253,-1
43590,-1
50948,-1
246,-1
75381,-1
86706,-1
88811,-1
86271,-1
57350,-1
39936,-1
23623,-1
35738,-1
75544,-1
92,-1
31485,-1
62423,-1
5540,-1
80300,-1
42786,-1
18530,-1
36518,-1
86020,-1
69128,-1
56212,-1
507,-1
14259,-1
25306,-1
38918,-1
49913,-1
63796,-1
74830,-1
88337,-1
27519,-1
53282,-1
66441,-1
79630,-1
55643,-1
51571,-1
2629,-1
15343,-1
27125,-1
40615,-1
52859,-1
65164,-1
76797,-1
14591,-1
20660,-1
26871,-1
