tran_id,tx_type
40439,TRANSFER
52234,TRANSFER
69179,TRANSFER
25023,TRANSFER
87041,TRANSFER
5837,TRANSFER
56554,TRANSFER
32384,TRANSFER
50926,TRANSFER
1356,TRANSFER
26941,TRANSFER
54572,TRANSFER
36665,TRANSFER
77147,TRANSFER
82843,TRANSFER
70216,TRANSFER
58149,TRANSFER
13019,TRANSFER
77607,TRANSFER
2789,TRANSFER
65027,TRANSFER
7920,TRANSFER
39487,TRANSFER
27095,TRANSFER
48791,TRANSFER
14484,TRANSFER
52581,TRANSFER
25156,TRANSFER
67412,TRANSFER
76592,TRANSFER
6108,TRANSFER
18576,TRANSFER
30475,TRANSFER
42873,TRANSFER
55217,TRANSFER
67903,TRANSFER
80918,TRANSFER
86956,TRANSFER
13829,TRANSFER
78468,TRANSFER
68983,TRANSFER
6,TRANSFER
25600,TRANSFER
33576,TRANSFER
29769,TRANSFER
7134,TRANSFER
20566,TRANSFER
39644,TRANSFER
27661,TRANSFER
14747,TRANSFER
46089,TRANSFER
37356,TRANSFER
57801,TRANSFER
7133,TRANSFER
69549,TRANSFER
21648,TRANSFER
82002,TRANSFER
1261,TRANSFER
13807,TRANSFER
26803,TRANSFER
38949,TRANSFER
51096,TRANSFER
63133,TRANSFER
76421,TRANSFER
87785,TRANSFER
13733,TRANSFER
25028,TRANSFER
43018,TRANSFER
56767,TRANSFER
70002,TRANSFER
8190,TRANSFER
25593,TRANSFER
87179,TRANSFER
58492,TRANSFER
45261,TRANSFER
20190,TRANSFER
32328,TRANSFER
83061,TRANSFER
7,TRANSFER
13422,TRANSFER
25501,TRANSFER
37949,TRANSFER
51133,TRANSFER
64051,TRANSFER
75174,TRANSFER
87122,TRANSFER
15956,TRANSFER
8570,TRANSFER
21177,TRANSFER
32125,TRANSFER
45301,TRANSFER
57342,TRANSFER
70873,TRANSFER
82034,TRANSFER
23069,TRANSFER
9470,TRANSFER
71822,TRANSFER
84399,TRANSFER
35505,TRANSFER
58884,TRANSFER
47124,TRANSFER
8,TRANSFER
14006,TRANSFER
26745,TRANSFER
38608,TRANSFER
51181,TRANSFER
63967,TRANSFER
75221,TRANSFER
88342,TRANSFER
43743,TRANSFER
43330,TRANSFER
26472,TRANSFER
13273,TRANSFER
72665,TRANSFER
137,TRANSFER
15758,TRANSFER
43344,TRANSFER
28938,TRANSFER
8953,TRANSFER
22531,TRANSFER
34414,TRANSFER
47627,TRANSFER
59567,TRANSFER
71258,TRANSFER
83511,TRANSFER
58036,TRANSFER
23833,TRANSFER
2833,TRANSFER
67444,TRANSFER
58688,TRANSFER
615,TRANSFER
14156,TRANSFER
51280,TRANSFER
88179,TRANSFER
263,TRANSFER
12628,TRANSFER
25242,TRANSFER
37935,TRANSFER
50036,TRANSFER
63066,TRANSFER
76174,TRANSFER
87542,TRANSFER
88529,TRANSFER
76326,TRANSFER
12568,TRANSFER
34046,TRANSFER
38757,TRANSFER
9527,TRANSFER
50662,TRANSFER
62337,TRANSFER
25412,TRANSFER
13677,TRANSFER
62843,TRANSFER
74910,TRANSFER
55633,TRANSFER
19989,TRANSFER
12051,TRANSFER
49859,TRANSFER
34450,TRANSFER
71564,TRANSFER
65452,TRANSFER
28525,TRANSFER
83535,TRANSFER
76325,TRANSFER
41898,TRANSFER
25440,TRANSFER
88571,TRANSFER
84877,TRANSFER
72041,TRANSFER
3434,TRANSFER
14351,TRANSFER
26858,TRANSFER
40802,TRANSFER
52787,TRANSFER
64802,TRANSFER
77554,TRANSFER
77669,TRANSFER
53071,TRANSFER
10232,TRANSFER
23138,TRANSFER
34431,TRANSFER
46948,TRANSFER
59014,TRANSFER
65597,TRANSFER
71273,TRANSFER
84241,TRANSFER
48183,TRANSFER
62860,TRANSFER
55243,TRANSFER
13,TRANSFER
14060,TRANSFER
50601,TRANSFER
86966,TRANSFER
15006,TRANSFER
25147,TRANSFER
77402,TRANSFER
38190,TRANSFER
54705,TRANSFER
63752,TRANSFER
8369,TRANSFER
76484,TRANSFER
51369,TRANSFER
88677,TRANSFER
12861,TRANSFER
519,TRANSFER
88270,TRANSFER
13118,TRANSFER
50335,TRANSFER
50167,TRANSFER
52604,TRANSFER
26402,TRANSFER
54946,TRANSFER
30877,TRANSFER
63125,TRANSFER
75062,TRANSFER
38775,TRANSFER
46233,TRANSFER
12338,TRANSFER
36386,TRANSFER
85429,TRANSFER
24831,TRANSFER
61812,TRANSFER
23590,TRANSFER
74262,TRANSFER
48871,TRANSFER
40315,TRANSFER
75034,TRANSFER
75408,TRANSFER
1341,TRANSFER
13018,TRANSFER
25132,TRANSFER
38529,TRANSFER
51226,TRANSFER
63696,TRANSFER
74861,TRANSFER
87753,TRANSFER
30659,TRANSFER
59283,TRANSFER
87321,TRANSFER
39427,TRANSFER
52940,TRANSFER
28521,TRANSFER
56505,TRANSFER
44967,TRANSFER
58920,TRANSFER
44861,TRANSFER
34478,TRANSFER
4139,TRANSFER
87746,TRANSFER
1094,TRANSFER
25659,TRANSFER
63656,TRANSFER
52631,TRANSFER
68832,TRANSFER
82515,TRANSFER
57349,TRANSFER
46756,TRANSFER
10395,TRANSFER
22380,TRANSFER
35351,TRANSFER
47272,TRANSFER
59032,TRANSFER
72474,TRANSFER
84491,TRANSFER
49375,TRANSFER
23652,TRANSFER
49590,TRANSFER
12557,TRANSFER
63378,TRANSFER
18599,TRANSFER
79976,TRANSFER
8929,TRANSFER
20905,TRANSFER
33498,TRANSFER
46016,TRANSFER
57760,TRANSFER
70829,TRANSFER
82216,TRANSFER
11516,TRANSFER
1641,TRANSFER
11597,TRANSFER
23838,TRANSFER
86206,TRANSFER
52032,TRANSFER
14445,TRANSFER
54824,TRANSFER
47605,TRANSFER
65473,TRANSFER
47362,TRANSFER
87104,TRANSFER
633,TRANSFER
12877,TRANSFER
25798,TRANSFER
14023,TRANSFER
79503,TRANSFER
60657,TRANSFER
75455,TRANSFER
63185,TRANSFER
37695,TRANSFER
50479,TRANSFER
74426,TRANSFER
25293,TRANSFER
76083,TRANSFER
12989,TRANSFER
62464,TRANSFER
69133,TRANSFER
56803,TRANSFER
51762,TRANSFER
5450,TRANSFER
19504,TRANSFER
31319,TRANSFER
43377,TRANSFER
55335,TRANSFER
68708,TRANSFER
80537,TRANSFER
25883,TRANSFER
36984,TRANSFER
52250,TRANSFER
41979,TRANSFER
42364,TRANSFER
41089,TRANSFER
31000,TRANSFER
60462,TRANSFER
14091,TRANSFER
734,TRANSFER
65441,TRANSFER
4606,TRANSFER
16812,TRANSFER
28619,TRANSFER
41998,TRANSFER
54401,TRANSFER
65785,TRANSFER
79235,TRANSFER
80729,TRANSFER
47002,TRANSFER
47099,TRANSFER
23885,TRANSFER
11588,TRANSFER
24212,TRANSFER
36312,TRANSFER
49497,TRANSFER
61478,TRANSFER
73123,TRANSFER
85879,TRANSFER
37273,TRANSFER
65039,TRANSFER
40945,TRANSFER
26877,TRANSFER
52705,TRANSFER
79942,TRANSFER
76389,TRANSFER
1826,TRANSFER
41077,TRANSFER
88324,TRANSFER
13120,TRANSFER
64083,TRANSFER
10196,TRANSFER
38133,TRANSFER
26587,TRANSFER
62189,TRANSFER
51652,TRANSFER
26055,TRANSFER
82433,TRANSFER
72342,TRANSFER
36029,TRANSFER
34891,TRANSFER
21933,TRANSFER
63128,TRANSFER
106,TRANSFER
13178,TRANSFER
25582,TRANSFER
38038,TRANSFER
50562,TRANSFER
62750,TRANSFER
74770,TRANSFER
88796,TRANSFER
82432,TRANSFER
76149,TRANSFER
13136,TRANSFER
78817,TRANSFER
71824,TRANSFER
25203,TRANSFER
2609,TRANSFER
15071,TRANSFER
27272,TRANSFER
40428,TRANSFER
51953,TRANSFER
64784,TRANSFER
76601,TRANSFER
25,TRANSFER
13280,TRANSFER
25726,TRANSFER
37702,TRANSFER
51444,TRANSFER
63535,TRANSFER
74864,TRANSFER
88521,TRANSFER
84354,TRANSFER
49894,TRANSFER
42437,TRANSFER
17879,TRANSFER
22726,TRANSFER
50406,TRANSFER
75070,TRANSFER
25951,TRANSFER
88430,TRANSFER
53128,TRANSFER
15253,TRANSFER
68270,TRANSFER
8352,TRANSFER
20576,TRANSFER
63736,TRANSFER
36255,TRANSFER
15614,TRANSFER
30041,TRANSFER
32,TRANSFER
13375,TRANSFER
25769,TRANSFER
37553,TRANSFER
51563,TRANSFER
63720,TRANSFER
75870,TRANSFER
87150,TRANSFER
40957,TRANSFER
63270,TRANSFER
74474,TRANSFER
20229,TRANSFER
70507,TRANSFER
7320,TRANSFER
19910,TRANSFER
32288,TRANSFER
44641,TRANSFER
58461,TRANSFER
70785,TRANSFER
72241,TRANSFER
83229,TRANSFER
80577,TRANSFER
315,TRANSFER
12515,TRANSFER
25906,TRANSFER
30694,TRANSFER
38823,TRANSFER
50949,TRANSFER
63165,TRANSFER
76424,TRANSFER
87608,TRANSFER
6169,TRANSFER
9975,TRANSFER
19474,TRANSFER
22957,TRANSFER
34512,TRANSFER
46410,TRANSFER
60305,TRANSFER
72858,TRANSFER
83997,TRANSFER
68361,TRANSFER
23749,TRANSFER
44489,TRANSFER
55161,TRANSFER
34,TRANSFER
14174,TRANSFER
37687,TRANSFER
65682,TRANSFER
66482,TRANSFER
78137,TRANSFER
7779,TRANSFER
9335,TRANSFER
26564,TRANSFER
18531,TRANSFER
56300,TRANSFER
28485,TRANSFER
14841,TRANSFER
40265,TRANSFER
53738,TRANSFER
20734,TRANSFER
52953,TRANSFER
37694,TRANSFER
26329,TRANSFER
5539,TRANSFER
18867,TRANSFER
31408,TRANSFER
42846,TRANSFER
55659,TRANSFER
69103,TRANSFER
81325,TRANSFER
51610,TRANSFER
87855,TRANSFER
63121,TRANSFER
37940,TRANSFER
51643,TRANSFER
58618,TRANSFER
48422,TRANSFER
63532,TRANSFER
74836,TRANSFER
51229,TRANSFER
62772,TRANSFER
65256,TRANSFER
64259,TRANSFER
14953,TRANSFER
51854,TRANSFER
56912,TRANSFER
6459,TRANSFER
82219,TRANSFER
8167,TRANSFER
76379,TRANSFER
59902,TRANSFER
87658,TRANSFER
63549,TRANSFER
25436,TRANSFER
109,TRANSFER
25991,TRANSFER
39390,TRANSFER
52816,TRANSFER
39546,TRANSFER
2717,TRANSFER
3300,TRANSFER
68940,TRANSFER
81245,TRANSFER
30403,TRANSFER
83341,TRANSFER
23173,TRANSFER
9290,TRANSFER
49688,TRANSFER
42365,TRANSFER
26634,TRANSFER
88051,TRANSFER
2975,TRANSFER
14650,TRANSFER
26974,TRANSFER
39892,TRANSFER
52648,TRANSFER
64170,TRANSFER
76976,TRANSFER
14231,TRANSFER
967,TRANSFER
14004,TRANSFER
26107,TRANSFER
39302,TRANSFER
51064,TRANSFER
62550,TRANSFER
76355,TRANSFER
88661,TRANSFER
3413,TRANSFER
14666,TRANSFER
28069,TRANSFER
40914,TRANSFER
53206,TRANSFER
65177,TRANSFER
77881,TRANSFER
3767,TRANSFER
41988,TRANSFER
79914,TRANSFER
37525,TRANSFER
40150,TRANSFER
82813,TRANSFER
17419,TRANSFER
24007,TRANSFER
70292,TRANSFER
80357,TRANSFER
