tran_id,bene_branch_id
3381,1
77672,1
18748,1
40807,1
67602,1
6433,1
80304,1
31323,1
55987,1
56243,1
43645,1
2,1
726,1
12631,1
38303,1
14877,1
64861,1
53320,1
8099,1
67404,1
55126,1
4557,1
16754,1
30236,1
41050,1
53563,1
67259,1
78708,1
5058,1
17533,1
29921,1
42327,1
54874,1
66754,1
78734,1
5233,1
21128,1
32783,1
8663,1
45914,1
35407,1
83975,1
47315,1
59969,1
23055,1
61289,1
61495,1
11910,1
23913,1
36290,1
49700,1
61617,1
73766,1
85869,1
12796,1
25973,1
76735,1
30756,1
36209,1
64506,1
37885,1
49765,1
50844,1
62241,1
29571,1
6147,1
18906,1
30815,1
43720,1
56126,1
68583,1
80152,1
75136,1
13860,1
88206,1
3,1
13540,1
26741,1
37754,1
50061,1
63998,1
74874,1
88605,1
61233,1
86739,1
73019,1
26707,1
41174,1
13145,1
63267,1
43726,1
6730,1
19482,1
22360,1
31595,1
44208,1
56216,1
67912,1
80086,1
36132,1
73425,1
61057,1
8555,1
48628,1
37899,1
22604,1
73646,1
68894,1
48569,1
76183,1
86369,1
51567,1
17005,1
5303,1
39377,1
78885,1
55115,1
61492,1
41661,1
28583,1
67061,1
7,1
13592,1
26071,1
37529,1
49861,1
63308,1
76329,1
88107,1
57966,1
12613,1
27459,1
76882,1
2230,1
52233,1
14776,1
64749,1
630,1
13252,1
26824,1
38592,1
50774,1
62636,1
75817,1
88126,1
88427,1
27321,1
9,1
13506,1
26086,1
37905,1
51666,1
63755,1
75778,1
88645,1
66958,1
6305,1
25532,1
51570,1
63094,1
11,1
13605,1
26147,1
37600,1
50883,1
63457,1
75895,1
87073,1
12,1
12781,1
25678,1
38420,1
49875,1
62940,1
75889,1
87360,1
4117,1
9047,1
21523,1
34518,1
46777,1
60465,1
71892,1
83712,1
26266,1
87761,1
812,1
13652,1
39736,1
62356,1
75396,1
24454,1
37421,1
50953,1
38477,1
50188,1
25352,1
28741,1
51739,1
42311,1
16,1
62638,1
46070,1
27734,1
59505,1
38142,1
30920,1
8825,1
21044,1
32475,1
44550,1
58558,1
70990,1
83096,1
17,1
13404,1
26611,1
37815,1
51715,1
63515,1
76354,1
87405,1
87821,1
68358,1
31519,1
6405,1
18863,1
31161,1
44410,1
56429,1
67806,1
80341,1
6797,1
42908,1
81394,1
43099,1
8449,1
20,1
13407,1
26614,1
37818,1
51718,1
63518,1
76357,1
87408,1
72043,1
60389,1
66220,1
22283,1
47787,1
84350,1
10090,1
85147,1
34706,1
38873,1
29102,1
39859,1
53359,1
32933,1
8104,1
44974,1
47541,1
49541,1
58213,1
20314,1
70586,1
83455,1
23,1
87567,1
25659,1
32340,1
34475,1
7084,1
13053,1
56554,1
81115,1
10037,1
18603,1
23115,1
34452,1
47657,1
59353,1
71355,1
83731,1
43964,1
45822,1
69011,1
46352,1
31584,1
28670,1
56077,1
78460,1
28337,1
6388,1
19143,1
30743,1
43681,1
55653,1
68072,1
80486,1
72959,1
79338,1
67514,1
25,1
37432,1
75733,1
7988,1
88457,1
60119,1
21199,1
72438,1
32825,1
4786,1
45701,1
50692,1
4506,1
6273,1
17984,1
31721,1
42803,1
55372,1
68892,1
80288,1
58394,1
64682,1
76886,1
70073,1
77743,1
29337,1
16856,1
48281,1
83415,1
26,1
76187,1
2373,1
62794,1
6944,1
18878,1
31378,1
43484,1
56820,1
68844,1
80156,1
87482,1
50809,1
24289,1
26187,1
13716,1
38405,1
9510,1
48114,1
60470,1
35014,1
41603,1
22126,1
68643,1
72745,1
48574,1
85012,1
38254,1
2223,1
30608,1
81355,1
47718,1
59561,1
27549,1
77322,1
56426,1
64288,1
64765,1
30,1
12716,1
25786,1
39245,1
51495,1
63437,1
75261,1
87602,1
36663,1
31,1
63274,1
2611,1
6780,1
19100,1
31003,1
44198,1
56668,1
68897,1
81231,1
1944,1
15090,1
28158,1
40562,1
51844,1
64907,1
77867,1
2990,1
28318,1
66514,1
4955,1
16304,1
28885,1
41498,1
53777,1
67166,1
79555,1
44249,1
33896,1
8654,1
71362,1
73511,1
17991,1
55429,1
75182,1
6585,1
65730,1
29108,1
80665,1
30561,1
42865,1
84509,1
68597,1
6057,1
17990,1
31515,1
43946,1
56774,1
69279,1
81426,1
7425,1
3759,1
17544,1
28824,1
41557,1
53455,1
67227,1
79226,1
34,1
13694,1
38354,1
37733,1
74845,1
13906,1
65081,1
62747,1
50107,1
73807,1
87630,1
26062,1
15594,1
59364,1
10684,1
75236,1
7175,1
62895,1
49855,1
40240,1
83625,1
64287,1
39802,1
58668,1
49003,1
15155,1
11725,1
24514,1
37079,1
49797,1
60777,1
74132,1
86049,1
13477,1
88750,1
50698,1
39186,1
38,1
13146,1
25107,1
39103,1
50374,1
62868,1
76146,1
87751,1
79850,1
26596,1
76039,1
88746,1
38383,1
51368,1
