bank_id,branch_id,acct_id,gender
bank_3,1,0,M
bank_3,1,1,M
bank_3,1,2,F
bank_3,1,3,F
bank_3,1,4,F
bank_3,1,5,M
bank_3,1,6,M
bank_3,1,7,F
bank_3,1,8,F
bank_3,1,9,M
bank_3,1,10,M
bank_3,1,11,M
bank_3,1,12,M
bank_3,1,13,F
bank_3,1,14,F
bank_3,1,15,M
bank_3,1,16,F
bank_3,1,17,M
bank_3,1,18,M
bank_3,1,19,F
bank_3,1,20,F
bank_3,1,21,F
bank_3,1,22,F
bank_3,1,23,M
bank_3,1,24,F
bank_3,1,25,M
bank_3,1,26,F
bank_3,1,27,M
bank_3,1,28,F
bank_3,1,29,M
bank_3,1,30,M
bank_3,1,31,F
bank_3,1,32,M
bank_3,1,33,F
bank_3,1,34,M
bank_3,1,35,F
bank_3,1,36,M
bank_3,1,37,F
bank_3,1,38,F
bank_3,1,39,M
bank_3,1,40,F
bank_3,1,41,M
bank_3,1,42,F
bank_3,1,43,M
bank_3,1,44,F
bank_3,1,45,M
bank_3,1,46,F
bank_3,1,47,F
bank_3,1,48,M
bank_3,1,49,F
bank_3,1,50,F
bank_3,1,51,M
bank_3,1,52,M
bank_3,1,53,F
bank_3,1,54,F
bank_3,1,55,F
bank_3,1,56,F
bank_3,1,57,M
bank_3,1,58,F
bank_3,1,59,F
bank_3,1,60,F
bank_3,1,61,M
bank_3,1,62,M
bank_3,1,63,M
bank_3,1,64,M
bank_3,1,65,M
bank_3,1,66,F
bank_3,1,67,M
bank_3,1,68,M
bank_3,1,69,M
bank_3,1,70,F
bank_3,1,71,F
bank_3,1,72,M
bank_3,1,73,F
bank_3,1,74,M
bank_3,1,75,F
bank_3,1,76,M
bank_3,1,77,M
bank_3,1,78,F
bank_3,1,79,M
bank_3,1,80,M
bank_3,1,81,M
bank_3,1,82,F
bank_3,1,83,F
bank_3,1,84,M
bank_3,1,85,F
bank_3,1,86,M
bank_3,1,87,F
bank_3,1,88,F
bank_3,1,89,F
bank_3,1,90,F
bank_3,1,91,M
bank_3,1,92,M
bank_3,1,93,F
bank_3,1,94,M
bank_3,1,95,F
bank_3,1,96,M
bank_3,1,97,F
bank_3,1,98,M
bank_3,1,99,M
bank_3,1,100,M
bank_3,1,101,F
bank_3,1,102,F
bank_3,1,103,F
bank_3,1,104,F
bank_3,1,105,M
bank_3,1,106,F
bank_3,1,107,M
bank_3,1,108,F
bank_3,1,109,F
bank_3,1,110,F
bank_3,1,111,M
bank_3,1,112,F
bank_3,1,113,F
bank_3,1,114,M
bank_3,1,115,M
bank_3,1,116,F
bank_3,1,117,F
bank_3,1,118,M
bank_3,1,119,F
bank_3,1,120,F
bank_3,1,121,M
bank_3,1,122,M
