bank_id,branch_id,acct_id,zip
bank_3,1,0,75890
bank_3,1,1,59448
bank_3,1,2,63946
bank_3,1,3,84586
bank_3,1,4,41389
bank_3,1,5,84450
bank_3,1,6,80047
bank_3,1,7,75255
bank_3,1,8,90610
bank_3,1,9,63390
bank_3,1,10,65830
bank_3,1,11,39541
bank_3,1,12,46120
bank_3,1,13,54608
bank_3,1,14,65032
bank_3,1,15,4100
bank_3,1,16,6757
bank_3,1,17,37534
bank_3,1,18,41401
bank_3,1,19,54488
bank_3,1,20,59002
bank_3,1,21,27476
bank_3,1,22,56040
bank_3,1,23,51595
bank_3,1,24,2055
bank_3,1,25,85441
bank_3,1,26,25575
bank_3,1,27,8634
bank_3,1,28,62202
bank_3,1,29,10286
bank_3,1,30,67132
bank_3,1,31,64669
bank_3,1,32,89138
bank_3,1,33,88976
bank_3,1,34,92974
bank_3,1,35,48982
bank_3,1,36,56906
bank_3,1,37,34761
bank_3,1,38,39423
bank_3,1,39,1865
bank_3,1,40,78237
bank_3,1,41,89971
bank_3,1,42,68744
bank_3,1,43,47049
bank_3,1,44,20710
bank_3,1,45,7013
bank_3,1,46,52031
bank_3,1,47,33068
bank_3,1,48,32882
bank_3,1,49,21833
bank_3,1,50,4592
bank_3,1,51,36881
bank_3,1,52,7565
bank_3,1,53,54353
bank_3,1,54,50421
bank_3,1,55,19965
bank_3,1,56,63337
bank_3,1,57,38539
bank_3,1,58,14704
bank_3,1,59,86055
bank_3,1,60,86503
bank_3,1,61,57976
bank_3,1,62,74540
bank_3,1,63,24651
bank_3,1,64,24314
bank_3,1,65,46669
bank_3,1,66,47245
bank_3,1,67,33088
bank_3,1,68,79938
bank_3,1,69,51958
bank_3,1,70,1051
bank_3,1,71,34651
bank_3,1,72,58798
bank_3,1,73,4204
bank_3,1,74,17610
bank_3,1,75,20857
bank_3,1,76,2633
bank_3,1,77,78162
bank_3,1,78,79811
bank_3,1,79,32093
bank_3,1,80,20042
bank_3,1,81,43240
bank_3,1,82,85083
bank_3,1,83,71509
bank_3,1,84,69391
bank_3,1,85,89422
bank_3,1,86,52329
bank_3,1,87,73554
bank_3,1,88,44027
bank_3,1,89,53483
bank_3,1,90,28968
bank_3,1,91,42503
bank_3,1,92,24909
bank_3,1,93,14303
bank_3,1,94,37283
bank_3,1,95,18595
bank_3,1,96,69595
bank_3,1,97,64324
bank_3,1,98,56758
bank_3,1,99,23987
bank_3,1,100,39973
bank_3,1,101,97262
bank_3,1,102,13627
bank_3,1,103,65564
bank_3,1,104,81721
bank_3,1,105,42239
bank_3,1,106,74176
bank_3,1,107,78703
bank_3,1,108,73471
bank_3,1,109,34643
bank_3,1,110,23200
bank_3,1,111,10933
bank_3,1,112,5081
bank_3,1,113,61458
bank_3,1,114,44317
bank_3,1,115,51369
bank_3,1,116,69397
bank_3,1,117,14186
bank_3,1,118,22607
bank_3,1,119,27885
