bank_id,branch_id,acct_id,zip
bank_0,1,0,19763
bank_0,1,1,12726
bank_0,1,2,16860
bank_0,1,3,5565
bank_0,1,4,83095
bank_0,1,5,3336
bank_0,1,6,61728
bank_0,1,7,89797
bank_0,1,8,38233
bank_0,1,9,87296
bank_0,1,10,55221
bank_0,1,11,15676
bank_0,1,12,60619
bank_0,1,13,52247
bank_0,1,14,16796
bank_0,1,15,38488
bank_0,1,16,68819
bank_0,1,17,93086
bank_0,1,18,75719
bank_0,1,19,50853
bank_0,1,20,20341
bank_0,1,21,25290
bank_0,1,22,74689
bank_0,1,23,45779
bank_0,1,24,83851
bank_0,1,25,92535
bank_0,1,26,49206
bank_0,1,27,61113
bank_0,1,28,65732
bank_0,1,29,5147
bank_0,1,30,49234
bank_0,1,31,28775
bank_0,1,32,18940
bank_0,1,33,56506
bank_0,1,34,92896
bank_0,1,35,7389
bank_0,1,36,60236
bank_0,1,37,65195
bank_0,1,38,73515
bank_0,1,39,97746
bank_0,1,40,43477
bank_0,1,41,50912
bank_0,1,42,63535
bank_0,1,43,75682
bank_0,1,44,41389
bank_0,1,45,97862
bank_0,1,46,70013
bank_0,1,47,38482
bank_0,1,48,82514
bank_0,1,49,25097
bank_0,1,50,37258
bank_0,1,51,83195
bank_0,1,52,58237
bank_0,1,53,76875
bank_0,1,54,16920
bank_0,1,55,11353
bank_0,1,56,60619
bank_0,1,57,50054
bank_0,1,58,54008
bank_0,1,59,86147
bank_0,1,60,49874
bank_0,1,61,21947
bank_0,1,62,19859
bank_0,1,63,29996
bank_0,1,64,51937
bank_0,1,65,23687
bank_0,1,66,52719
bank_0,1,67,54092
bank_0,1,68,90080
bank_0,1,69,91816
bank_0,1,70,77497
bank_0,1,71,9478
bank_0,1,72,92223
bank_0,1,73,50460
bank_0,1,74,94134
bank_0,1,75,29422
bank_0,1,76,23906
bank_0,1,77,54951
bank_0,1,78,75628
bank_0,1,79,46513
bank_0,1,80,16590
bank_0,1,81,76875
