bank_id,branch_id,acct_id,state
bank_0,1,0,PA
bank_0,1,1,AL
bank_0,1,2,VT
bank_0,1,3,FL
bank_0,1,4,OR
bank_0,1,5,PA
bank_0,1,6,NY
bank_0,1,7,NJ
bank_0,1,8,RI
bank_0,1,9,WI
bank_0,1,10,TX
bank_0,1,11,NV
bank_0,1,12,SD
bank_0,1,13,MN
bank_0,1,14,MA
bank_0,1,15,NC
bank_0,1,16,NE
bank_0,1,17,VT
bank_0,1,18,AZ
bank_0,1,19,MT
bank_0,1,20,NJ
bank_0,1,21,WY
bank_0,1,22,NE
bank_0,1,23,AK
bank_0,1,24,OH
bank_0,1,25,CA
bank_0,1,26,IL
bank_0,1,27,MI
bank_0,1,28,TX
bank_0,1,29,CO
bank_0,1,30,NV
bank_0,1,31,RI
bank_0,1,32,IN
bank_0,1,33,MS
bank_0,1,34,CO
bank_0,1,35,AZ
bank_0,1,36,ND
bank_0,1,37,MT
bank_0,1,38,CT
bank_0,1,39,AL
bank_0,1,40,NY
bank_0,1,41,IN
bank_0,1,42,WA
bank_0,1,43,MI
bank_0,1,44,MI
bank_0,1,45,GA
bank_0,1,46,ME
bank_0,1,47,WI
bank_0,1,48,LA
bank_0,1,49,RI
bank_0,1,50,VT
bank_0,1,51,ID
bank_0,1,52,GA
bank_0,1,53,AZ
bank_0,1,54,MO
bank_0,1,55,OR
bank_0,1,56,IA
bank_0,1,57,MA
bank_0,1,58,CA
bank_0,1,59,UT
bank_0,1,60,AL
bank_0,1,61,IN
bank_0,1,62,RI
bank_0,1,63,MS
bank_0,1,64,VT
bank_0,1,65,KS
bank_0,1,66,OK
bank_0,1,67,DE
bank_0,1,68,CT
bank_0,1,69,OR
bank_0,1,70,AK
bank_0,1,71,CA
bank_0,1,72,OH
bank_0,1,73,MN
bank_0,1,74,WI
bank_0,1,75,RI
bank_0,1,76,MD
bank_0,1,77,IN
bank_0,1,78,IL
bank_0,1,79,IA
bank_0,1,80,TX
bank_0,1,81,PA
bank_0,1,82,WV
bank_0,1,83,DE
bank_0,1,84,PA
bank_0,1,85,MS
bank_0,1,86,MS
bank_0,1,87,OK
bank_0,1,88,ID
bank_0,1,89,KY
bank_0,1,90,KY
bank_0,1,91,ND
bank_0,1,92,LA
bank_0,1,93,VT
bank_0,1,94,ND
bank_0,1,95,SC
bank_0,1,96,LA
bank_0,1,97,ME
bank_0,1,98,KY
bank_0,1,99,MS
bank_0,1,100,MD
bank_0,1,101,WV
bank_0,1,102,UT
bank_0,1,103,AL
bank_0,1,104,CO
bank_0,1,105,NY
bank_0,1,106,TN
bank_0,1,107,MI
bank_0,1,108,PA
bank_0,1,109,OR
bank_0,1,110,NM
bank_0,1,111,MD
bank_0,1,112,MA
bank_0,1,113,ME
bank_0,1,114,PA
bank_0,1,115,SD
bank_0,1,116,ND
bank_0,1,117,IL
bank_0,1,118,CO
bank_0,1,119,AL
bank_0,1,120,FL
bank_0,1,121,CA
bank_0,1,122,HI
bank_0,1,123,WI
bank_0,1,124,AK
bank_0,1,125,NV
bank_0,1,126,NM
bank_0,1,127,SD
bank_0,1,128,GA
bank_0,1,129,ME
bank_0,1,130,ME
bank_0,1,131,IN
bank_0,1,132,MT
bank_0,1,133,WA
bank_0,1,134,SC
bank_0,1,135,CA
bank_0,1,136,GA
bank_0,1,137,CA
bank_0,1,138,CA
bank_0,1,139,NY
bank_0,1,140,DC
bank_0,1,141,MI
bank_0,1,142,MN
bank_0,1,143,ND
bank_0,1,144,WV
bank_0,1,145,NM
bank_0,1,146,NV
bank_0,1,147,ID
bank_0,1,148,CT
bank_0,1,149,ID
bank_0,1,150,VT
bank_0,1,151,VT
bank_0,1,152,MO
bank_0,1,153,MI
bank_0,1,154,TX
bank_0,1,155,AK
bank_0,1,156,TX
bank_0,1,157,NV
bank_0,1,158,RI
bank_0,1,159,MN
bank_0,1,160,UT
bank_0,1,161,MA
bank_0,1,162,AK
bank_0,1,163,WI
bank_0,1,164,OK
bank_0,1,165,CO
bank_0,1,166,ID
bank_0,1,167,FL
bank_0,1,168,VA
bank_0,1,169,NM
bank_0,1,170,DE
bank_0,1,171,MD
bank_0,1,172,IA
bank_0,1,173,MO
bank_0,1,174,VA
bank_0,1,175,OR
bank_0,1,176,PA
bank_0,1,177,NY
bank_0,1,178,MD
bank_0,1,179,DC
bank_0,1,180,SD
bank_0,1,181,SD
bank_0,1,182,ME
bank_0,1,183,ID
bank_0,1,184,MA
bank_0,1,185,CO
bank_0,1,186,AK
bank_0,1,187,PA
bank_0,1,188,MA
bank_0,1,189,NV
bank_0,1,190,FL
bank_0,1,191,MN
bank_0,1,192,MO
bank_0,1,193,NE
bank_0,1,194,NM
bank_0,1,195,WI
bank_0,1,196,SC
bank_0,1,197,NH
bank_0,1,198,IL
bank_0,1,199,AR
bank_0,1,200,MN
bank_0,1,201,UT
bank_0,1,202,CT
bank_0,1,203,LA
bank_0,1,204,NV
bank_0,1,205,NM
bank_0,1,206,ME
bank_0,1,207,IL
bank_0,1,208,TN
bank_0,1,209,WI
bank_0,1,210,GA
bank_0,1,211,ID
bank_0,1,212,NM
bank_0,1,213,AL
bank_0,1,214,IL
bank_0,1,215,HI
bank_0,1,216,VA
bank_0,1,217,MT
bank_0,1,218,NV
bank_0,1,219,UT
bank_0,1,220,IL
bank_0,1,221,IN
bank_0,1,222,WY
bank_0,1,223,AL
bank_0,1,224,NH
bank_0,1,225,HI
bank_0,1,226,IN
bank_0,1,227,SC
bank_0,1,228,KS
bank_0,1,229,SC
bank_0,1,230,NE
bank_0,1,231,NV
bank_0,1,232,OH
bank_0,1,233,MT
bank_0,1,234,IL
bank_0,1,235,UT
bank_0,1,236,MS
bank_0,1,237,AZ
bank_0,1,238,VA
bank_0,1,239,CT
bank_0,1,240,IL
bank_0,1,241,GA
bank_0,1,242,MD
bank_0,1,243,NM
bank_0,1,244,MI
bank_0,1,245,MD
bank_0,1,246,OK
bank_0,1,247,CO
bank_0,1,248,OR
bank_0,1,249,IL
bank_0,1,250,IA
bank_0,1,251,ND
bank_0,1,252,GA
bank_0,1,253,MA
bank_0,1,254,FL
bank_0,1,255,IL
bank_0,1,256,ID
bank_0,1,257,VA
bank_0,1,258,ME
bank_0,1,259,NM
bank_0,1,260,SC
bank_0,1,261,DE
bank_0,1,262,CO
bank_0,1,263,WI
bank_0,1,264,AZ
bank_0,1,265,WI
bank_0,1,266,AR
bank_0,1,267,MS
bank_0,1,268,LA
bank_0,1,269,ME
bank_0,1,270,RI
