bank_id,branch_id,acct_id,prior_sar_count
bank_2,1,0,False
bank_2,1,1,False
bank_2,1,2,False
bank_2,1,3,False
bank_2,1,4,False
bank_2,1,5,True
bank_2,1,6,False
bank_2,1,7,False
bank_2,1,8,False
bank_2,1,9,False
bank_2,1,10,False
bank_2,1,11,False
bank_2,1,12,False
bank_2,1,13,False
bank_2,1,14,False
bank_2,1,15,False
bank_2,1,16,False
bank_2,1,17,False
bank_2,1,18,False
bank_2,1,19,False
bank_2,1,20,False
bank_2,1,21,False
bank_2,1,22,False
bank_2,1,23,False
bank_2,1,24,False
bank_2,1,25,False
bank_2,1,26,True
bank_2,1,27,False
bank_2,1,28,False
bank_2,1,29,False
bank_2,1,30,False
bank_2,1,31,False
bank_2,1,32,False
bank_2,1,33,False
bank_2,1,34,False
bank_2,1,35,True
bank_2,1,36,False
bank_2,1,37,True
bank_2,1,38,False
bank_2,1,39,False
bank_2,1,40,False
bank_2,1,41,True
bank_2,1,42,False
bank_2,1,43,False
bank_2,1,44,False
bank_2,1,45,False
bank_2,1,46,False
bank_2,1,47,False
bank_2,1,48,False
bank_2,1,49,False
bank_2,1,50,True
bank_2,1,51,False
bank_2,1,52,False
bank_2,1,53,True
bank_2,1,54,False
bank_2,1,55,False
bank_2,1,56,False
bank_2,1,57,False
bank_2,1,58,False
bank_2,1,59,False
bank_2,1,60,False
bank_2,1,61,False
bank_2,1,62,False
bank_2,1,63,True
bank_2,1,64,False
bank_2,1,65,False
bank_2,1,66,False
bank_2,1,67,False
bank_2,1,68,False
bank_2,1,69,False
bank_2,1,70,False
bank_2,1,71,True
bank_2,1,72,False
bank_2,1,73,False
bank_2,1,74,False
bank_2,1,75,True
bank_2,1,76,False
bank_2,1,77,False
bank_2,1,78,False
bank_2,1,79,False
bank_2,1,80,False
bank_2,1,81,False
bank_2,1,82,True
bank_2,1,83,False
bank_2,1,84,False
bank_2,1,85,False
bank_2,1,86,False
bank_2,1,87,True
bank_2,1,88,True
bank_2,1,89,False
bank_2,1,90,True
bank_2,1,91,False
bank_2,1,92,False
bank_2,1,93,False
bank_2,1,94,False
bank_2,1,95,False
bank_2,1,96,False
bank_2,1,97,False
bank_2,1,98,False
bank_2,1,99,False
bank_2,1,100,False
bank_2,1,101,False
bank_2,1,102,False
bank_2,1,103,False
bank_2,1,104,False
bank_2,1,105,False
bank_2,1,106,False
bank_2,1,107,True
bank_2,1,108,True
bank_2,1,109,False
bank_2,1,110,False
bank_2,1,111,True
bank_2,1,112,True
bank_2,1,113,False
bank_2,1,114,False
bank_2,1,115,False
bank_2,1,116,True
bank_2,1,117,False
bank_2,1,118,False
bank_2,1,119,False
bank_2,1,120,False
bank_2,1,121,False
bank_2,1,122,False
bank_2,1,123,True
bank_2,1,124,False
bank_2,1,125,False
bank_2,1,126,False
bank_2,1,127,False
bank_2,1,128,False
bank_2,1,129,False
bank_2,1,130,False
bank_2,1,131,False
bank_2,1,132,False
bank_2,1,133,False
bank_2,1,134,False
bank_2,1,135,False
bank_2,1,136,False
bank_2,1,137,True
bank_2,1,138,False
bank_2,1,139,True
bank_2,1,140,False
bank_2,1,141,False
bank_2,1,142,False
bank_2,1,143,False
bank_2,1,144,False
bank_2,1,145,False
bank_2,1,146,False
bank_2,1,147,False
bank_2,1,148,False
bank_2,1,149,False
bank_2,1,150,False
bank_2,1,151,False
bank_2,1,152,True
bank_2,1,153,False
bank_2,1,154,False
bank_2,1,155,False
bank_2,1,156,False
bank_2,1,157,False
bank_2,1,158,True
bank_2,1,159,False
bank_2,1,160,False
bank_2,1,161,False
bank_2,1,162,False
bank_2,1,163,False
bank_2,1,164,False
bank_2,1,165,False
bank_2,1,166,False
bank_2,1,167,False
bank_2,1,168,False
bank_2,1,169,False
bank_2,1,170,False
bank_2,1,171,False
bank_2,1,172,False
bank_2,1,173,True
bank_2,1,174,False
bank_2,1,175,False
bank_2,1,176,False
bank_2,1,177,False
bank_2,1,178,False
bank_2,1,179,True
bank_2,1,180,False
