tran_id,tran_timestamp
36665,2017-01-21 04:37:19
26790,2017-01-15 11:12:11
63670,2017-02-05 03:32:55
2604,2017-01-02 14:38:30
14832,2017-01-09 23:27:11
28233,2017-01-16 15:03:08
40781,2017-01-23 13:56:21
52330,2017-01-30 00:07:15
64750,2017-02-06 09:15:34
77879,2017-02-13 20:27:12
4765,2017-01-03 06:46:26
65781,2017-02-07 21:27:21
40130,2017-01-23 13:59:56
10617,2017-01-06 20:03:12
22167,2017-01-13 07:50:21
33942,2017-01-20 19:04:46
48106,2017-01-27 17:51:55
59901,2017-02-03 20:13:57
72185,2017-02-10 17:56:17
83571,2017-02-17 12:52:09
2902,2017-01-02 15:12:17
75302,2017-02-12 19:11:03
26833,2017-01-15 14:07:19
7109,2017-01-04 17:02:56
18461,2017-01-11 20:33:38
30947,2017-01-18 16:15:27
43979,2017-01-25 03:36:44
55257,2017-02-01 04:42:09
68506,2017-02-08 20:42:48
81041,2017-02-15 20:08:39
16287,2017-01-10 21:15:48
23076,2017-01-13 03:56:25
78403,2017-02-14 15:34:43
10278,2017-01-06 10:37:45
41955,2017-01-24 10:15:21
7134,2017-01-05 19:39:20
1261,2017-01-01 04:09:07
13807,2017-01-08 19:23:05
26803,2017-01-15 00:15:39
38949,2017-01-22 17:21:38
51096,2017-01-29 14:09:48
63133,2017-02-05 10:13:53
76421,2017-02-12 12:54:02
87785,2017-02-19 04:00:20
224,2017-01-01 15:49:00
87014,2017-02-19 18:29:36
5716,2017-01-04 21:03:57
8190,2017-01-05 21:45:04
25593,2017-01-15 17:25:46
87179,2017-02-19 06:55:20
20190,2017-01-12 20:11:59
9470,2017-01-06 16:28:53
9,2017-01-01 17:59:46
37709,2017-01-22 17:30:48
75703,2017-02-12 03:38:17
3178,2017-01-02 02:00:22
15581,2017-01-09 03:25:04
27642,2017-01-16 10:22:45
39727,2017-01-23 13:57:40
52469,2017-01-30 15:00:25
64296,2017-02-06 16:04:49
76632,2017-02-13 21:39:23
615,2017-01-01 14:18:46
14156,2017-01-08 01:17:49
51280,2017-01-29 10:06:45
88179,2017-02-19 14:16:11
26665,2017-01-15 14:35:49
62955,2017-02-05 23:23:06
61831,2017-02-04 01:19:37
1827,2017-01-01 18:31:38
13794,2017-01-08 10:50:00
26604,2017-01-15 02:06:00
38191,2017-01-22 11:02:15
