tran_id,base_amt
36665,340.39
26790,350.55
63670,155.31
2604,675.9
14832,385.61
28233,745.41
40781,746.57
52330,252.4
64750,147.78
77879,948.05
4765,784.41
65781,598.9
40130,144.51
10617,515.22
22167,353.12
33942,529.06
48106,895.9
59901,154.97
72185,806.85
83571,566.74
2902,720.49
75302,649.22
26833,290.82
7109,922.33
18461,965.46
30947,516.35
43979,262.22
55257,599.03
68506,434.28
81041,153.4
16287,401.14
23076,653.77
78403,241.65
10278,578.51
41955,516.26
7134,977.39
1261,392.81
13807,233.11
26803,777.52
38949,544.67
51096,599.27
63133,628.67
76421,692.41
87785,804.33
224,842.14
87014,829.19
5716,178.71
8190,545.72
25593,263.77
87179,939.16
20190,504.97
9470,430.33
9,301.98
37709,907.07
75703,387.61
3178,674.95
15581,911.6
27642,842.98
39727,611.22
52469,621.01
64296,266.52
76632,654.67
615,118.38
14156,925.25
51280,102.89
88179,873.59
26665,1009.53
62955,233.76
61831,233.36
1827,255.2
13794,684.24
26604,631.66
38191,595.4
50311,863.0
63171,383.69
75338,229.77
87794,298.0
5542,260.9
30536,277.36
56655,774.43
80081,570.11
36542,309.92
86559,752.92
34450,370.33
71564,781.22
790,461.05
38232,857.98
75494,626.63
4127,149.82
17259,521.53
29523,523.24
42204,246.72
53592,119.3
67251,997.61
78347,246.61
31681,892.17
32817,924.73
11,558.59
63151,471.86
6794,287.56
6957,416.85
18584,862.96
30356,545.33
43019,627.78
55834,913.37
69020,603.77
80971,473.74
6716,543.91
17973,310.74
18020,308.22
31279,878.28
44131,542.92
55664,589.17
69010,955.45
80075,718.43
11485,552.37
9128,610.72
9987,191.86
21540,599.24
34896,156.55
47395,204.76
59392,192.01
72804,471.43
85072,425.76
6258,952.0
29780,881.06
80682,987.92
16627,925.93
54194,283.76
13,577.8
14060,229.5
50601,859.22
86966,486.67
12861,121.94
890,860.82
37651,355.83
74920,1052.89
34547,802.01
72543,612.64
25365,150.45
62573,755.97
14,215.9
14020,910.3
25847,411.81
38772,142.55
49900,121.51
51748,316.88
63933,501.78
76024,841.35
87383,265.81
2537,296.09
64838,834.7
79536,46.33
15112,623.81
34305,243.87
76946,343.86
24219,888.04
28228,236.95
39941,341.23
519,613.77
13118,641.0
50335,522.83
32779,397.16
8586,613.06
20493,660.0
16,397.44
50416,422.25
3693,411.04
16833,100.11
29869,772.59
37540,738.76
42523,931.93
53450,513.77
65823,189.22
79139,232.88
87854,575.2
13937,824.96
64063,248.2
26513,781.91
75177,319.12
15788,670.85
77997,205.41
40315,565.14
75034,750.91
2224,831.05
11354,132.01
23756,799.59
36670,380.19
49816,311.17
61132,957.27
64295,741.17
73553,998.46
86766,338.67
6951,341.34
19097,204.83
31577,707.84
43555,305.38
52423,400.52
55402,921.55
68859,208.1
81437,227.15
27070,579.44
72086,944.62
