tran_id,bene_bank_id
36665,bank_3
26790,bank_0
63670,bank_0
2604,bank_0
14832,bank_0
28233,bank_0
40781,bank_0
52330,bank_0
64750,bank_0
77879,bank_0
4765,bank_4
65781,bank_4
40130,bank_4
10617,bank_4
22167,bank_4
33942,bank_4
48106,bank_4
59901,bank_4
72185,bank_4
83571,bank_4
2902,bank_2
75302,bank_0
26833,bank_0
7109,bank_0
18461,bank_0
30947,bank_0
43979,bank_0
55257,bank_0
68506,bank_0
81041,bank_0
16287,bank_4
23076,bank_4
78403,bank_4
10278,bank_4
41955,bank_4
7134,bank_3
1261,bank_0
13807,bank_0
26803,bank_0
38949,bank_0
51096,bank_0
63133,bank_0
76421,bank_0
87785,bank_0
224,bank_2
87014,bank_2
5716,bank_2
8190,bank_3
25593,bank_3
87179,bank_3
20190,bank_3
9470,bank_3
9,bank_4
37709,bank_4
75703,bank_4
3178,bank_4
15581,bank_4
27642,bank_4
39727,bank_4
52469,bank_4
64296,bank_4
76632,bank_4
615,bank_3
14156,bank_3
51280,bank_3
88179,bank_3
26665,bank_1
62955,bank_1
61831,bank_1
1827,bank_4
13794,bank_4
26604,bank_4
38191,bank_4
50311,bank_4
63171,bank_4
75338,bank_4
87794,bank_4
5542,bank_4
30536,bank_4
56655,bank_4
80081,bank_4
36542,bank_4
86559,bank_4
34450,bank_3
71564,bank_3
790,bank_4
38232,bank_4
75494,bank_4
4127,bank_4
17259,bank_4
29523,bank_4
42204,bank_4
53592,bank_4
67251,bank_4
78347,bank_4
31681,bank_4
32817,bank_4
11,bank_1
63151,bank_1
6794,bank_4
6957,bank_4
18584,bank_4
30356,bank_4
43019,bank_4
55834,bank_4
69020,bank_4
80971,bank_4
6716,bank_4
17973,bank_4
18020,bank_4
31279,bank_4
44131,bank_4
55664,bank_4
69010,bank_4
80075,bank_4
11485,bank_2
9128,bank_4
9987,bank_4
21540,bank_4
34896,bank_4
47395,bank_4
59392,bank_4
72804,bank_4
85072,bank_4
6258,bank_1
29780,bank_1
80682,bank_1
16627,bank_4
