tran_id,is_sar
36665,False
26790,False
63670,False
2604,False
14832,False
28233,False
40781,False
52330,False
64750,False
77879,False
4765,False
65781,False
40130,False
10617,False
22167,False
33942,False
48106,False
59901,False
72185,False
83571,False
2902,False
75302,False
26833,False
7109,False
18461,False
30947,False
43979,False
55257,False
68506,False
81041,False
16287,False
23076,False
78403,False
10278,False
41955,False
7134,False
1261,False
13807,False
26803,False
38949,False
51096,False
63133,False
76421,False
87785,False
224,False
87014,False
5716,False
8190,False
25593,False
87179,False
20190,False
9470,False
9,False
37709,False
75703,False
3178,False
15581,False
27642,False
39727,False
52469,False
64296,False
76632,False
615,False
14156,False
51280,False
88179,False
26665,False
62955,False
61831,False
1827,False
13794,False
26604,False
38191,False
50311,False
63171,False
75338,False
87794,False
5542,False
30536,False
56655,False
80081,False
36542,False
86559,False
34450,False
71564,False
790,False
38232,False
75494,False
4127,False
17259,False
29523,False
42204,False
53592,False
67251,False
78347,False
31681,False
32817,False
11,False
63151,False
6794,False
6957,False
18584,False
30356,False
43019,False
55834,False
69020,False
80971,False
6716,False
17973,False
18020,False
31279,False
44131,False
55664,False
69010,False
80075,False
11485,False
9128,False
9987,False
21540,False
34896,False
47395,False
59392,False
72804,False
85072,False
6258,False
29780,False
80682,False
16627,False
54194,False
13,False
14060,False
50601,False
86966,False
12861,False
890,False
37651,False
74920,False
34547,False
72543,False
25365,False
62573,False
14,False
14020,False
25847,False
38772,False
49900,False
51748,False
63933,False
76024,False
87383,False
2537,False
64838,False
79536,True
15112,False
34305,False
76946,False
24219,False
28228,False
39941,False
519,False
13118,False
50335,False
32779,False
8586,False
20493,False
16,False
50416,False
3693,False
16833,False
29869,False
37540,False
42523,False
53450,False
65823,False
79139,False
87854,False
13937,False
64063,False
26513,False
75177,False
15788,False
77997,False
40315,False
75034,False
2224,False
11354,False
23756,False
36670,False
49816,False
61132,False
64295,False
73553,False
86766,False
6951,False
19097,False
31577,False
43555,False
52423,False
55402,False
68859,False
81437,False
27070,False
72086,False
28939,False
7408,False
33012,False
57113,False
83379,False
3905,False
17604,False
29151,False
42023,False
53636,False
67401,False
79855,False
5577,False
43559,False
81239,False
32537,False
70015,False
45276,False
32738,False
70767,False
49044,False
18367,False
81637,False
38647,False
9269,False
71480,False
28204,False
2938,False
14645,False
27309,False
40010,False
53289,False
65419,False
77525,False
16336,False
79452,False
4352,False
17622,False
30068,False
42463,False
54817,False
65836,False
79488,False
32053,False
69257,False
8187,False
71008,False
32939,False
8929,False
20905,False
33498,False
46016,False
57760,False
70829,False
82216,False
14360,False
40627,False
64164,False
36322,False
1390,False
13110,False
25373,False
38816,False
51017,False
60714,False
64086,False
75648,False
88721,False
23838,False
86206,False
11629,False
73299,False
12398,False
24700,False
36876,False
48343,False
48967,False
61900,False
73270,False
86665,False
38767,False
27745,False
36980,False
736,False
51639,False
14804,False
53336,False
19888,False
82325,False
35591,False
72607,False
633,False
19,False
51512,False
25293,False
76083,False
38089,False
88020,False
12989,False
62464,False
2181,False
14926,False
26907,False
40099,False
53099,False
65320,False
77058,False
46459,False
2129,False
27772,False
51820,False
77143,False
34505,False
37131,False
86401,False
21,False
13493,False
26661,False
37701,False
50846,False
63205,False
74766,False
88384,False
7771,False
69840,False
22,False
13763,False
25138,False
37766,False
50718,False
64027,False
74650,False
88525,False
5657,False
18865,False
30980,False
44096,False
55538,False
68805,False
80123,False
70910,False
48234,False
12416,False
74488,False
7566,False
20804,False
33029,False
44625,False
57698,False
61057,False
70467,False
82143,False
24500,False
86514,False
37273,False
53372,False
31539,False
19581,False
29692,False
6526,False
23155,False
47081,False
72790,False
4898,False
42125,False
79470,False
50122,False
8642,False
21006,False
33615,False
45447,False
57205,False
69700,False
83142,False
9031,False
22313,False
35471,False
46780,False
58991,False
72506,False
85172,False
9500,False
22333,False
33984,False
46857,False
59829,False
71662,False
83645,False
14234,False
62864,False
627,False
50109,False
38051,False
88555,False
25630,False
74913,False
10061,False
22456,False
56795,False
267,False
25016,False
50941,False
75057,False
786,False
63524,False
12802,False
50266,False
87359,False
28180,False
65188,False
41002,False
22718,False
84394,False
3501,False
14665,False
27845,False
39760,False
53279,False
65175,False
76701,False
51659,False
72144,False
39331,False
32227,False
18061,False
43746,False
69152,False
1393,False
13009,False
25248,False
38559,False
51065,False
62637,False
74798,False
88230,False
2342,False
39550,False
76498,False
40548,False
28609,False
21686,False
59454,False
34982,False
28,False
13371,False
25765,False
37549,False
51559,False
63716,False
75866,False
87146,False
6089,False
17933,False
31841,False
44013,False
55586,False
68987,False
81052,False
30496,False
44843,False
20229,False
70507,False
7622,False
57638,False
32356,False
32885,False
82549,False
9011,False
12637,False
62619,False
21578,False
56824,False
15145,False
77595,False
18531,False
56300,False
1379,False
63922,False
30249,False
67271,False
31276,False
8903,False
32486,False
57445,False
83267,False
31315,False
45951,False
8687,False
20720,False
32816,False
45931,False
57693,False
70868,False
83403,False
9814,False
46847,False
84069,False
22023,False
59148,False
23033,False
83759,False
12462,False
49409,False
86583,False
1413,False
49871,False
14085,False
76262,False
2179,False
15089,False
28151,False
39372,False
53005,False
65062,False
76764,False
4495,False
16036,False
30012,False
42742,False
54814,False
67175,False
79029,False
21077,False
82994,False
9891,False
47894,False
84681,False
11891,False
49420,False
85902,False
38,False
13195,False
25202,False
39066,False
48739,False
50024,False
63420,False
76314,False
87491,False
23416,False
73004,False
36462,False
85614,False
11691,False
61237,False
20602,False
81713,False
3767,False
41988,False
79914,False
7714,False
8405,False
45524,False
81693,False
24715,False
74363,False
217,False
37846,False
75283,False
42,False
62811,False
1471,False
13629,False
26203,False
39193,False
49952,False
63586,False
75416,False
87456,False
6796,False
20214,False
58046,False
7911,False
44997,False
81701,False
13613,False
87808,False
3022,False
14546,False
26927,False
39368,False
52500,False
64303,False
77275,False
9431,False
46108,False
10620,False
21857,False
35698,False
47804,False
59756,False
72164,False
84150,False
84348,False
1536,False
24662,False
49034,False
74113,False
11811,False
32832,False
69901,False
46,False
14047,False
26149,False
38268,False
50857,False
63684,False
74893,False
88021,False
1078,False
13634,False
25518,False
38947,False
49884,False
62806,False
75744,False
86964,False
8710,False
17185,False
54918,False
7753,False
20242,False
33463,False
45725,False
57023,False
70093,False
81688,False
50421,False
34880,False
30916,False
56117,False
23273,False
58743,False
61821,False
9673,False
134,False
39309,False
52,False
37563,False
76485,False
25607,False
62574,False
13869,False
51384,False
88300,False
27213,False
64994,False
26787,False
62333,False
9547,False
21767,False
34650,False
46636,False
58813,False
71976,False
84918,False
53,False
13354,False
25268,False
38702,False
49888,False
62493,False
76417,False
87596,False
53753,False
54,False
37961,False
74720,False
13036,False
50483,False
88280,False
26714,False
62234,False
31056,False
69275,False
55,False
13864,False
26362,False
37511,False
49990,False
62698,False
75640,False
87740,False
15510,False
76554,False
42766,False
3500,False
26868,False
52236,False
77154,False
4501,False
54389,False
31967,False
69185,False
6687,False
19159,False
31332,False
43945,False
56727,False
68449,False
80279,False
10010,False
22107,False
34949,False
47692,False
59529,False
71517,False
84200,False
14026,False
75782,False
105,False
62749,False
25368,False
49975,False
87316,False
38994,False
8315,False
21427,False
32727,False
45978,False
51000,False
57460,False
70876,False
82480,False
30497,False
6770,False
58023,False
18977,False
56,False
12579,False
26297,False
38987,False
42657,False
50567,False
62893,False
75465,False
87588,False
4132,False
78178,False
29585,False
16649,False
6048,False
19575,False
31653,False
43459,False
54091,False
56636,False
68428,False
80379,False
9585,False
22544,False
34240,False
47657,False
59315,False
67460,False
72860,False
84513,False
57,False
13085,False
25124,False
37928,False
50313,False
54423,False
63462,False
74923,False
87023,False
5258,False
32770,False
65899,False
28746,False
42174,False
16322,False
79104,False
58,False
13042,False
25740,False
39183,False
51664,False
62909,False
74660,False
87849,False
61,False
13045,False
25743,False
39186,False
51667,False
62912,False
74663,False
87852,False
58454,False
62,False
13962,False
25583,False
38264,False
50459,False
62431,False
75673,False
88730,False
66370,False
17517,False
63,False
50093,False
7191,False
25637,False
70942,False
75272,False
33148,False
88491,False
6080,False
18678,False
30799,False
42889,False
56072,False
58203,False
68930,False
81475,False
20674,False
43508,False
82099,False
45203,False
12721,False
62314,False
25374,False
88698,False
38549,False
88306,False
43165,False
64,False
63647,False
13012,False
74622,False
26535,False
87999,False
38961,False
50795,False
20338,False
69653,False
9412,False
47052,False
84325,False
48419,False
26931,False
65750,False
11711,False
86692,False
2031,False
14657,False
27767,False
39480,False
52048,False
64762,False
77653,False
30885,False
69187,False
33743,False
60474,False
10112,False
21682,False
34945,False
48090,False
59598,False
72148,False
84410,False
12582,False
75515,False
44189,False
5401,False
67702,False
66,False
14129,False
25034,False
37995,False
50474,False
62649,False
75650,False
87535,False
24358,False
11505,False
1778,False
21795,False
83730,False
26457,False
75631,False
706,False
51303,False
38348,False
88189,False
13334,False
63307,False
4356,False
55023,False
19010,False
56313,False
46956,False
8106,False
45768,False
83288,False
2223,False
64953,False
48257,False
8741,False
58287,False
11770,False
74091,False
13516,False
51437,False
87732,False
1770,False
63153,False
40244,False
29693,False
65936,False
12264,False
24447,False
37141,False
48603,False
61089,False
73198,False
85858,False
4133,False
16346,False
29581,False
42092,False
53874,False
65814,False
78643,False
75572,False
38734,False
1093,False
13308,False
26156,False
37854,False
50812,False
62481,False
75366,False
88608,False
72,False
62259,False
162,False
13887,False
26645,False
39019,False
50960,False
62378,False
75138,False
88295,False
12843,False
76321,False
26595,False
88207,False
38338,False
50336,False
39979,False
73,False
62835,False
11549,False
26301,False
88392,False
24204,False
55470,False
12859,False
75264,False
38788,False
50734,False
15369,False
51880,False
74,False
37741,False
75707,False
13397,False
51243,False
87751,False
7758,False
20684,False
32929,False
45155,False
57539,False
71013,False
82252,False
26172,False
63652,False
3949,False
42087,False
79642,False
4690,False
29272,False
53404,False
79059,False
1217,False
13948,False
26471,False
37884,False
51424,False
63436,False
75086,False
87385,False
24359,False
51669,False
73043,False
37216,False
37963,False
86343,False
11739,False
60757,False
65227,False
42067,False
48317,False
2708,False
6342,False
55392,False
21162,False
8640,False
77,False
13122,False
25296,False
38784,False
50942,False
62463,False
75938,False
86969,False
78,False
63868,False
37656,False
12598,False
66007,False
76391,False
10581,False
22577,False
34708,False
47180,False
50741,False
60183,False
71763,False
83977,False
26253,False
87580,False
22472,False
