tran_id,tx_type
36665,TRANSFER
26790,TRANSFER
63670,TRANSFER
2604,TRANSFER
14832,TRANSFER
28233,TRANSFER
40781,TRANSFER
52330,TRANSFER
64750,TRANSFER
77879,TRANSFER
4765,TRANSFER
65781,TRANSFER
40130,TRANSFER
10617,TRANSFER
22167,TRANSFER
33942,TRANSFER
48106,TRANSFER
59901,TRANSFER
72185,TRANSFER
83571,TRANSFER
2902,TRANSFER
75302,TRANSFER
26833,TRANSFER
7109,TRANSFER
18461,TRANSFER
30947,TRANSFER
43979,TRANSFER
55257,TRANSFER
68506,TRANSFER
81041,TRANSFER
16287,TRANSFER
23076,TRANSFER
78403,TRANSFER
10278,TRANSFER
41955,TRANSFER
7134,TRANSFER
1261,TRANSFER
13807,TRANSFER
26803,TRANSFER
38949,TRANSFER
51096,TRANSFER
63133,TRANSFER
76421,TRANSFER
87785,TRANSFER
224,TRANSFER
87014,TRANSFER
5716,TRANSFER
8190,TRANSFER
25593,TRANSFER
87179,TRANSFER
20190,TRANSFER
9470,TRANSFER
9,TRANSFER
37709,TRANSFER
75703,TRANSFER
3178,TRANSFER
15581,TRANSFER
27642,TRANSFER
39727,TRANSFER
52469,TRANSFER
64296,TRANSFER
76632,TRANSFER
615,TRANSFER
14156,TRANSFER
51280,TRANSFER
88179,TRANSFER
26665,TRANSFER
62955,TRANSFER
61831,TRANSFER
1827,TRANSFER
13794,TRANSFER
26604,TRANSFER
38191,TRANSFER
50311,TRANSFER
63171,TRANSFER
75338,TRANSFER
87794,TRANSFER
5542,TRANSFER
30536,TRANSFER
56655,TRANSFER
80081,TRANSFER
36542,TRANSFER
86559,TRANSFER
34450,TRANSFER
71564,TRANSFER
790,TRANSFER
38232,TRANSFER
75494,TRANSFER
4127,TRANSFER
17259,TRANSFER
29523,TRANSFER
42204,TRANSFER
53592,TRANSFER
67251,TRANSFER
78347,TRANSFER
31681,TRANSFER
32817,TRANSFER
11,TRANSFER
63151,TRANSFER
6794,TRANSFER
6957,TRANSFER
18584,TRANSFER
30356,TRANSFER
43019,TRANSFER
55834,TRANSFER
69020,TRANSFER
80971,TRANSFER
6716,TRANSFER
17973,TRANSFER
18020,TRANSFER
31279,TRANSFER
44131,TRANSFER
55664,TRANSFER
69010,TRANSFER
80075,TRANSFER
11485,TRANSFER
9128,TRANSFER
9987,TRANSFER
21540,TRANSFER
34896,TRANSFER
47395,TRANSFER
59392,TRANSFER
72804,TRANSFER
85072,TRANSFER
6258,TRANSFER
29780,TRANSFER
80682,TRANSFER
16627,TRANSFER
54194,TRANSFER
13,TRANSFER
14060,TRANSFER
50601,TRANSFER
86966,TRANSFER
12861,TRANSFER
890,TRANSFER
37651,TRANSFER
74920,TRANSFER
34547,TRANSFER
72543,TRANSFER
25365,TRANSFER
62573,TRANSFER
14,TRANSFER
14020,TRANSFER
25847,TRANSFER
38772,TRANSFER
49900,TRANSFER
51748,TRANSFER
63933,TRANSFER
76024,TRANSFER
87383,TRANSFER
2537,TRANSFER
64838,TRANSFER
79536,TRANSFER
15112,TRANSFER
