tran_id,orig_bank_id
36665,bank_0
26790,bank_4
63670,bank_4
2604,bank_1
14832,bank_1
28233,bank_1
40781,bank_1
52330,bank_1
64750,bank_1
77879,bank_1
4765,bank_0
65781,bank_0
40130,bank_0
10617,bank_0
22167,bank_0
33942,bank_0
48106,bank_0
59901,bank_0
72185,bank_0
83571,bank_0
2902,bank_0
75302,bank_4
26833,bank_2
7109,bank_0
18461,bank_0
30947,bank_0
43979,bank_0
55257,bank_0
68506,bank_0
81041,bank_0
16287,bank_0
23076,bank_0
78403,bank_0
10278,bank_0
41955,bank_0
7134,bank_0
1261,bank_3
13807,bank_3
26803,bank_3
38949,bank_3
51096,bank_3
63133,bank_3
76421,bank_3
87785,bank_3
224,bank_0
87014,bank_0
5716,bank_0
8190,bank_0
25593,bank_0
87179,bank_0
20190,bank_0
9470,bank_0
9,bank_0
37709,bank_0
75703,bank_0
3178,bank_0
15581,bank_0
27642,bank_0
39727,bank_0
52469,bank_0
64296,bank_0
76632,bank_0
615,bank_0
14156,bank_0
51280,bank_0
88179,bank_0
26665,bank_0
62955,bank_0
61831,bank_0
1827,bank_0
13794,bank_0
26604,bank_0
38191,bank_0
50311,bank_0
63171,bank_0
75338,bank_0
87794,bank_0
5542,bank_0
30536,bank_0
56655,bank_0
80081,bank_0
36542,bank_0
86559,bank_0
34450,bank_0
71564,bank_0
790,bank_0
38232,bank_0
75494,bank_0
4127,bank_0
17259,bank_0
29523,bank_0
42204,bank_0
53592,bank_0
67251,bank_0
78347,bank_0
31681,bank_0
32817,bank_0
11,bank_0
63151,bank_0
6794,bank_0
6957,bank_0
18584,bank_0
30356,bank_0
43019,bank_0
55834,bank_0
69020,bank_0
80971,bank_0
6716,bank_0
17973,bank_0
18020,bank_0
31279,bank_0
44131,bank_0
55664,bank_0
69010,bank_0
80075,bank_0
11485,bank_0
9128,bank_0
9987,bank_0
21540,bank_0
34896,bank_0
47395,bank_0
59392,bank_0
72804,bank_0
85072,bank_0
6258,bank_0
29780,bank_0
80682,bank_0
16627,bank_0
54194,bank_0
13,bank_0
14060,bank_0
50601,bank_0
86966,bank_0
12861,bank_0
890,bank_0
37651,bank_0
74920,bank_0
34547,bank_0
72543,bank_0
25365,bank_0
62573,bank_0
14,bank_0
14020,bank_0
25847,bank_0
38772,bank_0
49900,bank_0
51748,bank_0
63933,bank_0
76024,bank_0
87383,bank_0
2537,bank_0
64838,bank_0
79536,bank_0
15112,bank_2
34305,bank_2
76946,bank_2
24219,bank_4
28228,bank_4
39941,bank_4
519,bank_0
13118,bank_0
50335,bank_0
32779,bank_0
8586,bank_0
20493,bank_0
16,bank_2
50416,bank_2
3693,bank_1
16833,bank_1
29869,bank_1
37540,bank_1
42523,bank_1
53450,bank_1
65823,bank_1
79139,bank_1
87854,bank_1
13937,bank_4
64063,bank_4
26513,bank_4
75177,bank_4
15788,bank_2
77997,bank_2
40315,bank_3
75034,bank_3
2224,bank_0
11354,bank_0
23756,bank_0
36670,bank_0
49816,bank_0
61132,bank_0
64295,bank_0
73553,bank_0
86766,bank_0
6951,bank_4
19097,bank_4
31577,bank_4
43555,bank_4
52423,bank_4
55402,bank_4
68859,bank_4
81437,bank_4
27070,bank_2
72086,bank_2
28939,bank_0
7408,bank_0
33012,bank_0
57113,bank_0
83379,bank_0
3905,bank_0
17604,bank_0
29151,bank_0
42023,bank_0
53636,bank_0
67401,bank_0
79855,bank_0
5577,bank_0
43559,bank_0
81239,bank_0
32537,bank_0
70015,bank_0
45276,bank_0
32738,bank_0
70767,bank_0
49044,bank_0
18367,bank_0
81637,bank_0
38647,bank_0
9269,bank_0
71480,bank_0
28204,bank_0
2938,bank_0
14645,bank_0
27309,bank_0
40010,bank_0
53289,bank_0
65419,bank_0
77525,bank_0
16336,bank_0
79452,bank_0
4352,bank_0
17622,bank_0
30068,bank_0
42463,bank_0
54817,bank_0
65836,bank_0
79488,bank_0
32053,bank_0
69257,bank_0
8187,bank_0
71008,bank_0
32939,bank_0
8929,bank_0
20905,bank_0
33498,bank_0
46016,bank_0
57760,bank_0
70829,bank_0
82216,bank_0
14360,bank_0
40627,bank_0
64164,bank_0
36322,bank_4
1390,bank_2
13110,bank_2
25373,bank_2
38816,bank_2
51017,bank_2
60714,bank_2
64086,bank_2
75648,bank_2
88721,bank_2
23838,bank_3
86206,bank_3
11629,bank_0
73299,bank_0
12398,bank_4
24700,bank_4
36876,bank_4
48343,bank_4
48967,bank_4
61900,bank_4
73270,bank_4
86665,bank_4
38767,bank_4
27745,bank_1
36980,bank_2
736,bank_0
51639,bank_0
14804,bank_0
53336,bank_0
19888,bank_0
82325,bank_0
35591,bank_0
72607,bank_0
633,bank_0
19,bank_1
51512,bank_1
25293,bank_3
76083,bank_3
38089,bank_4
88020,bank_4
12989,bank_3
62464,bank_3
2181,bank_0
14926,bank_0
26907,bank_0
40099,bank_0
53099,bank_0
65320,bank_0
77058,bank_0
46459,bank_0
2129,bank_0
27772,bank_0
51820,bank_0
77143,bank_0
34505,bank_0
37131,bank_0
86401,bank_0
21,bank_0
13493,bank_0
26661,bank_0
37701,bank_0
50846,bank_0
63205,bank_0
74766,bank_0
88384,bank_0
7771,bank_0
69840,bank_0
22,bank_4
13763,bank_4
25138,bank_4
37766,bank_4
50718,bank_4
64027,bank_4
74650,bank_4
88525,bank_4
5657,bank_0
18865,bank_0
30980,bank_0
44096,bank_0
55538,bank_0
68805,bank_0
80123,bank_0
70910,bank_1
48234,bank_4
12416,bank_1
74488,bank_1
7566,bank_0
20804,bank_0
33029,bank_0
44625,bank_0
57698,bank_0
61057,bank_0
70467,bank_0
82143,bank_0
24500,bank_2
86514,bank_2
37273,bank_3
53372,bank_0
31539,bank_0
19581,bank_0
29692,bank_0
6526,bank_0
23155,bank_0
47081,bank_0
72790,bank_0
4898,bank_0
42125,bank_0
79470,bank_0
50122,bank_4
8642,bank_1
21006,bank_1
33615,bank_1
45447,bank_1
57205,bank_1
69700,bank_1
83142,bank_1
9031,bank_0
22313,bank_0
35471,bank_0
46780,bank_0
58991,bank_0
72506,bank_0
85172,bank_0
9500,bank_4
22333,bank_4
33984,bank_4
46857,bank_4
59829,bank_4
71662,bank_4
83645,bank_4
14234,bank_1
62864,bank_1
627,bank_0
50109,bank_0
38051,bank_4
88555,bank_4
25630,bank_4
74913,bank_4
10061,bank_0
22456,bank_0
56795,bank_0
267,bank_0
25016,bank_0
50941,bank_0
75057,bank_0
786,bank_0
63524,bank_0
12802,bank_0
50266,bank_0
87359,bank_0
28180,bank_0
65188,bank_0
41002,bank_0
22718,bank_0
84394,bank_0
3501,bank_0
14665,bank_0
27845,bank_0
39760,bank_0
53279,bank_0
65175,bank_0
76701,bank_0
51659,bank_1
72144,bank_2
39331,bank_0
32227,bank_0
18061,bank_0
43746,bank_0
69152,bank_0
1393,bank_0
