tran_id,bene_acct
36665,1921
26790,1866
63670,1866
2604,1866
14832,1866
28233,1866
40781,1866
52330,1866
64750,1866
77879,1866
4765,1921
65781,1921
40130,1921
10617,1921
22167,1921
33942,1921
48106,1921
59901,1921
72185,1921
83571,1921
2902,605
75302,1778
26833,1778
7109,1778
18461,1778
30947,1778
43979,1778
55257,1778
68506,1778
81041,1778
16287,504
23076,504
78403,504
10278,504
41955,504
7134,648
1261,1184
13807,1184
26803,1184
38949,1184
51096,1184
63133,1184
76421,1184
87785,1184
224,409
87014,409
5716,727
8190,445
25593,445
87179,445
20190,445
9470,492
9,1804
37709,1804
75703,1804
3178,1804
15581,1804
27642,1804
39727,1804
52469,1804
64296,1804
76632,1804
615,461
14156,461
51280,461
88179,461
26665,238
62955,238
61831,238
1827,388
13794,388
26604,388
38191,388
50311,388
63171,388
75338,388
87794,388
5542,1882
30536,1882
56655,1882
80081,1882
36542,1882
86559,1882
34450,1893
71564,1893
790,1928
38232,1928
75494,1928
4127,1928
17259,1928
29523,1928
42204,1928
53592,1928
67251,1928
78347,1928
31681,1928
32817,1928
11,558
63151,558
6794,612
6957,612
18584,612
30356,612
43019,612
55834,612
69020,612
80971,612
6716,612
17973,612
18020,612
31279,612
44131,612
55664,612
69010,612
80075,612
11485,444
9128,684
9987,607
21540,607
34896,607
47395,607
59392,607
72804,607
85072,607
6258,799
29780,799
80682,799
16627,817
54194,817
13,536
14060,536
50601,536
86966,536
12861,536
890,394
37651,394
74920,394
34547,394
72543,394
25365,261
62573,261
14,429
14020,429
25847,429
38772,429
49900,429
51748,429
63933,429
76024,429
87383,429
2537,429
64838,429
79536,429
15112,429
34305,429
76946,429
24219,429
28228,429
39941,429
519,471
13118,471
50335,471
32779,487
8586,487
20493,487
16,511
50416,511
3693,511
16833,511
29869,511
37540,511
42523,511
53450,511
65823,511
79139,511
87854,511
13937,511
64063,511
26513,511
75177,511
15788,711
77997,711
40315,711
75034,711
2224,711
11354,711
23756,711
36670,711
49816,711
61132,711
64295,711
73553,711
86766,711
6951,711
19097,711
31577,711
43555,711
52423,711
55402,711
68859,711
81437,711
27070,711
72086,711
28939,1820
7408,1820
33012,1820
57113,1820
83379,1820
3905,1974
17604,1974
29151,1974
42023,1974
53636,1974
67401,1974
79855,1974
5577,1974
43559,1974
81239,1974
32537,1974
70015,1974
45276,1974
32738,1974
70767,1974
49044,1747
18367,1994
81637,1994
38647,1994
9269,1994
71480,1994
28204,1994
2938,1994
14645,1994
27309,1994
40010,1994
53289,1994
65419,1994
77525,1994
16336,1994
79452,1994
4352,1994
17622,1994
30068,1994
42463,1994
54817,1994
65836,1994
79488,1994
32053,1994
69257,1994
8187,1994
71008,1994
32939,1994
8929,1871
20905,1871
33498,1871
46016,1871
57760,1871
70829,1871
82216,1871
14360,1435
40627,1435
64164,1435
36322,551
1390,551
13110,551
25373,551
38816,551
51017,551
60714,551
64086,551
75648,551
88721,551
23838,551
86206,551
11629,551
73299,551
12398,551
24700,551
36876,551
48343,551
48967,551
61900,551
73270,551
86665,551
38767,1868
27745,1868
36980,1868
736,1938
51639,1938
14804,1938
53336,1938
19888,1938
82325,1938
35591,1620
72607,1620
633,735
19,661
51512,661
25293,661
76083,661
38089,661
88020,661
12989,661
62464,661
2181,1353
14926,1353
26907,1353
40099,1353
53099,1353
65320,1353
77058,1353
46459,1483
2129,1964
27772,1964
51820,1964
77143,1964
34505,1964
37131,1475
86401,1475
21,1945
13493,1945
26661,1945
37701,1945
50846,1945
63205,1945
74766,1945
88384,1945
7771,1945
69840,1945
22,1484
13763,1484
25138,1484
37766,1484
50718,1484
64027,1484
74650,1484
88525,1484
5657,1484
18865,1484
30980,1484
44096,1484
55538,1484
68805,1484
80123,1484
70910,1484
48234,779
12416,779
74488,779
7566,779
20804,779
33029,779
44625,779
57698,779
61057,779
70467,779
82143,779
24500,779
86514,779
37273,779
53372,103
31539,694
19581,694
29692,694
6526,694
23155,1275
47081,1275
72790,1275
4898,1333
42125,1333
79470,1333
50122,1303
8642,1303
21006,1303
33615,1303
45447,1303
57205,1303
69700,1303
83142,1303
9031,1303
22313,1303
35471,1303
46780,1303
58991,1303
72506,1303
85172,1303
9500,1303
22333,1303
33984,1303
46857,1303
59829,1303
71662,1303
83645,1303
14234,799
62864,799
627,799
50109,799
38051,799
88555,799
25630,799
74913,799
10061,724
22456,724
56795,14
267,1942
25016,1942
50941,1942
75057,1942
786,1942
63524,1942
12802,1942
50266,1942
87359,1942
28180,1942
65188,1942
41002,1942
22718,1942
84394,1942
3501,341
14665,341
27845,341
39760,341
53279,341
65175,341
76701,341
51659,837
72144,837
39331,1774
32227,1774
18061,1774
43746,1774
69152,1774
1393,1987
13009,1987
25248,1987
38559,1987
51065,1987
62637,1987
74798,1987
88230,1987
2342,1987
39550,1987
76498,1987
40548,1987
28609,1987
21686,1987
59454,1987
34982,1987
28,219
13371,219
25765,219
37549,219
51559,219
63716,219
75866,219
87146,219
6089,219
17933,219
31841,219
44013,219
55586,219
68987,219
81052,219
30496,1601
44843,794
20229,794
70507,794
7622,794
57638,794
32356,794
32885,794
82549,794
9011,595
12637,595
62619,595
21578,595
56824,595
15145,1962
77595,1962
18531,383
56300,383
1379,1766
63922,1766
30249,1766
67271,1766
31276,1766
8903,1766
32486,1766
57445,1766
83267,1766
31315,1034
45951,1991
8687,1991
20720,1991
32816,1991
45931,1991
57693,1991
70868,1991
83403,1991
9814,1991
46847,1991
84069,1991
22023,1991
59148,1991
23033,1991
83759,1991
12462,1991
49409,1991
86583,1991
1413,550
49871,1995
14085,1995
76262,1995
2179,1995
15089,1995
28151,1995
39372,1995
53005,1995
65062,1995
76764,1995
4495,1995
16036,1995
30012,1995
42742,1995
54814,1995
67175,1995
79029,1995
21077,1995
82994,1995
9891,1995
47894,1995
84681,1995
11891,1995
49420,1995
85902,1995
38,682
13195,682
25202,682
39066,682
48739,682
50024,682
63420,682
76314,682
87491,682
23416,682
73004,682
36462,682
85614,682
11691,682
61237,682
20602,105
81713,105
3767,1861
41988,1861
79914,1861
7714,759
8405,1965
45524,1965
81693,1965
24715,1965
74363,1965
217,1560
37846,1560
75283,1560
42,437
62811,437
1471,619
13629,619
26203,619
39193,619
49952,619
63586,619
75416,619
87456,619
6796,619
20214,1718
58046,1718
7911,1925
44997,1925
81701,1925
13613,43
87808,43
3022,43
14546,43
26927,43
39368,43
52500,43
64303,43
77275,43
9431,550
46108,550
10620,550
21857,550
35698,550
47804,550
59756,550
72164,550
84150,550
84348,550
1536,756
24662,1170
49034,1170
74113,1170
11811,518
32832,518
69901,518
46,973
14047,973
26149,973
38268,973
50857,973
63684,973
