bank_id,branch_id,acct_id,prior_sar_count
bank_4,1,0,False
bank_4,1,1,True
bank_4,1,2,False
bank_4,1,3,False
bank_4,1,4,False
bank_4,1,5,False
bank_4,1,6,False
bank_4,1,7,False
bank_4,1,8,False
bank_4,1,9,False
bank_4,1,10,False
bank_4,1,11,False
bank_4,1,12,False
bank_4,1,13,False
bank_4,1,14,False
bank_4,1,15,False
bank_4,1,16,False
bank_4,1,17,False
bank_4,1,18,False
bank_4,1,19,False
bank_4,1,20,False
bank_4,1,21,False
bank_4,1,22,False
bank_4,1,23,False
bank_4,1,24,False
bank_4,1,25,False
bank_4,1,26,False
bank_4,1,27,False
bank_4,1,28,False
bank_4,1,29,False
bank_4,1,30,True
bank_4,1,31,True
bank_4,1,32,False
bank_4,1,33,False
bank_4,1,34,False
bank_4,1,35,False
bank_4,1,36,False
bank_4,1,37,False
bank_4,1,38,False
bank_4,1,39,False
bank_4,1,40,False
bank_4,1,41,False
bank_4,1,42,False
bank_4,1,43,True
bank_4,1,44,False
bank_4,1,45,False
bank_4,1,46,False
bank_4,1,47,False
bank_4,1,48,False
bank_4,1,49,False
bank_4,1,50,False
bank_4,1,51,False
bank_4,1,52,False
bank_4,1,53,True
bank_4,1,54,False
bank_4,1,55,False
bank_4,1,56,False
bank_4,1,57,False
bank_4,1,58,False
bank_4,1,59,False
bank_4,1,60,False
bank_4,1,61,False
bank_4,1,62,False
bank_4,1,63,False
bank_4,1,64,False
bank_4,1,65,False
bank_4,1,66,False
bank_4,1,67,False
bank_4,1,68,False
bank_4,1,69,False
bank_4,1,70,False
bank_4,1,71,True
bank_4,1,72,False
bank_4,1,73,False
bank_4,1,74,False
bank_4,1,75,False
bank_4,1,76,False
bank_4,1,77,False
bank_4,1,78,False
bank_4,1,79,False
bank_4,1,80,False
bank_4,1,81,False
bank_4,1,82,False
bank_4,1,83,False
bank_4,1,84,False
bank_4,1,85,False
bank_4,1,86,False
bank_4,1,87,False
bank_4,1,88,False
bank_4,1,89,False
bank_4,1,90,True
bank_4,1,91,False
bank_4,1,92,False
bank_4,1,93,False
bank_4,1,94,False
bank_4,1,95,False
bank_4,1,96,False
bank_4,1,97,False
bank_4,1,98,False
bank_4,1,99,False
bank_4,1,100,False
bank_4,1,101,False
bank_4,1,102,False
bank_4,1,103,False
bank_4,1,104,False
bank_4,1,105,False
bank_4,1,106,False
bank_4,1,107,False
bank_4,1,108,False
bank_4,1,109,False
bank_4,1,110,False
bank_4,1,111,False
bank_4,1,112,False
bank_4,1,113,False
bank_4,1,114,False
bank_4,1,115,False
bank_4,1,116,False
bank_4,1,117,False
bank_4,1,118,False
bank_4,1,119,False
bank_4,1,120,False
bank_4,1,121,False
bank_4,1,122,False
bank_4,1,123,False
bank_4,1,124,False
bank_4,1,125,False
bank_4,1,126,False
bank_4,1,127,True
bank_4,1,128,False
bank_4,1,129,False
bank_4,1,130,False
bank_4,1,131,False
bank_4,1,132,False
bank_4,1,133,False
bank_4,1,134,False
bank_4,1,135,False
bank_4,1,136,False
bank_4,1,137,False
bank_4,1,138,False
bank_4,1,139,False
bank_4,1,140,False
bank_4,1,141,False
bank_4,1,142,False
bank_4,1,143,False
bank_4,1,144,True
bank_4,1,145,False
bank_4,1,146,False
bank_4,1,147,False
bank_4,1,148,False
bank_4,1,149,False
bank_4,1,150,False
bank_4,1,151,False
bank_4,1,152,False
bank_4,1,153,False
bank_4,1,154,False
bank_4,1,155,False
bank_4,1,156,False
bank_4,1,157,False
bank_4,1,158,False
bank_4,1,159,False
bank_4,1,160,False
bank_4,1,161,False
bank_4,1,162,False
bank_4,1,163,False
bank_4,1,164,False
bank_4,1,165,False
bank_4,1,166,False
bank_4,1,167,False
bank_4,1,168,False
bank_4,1,169,False
bank_4,1,170,False
bank_4,1,171,False
bank_4,1,172,False
bank_4,1,173,False
bank_4,1,174,False
bank_4,1,175,False
bank_4,1,176,False
bank_4,1,177,False
bank_4,1,178,False
bank_4,1,179,False
bank_4,1,180,False
bank_4,1,181,True
bank_4,1,182,False
bank_4,1,183,False
bank_4,1,184,False
bank_4,1,185,False
bank_4,1,186,False
bank_4,1,187,False
bank_4,1,188,False
bank_4,1,189,False
bank_4,1,190,False
bank_4,1,191,True
bank_4,1,192,False
bank_4,1,193,False
bank_4,1,194,False
bank_4,1,195,False
bank_4,1,196,False
bank_4,1,197,False
bank_4,1,198,False
bank_4,1,199,False
bank_4,1,200,False
bank_4,1,201,False
bank_4,1,202,False
bank_4,1,203,False
bank_4,1,204,False
bank_4,1,205,False
bank_4,1,206,False
bank_4,1,207,False
bank_4,1,208,False
bank_4,1,209,False
bank_4,1,210,False
bank_4,1,211,False
bank_4,1,212,False
bank_4,1,213,False
bank_4,1,214,False
bank_4,1,215,False
bank_4,1,216,False
bank_4,1,217,False
bank_4,1,218,False
bank_4,1,219,False
bank_4,1,220,False
bank_4,1,221,False
bank_4,1,222,False
bank_4,1,223,False
bank_4,1,224,False
bank_4,1,225,False
bank_4,1,226,False
bank_4,1,227,False
bank_4,1,228,False
bank_4,1,229,False
bank_4,1,230,False
bank_4,1,231,False
bank_4,1,232,False
bank_4,1,233,False
bank_4,1,234,False
bank_4,1,235,False
bank_4,1,236,False
bank_4,1,237,False
bank_4,1,238,False
bank_4,1,239,False
bank_4,1,240,False
bank_4,1,241,False
bank_4,1,242,False
bank_4,1,243,False
