tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id,orig_branch_id,orig_bank_id,bene_branch_id,bene_bank_id
36665,1519,1921,TRANSFER,340.39,2017-01-21 04:37:19,False,-1,1,bank_0,1,bank_3
26790,1308,1866,TRANSFER,350.55,2017-01-15 11:12:11,False,-1,1,bank_4,1,bank_0
63670,1208,1866,TRANSFER,155.31,2017-02-05 03:32:55,False,-1,1,bank_4,1,bank_0
2604,1066,1866,TRANSFER,675.9,2017-01-02 14:38:30,False,-1,1,bank_1,1,bank_0
14832,1066,1866,TRANSFER,385.61,2017-01-09 23:27:11,False,-1,1,bank_1,1,bank_0
28233,1066,1866,TRANSFER,745.41,2017-01-16 15:03:08,False,-1,1,bank_1,1,bank_0
40781,1066,1866,TRANSFER,746.57,2017-01-23 13:56:21,False,-1,1,bank_1,1,bank_0
52330,1066,1866,TRANSFER,252.4,2017-01-30 00:07:15,False,-1,1,bank_1,1,bank_0
64750,1066,1866,TRANSFER,147.78,2017-02-06 09:15:34,False,-1,1,bank_1,1,bank_0
77879,1066,1866,TRANSFER,948.05,2017-02-13 20:27:12,False,-1,1,bank_1,1,bank_0
4765,1340,1921,TRANSFER,784.41,2017-01-03 06:46:26,False,-1,1,bank_0,1,bank_4
65781,1340,1921,TRANSFER,598.9,2017-02-07 21:27:21,False,-1,1,bank_0,1,bank_4
40130,1373,1921,TRANSFER,144.51,2017-01-23 13:59:56,False,-1,1,bank_0,1,bank_4
10617,1637,1921,TRANSFER,515.22,2017-01-06 20:03:12,False,-1,1,bank_0,1,bank_4
22167,1637,1921,TRANSFER,353.12,2017-01-13 07:50:21,False,-1,1,bank_0,1,bank_4
33942,1637,1921,TRANSFER,529.06,2017-01-20 19:04:46,False,-1,1,bank_0,1,bank_4
48106,1637,1921,TRANSFER,895.9,2017-01-27 17:51:55,False,-1,1,bank_0,1,bank_4
59901,1637,1921,TRANSFER,154.97,2017-02-03 20:13:57,False,-1,1,bank_0,1,bank_4
72185,1637,1921,TRANSFER,806.85,2017-02-10 17:56:17,False,-1,1,bank_0,1,bank_4
83571,1637,1921,TRANSFER,566.74,2017-02-17 12:52:09,False,-1,1,bank_0,1,bank_4
2902,1000,605,TRANSFER,720.49,2017-01-02 15:12:17,False,-1,1,bank_0,1,bank_2
75302,1308,1778,TRANSFER,649.22,2017-02-12 19:11:03,False,-1,1,bank_4,1,bank_0
26833,251,1778,TRANSFER,290.82,2017-01-15 14:07:19,False,-1,1,bank_2,1,bank_0
7109,1770,1778,TRANSFER,922.33,2017-01-04 17:02:56,False,-1,1,bank_0,1,bank_0
18461,1770,1778,TRANSFER,965.46,2017-01-11 20:33:38,False,-1,1,bank_0,1,bank_0
