tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id,orig_branch_id,orig_bank_id,bene_branch_id,bene_bank_id
40439,1305,40,TRANSFER,509.27,2017-01-23 20:12:42,False,-1,1,bank_3,1,bank_4
52234,201,40,TRANSFER,899.5,2017-01-30 23:31:13,False,-1,1,bank_3,1,bank_4
69179,301,40,TRANSFER,115.81,2017-02-08 06:29:46,False,-1,1,bank_3,1,bank_4
25023,93,1796,TRANSFER,973.39,2017-01-15 05:28:22,False,-1,1,bank_1,1,bank_3
87041,93,1796,TRANSFER,755.44,2017-02-19 01:08:09,False,-1,1,bank_1,1,bank_3
5837,390,1796,TRANSFER,840.5,2017-01-04 23:17:40,False,-1,1,bank_4,1,bank_3
56554,350,1796,TRANSFER,112.76,2017-02-01 23:33:16,False,-1,1,bank_4,1,bank_3
32384,81,1796,TRANSFER,148.41,2017-01-19 21:02:35,False,-1,1,bank_4,1,bank_3
50926,93,1921,TRANSFER,141.95,2017-01-29 09:26:03,False,-1,1,bank_1,1,bank_3
1356,1529,1921,TRANSFER,625.27,2017-01-01 08:03:37,False,-1,1,bank_2,1,bank_3
26941,284,1921,TRANSFER,402.96,2017-01-16 07:59:53,False,-1,1,bank_3,1,bank_3
54572,1476,1921,TRANSFER,115.14,2017-01-31 18:56:02,False,-1,1,bank_1,1,bank_3
36665,1519,1921,TRANSFER,340.39,2017-01-21 04:37:19,False,-1,1,bank_0,1,bank_3
77147,1447,575,TRANSFER,295.73,2017-02-13 20:04:28,False,-1,1,bank_3,1,bank_4
82843,1447,575,TRANSFER,700.61,2017-02-16 07:26:34,False,-1,1,bank_3,1,bank_4
70216,1107,575,TRANSFER,801.5,2017-02-09 17:34:17,False,-1,1,bank_3,1,bank_4
58149,636,575,TRANSFER,730.22,2017-02-02 23:57:11,False,-1,1,bank_3,1,bank_4
13019,1308,703,TRANSFER,129.36,2017-01-08 05:20:44,False,-1,1,bank_4,1,bank_3
77607,1308,703,TRANSFER,404.61,2017-02-13 21:23:22,False,-1,1,bank_4,1,bank_3
2789,647,703,TRANSFER,715.35,2017-01-02 06:46:39,False,-1,1,bank_2,1,bank_3
65027,893,703,TRANSFER,127.44,2017-02-06 16:08:07,False,-1,1,bank_4,1,bank_3
7920,1579,703,TRANSFER,864.31,2017-01-05 12:12:47,False,-1,1,bank_3,1,bank_3
39487,1579,703,TRANSFER,328.78,2017-01-23 14:03:31,False,-1,1,bank_3,1,bank_3
27095,948,703,TRANSFER,394.33,2017-01-16 08:39:04,False,-1,1,bank_3,1,bank_3
48791,1333,703,TRANSFER,211.5,2017-01-28 18:43:40,False,-1,1,bank_4,1,bank_3
14484,615,703,TRANSFER,233.63,2017-01-09 23:31:24,False,-1,1,bank_3,1,bank_3
52581,764,703,TRANSFER,623.2,2017-01-30 19:57:21,False,-1,1,bank_4,1,bank_3
25156,1229,1921,TRANSFER,889.8,2017-01-15 01:24:56,False,-1,1,bank_3,1,bank_4
67412,1565,1921,TRANSFER,391.12,2017-02-07 08:07:23,False,-1,1,bank_3,1,bank_4
76592,331,223,TRANSFER,561.95,2017-02-13 17:31:05,False,-1,1,bank_3,1,bank_4
6108,1937,223,TRANSFER,374.32,2017-01-04 14:33:36,False,-1,1,bank_3,1,bank_4
18576,1937,223,TRANSFER,917.67,2017-01-11 23:59:33,False,-1,1,bank_3,1,bank_4
30475,1937,223,TRANSFER,462.28,2017-01-18 09:11:38,False,-1,1,bank_3,1,bank_4
42873,1937,223,TRANSFER,127.15,2017-01-25 04:06:31,False,-1,1,bank_3,1,bank_4
55217,1937,223,TRANSFER,984.03,2017-02-01 07:49:09,False,-1,1,bank_3,1,bank_4
67903,1937,223,TRANSFER,598.29,2017-02-08 21:29:37,False,-1,1,bank_3,1,bank_4
80918,1937,223,TRANSFER,610.56,2017-02-15 18:04:51,False,-1,1,bank_3,1,bank_4
86956,369,223,TRANSFER,267.04,2017-02-18 18:40:54,False,-1,1,bank_3,1,bank_4
13829,1225,1673,TRANSFER,953.82,2017-01-08 00:19:16,False,-1,1,bank_3,1,bank_4
78468,110,1673,TRANSFER,975.43,2017-02-14 22:54:08,False,-1,1,bank_3,1,bank_4
68983,1493,1673,TRANSFER,966.07,2017-02-08 12:55:46,False,-1,1,bank_3,1,bank_4
6,1148,648,TRANSFER,146.14,2017-01-01 19:58:58,True,9,1,bank_3,1,bank_3
25600,91,648,TRANSFER,352.54,2017-01-15 03:06:28,False,-1,1,bank_3,1,bank_3
33576,91,648,TRANSFER,177.31,2017-01-19 08:53:18,False,-1,1,bank_3,1,bank_3
29769,947,648,TRANSFER,146.14,2017-01-17 09:47:11,True,9,1,bank_3,1,bank_3
7134,1881,648,TRANSFER,977.39,2017-01-05 19:39:20,False,-1,1,bank_0,1,bank_3
20566,1229,648,TRANSFER,294.21,2017-01-12 02:45:47,False,-1,1,bank_2,1,bank_3
39644,1229,648,TRANSFER,192.29,2017-01-23 11:10:27,False,-1,1,bank_2,1,bank_3
27661,1207,648,TRANSFER,901.08,2017-01-16 11:53:52,False,-1,1,bank_4,1,bank_3
