bank_id,branch_id,acct_id,prior_sar_count,open_dt,close_dt,initial_deposit,tx_behavior_id
bank_0,1,0,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92221.09,1
bank_0,1,1,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87897.72,1
bank_0,1,2,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71028.58,1
bank_0,1,3,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62945.84,1
bank_0,1,4,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75563.74,1
bank_0,1,5,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70246.71,1
bank_0,1,6,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89189.93,1
bank_0,1,7,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65165.64,1
bank_0,1,8,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73829.85,1
bank_0,1,9,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79169.1,1
bank_0,1,10,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95405.64,1
bank_0,1,11,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75234.34,1
bank_0,1,12,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64091.89,1
bank_0,1,13,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87790.21,1
bank_0,1,14,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80918.45,1
bank_0,1,15,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62525.32,1
bank_0,1,16,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95487.31,1
bank_0,1,17,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99139.27,1
bank_0,1,18,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90510.86,1
bank_0,1,19,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95108.3,1
bank_0,1,20,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65507.38,1
bank_0,1,21,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86491.59,1
bank_0,1,22,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94941.91,1
bank_0,1,23,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84199.2,1
bank_0,1,24,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73607.14,1
bank_0,1,25,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55035.06,1
bank_0,1,26,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71708.59,1
bank_0,1,27,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80544.35,1
bank_0,1,28,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95650.55,1
bank_0,1,29,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98330.32,1
bank_0,1,30,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73850.49,1
bank_0,1,31,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93265.5,1
bank_0,1,32,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63024.62,1
bank_0,1,33,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90251.39,1
bank_0,1,34,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77434.97,1
bank_0,1,35,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50702.09,1
bank_0,1,36,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85985.23,1
bank_0,1,37,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69941.18,1
bank_0,1,38,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91242.25,1
bank_0,1,39,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83407.66,1
bank_0,1,40,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50057.14,1
bank_0,1,41,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,74678.89,1
bank_0,1,42,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93380.14,1
bank_0,1,43,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62195.54,1
bank_0,1,44,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66260.22,1
bank_0,1,45,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93523.56,1
bank_0,1,46,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59553.35,1
bank_0,1,47,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,78375.54,1
bank_0,1,48,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61930.8,1
bank_0,1,49,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98377.01,1
bank_0,1,50,True,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90158.97,1
bank_0,1,51,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,72398.48,1
bank_0,1,52,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54022.29,1
bank_0,1,53,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66002.73,1
bank_0,1,54,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75397.03,1
bank_0,1,55,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96641.69,1
bank_0,1,56,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55452.89,1
bank_0,1,57,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77563.36,1
bank_0,1,58,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,85328.07,1
bank_0,1,59,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77372.05,1
bank_0,1,60,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,90723.34,1
bank_0,1,61,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,77014.18,1
bank_0,1,62,False,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98191.93,1
