bank_id,branch_id,acct_id,prior_sar_count
bank_0,1,0,False
bank_0,1,1,False
bank_0,1,2,False
bank_0,1,3,False
bank_0,1,4,False
bank_0,1,5,False
bank_0,1,6,False
bank_0,1,7,False
bank_0,1,8,False
bank_0,1,9,False
bank_0,1,10,False
bank_0,1,11,False
bank_0,1,12,False
bank_0,1,13,False
bank_0,1,14,False
bank_0,1,15,False
bank_0,1,16,False
bank_0,1,17,False
bank_0,1,18,False
bank_0,1,19,False
bank_0,1,20,False
bank_0,1,21,False
bank_0,1,22,False
bank_0,1,23,False
bank_0,1,24,False
bank_0,1,25,False
bank_0,1,26,False
bank_0,1,27,False
bank_0,1,28,False
bank_0,1,29,False
bank_0,1,30,False
bank_0,1,31,False
bank_0,1,32,False
bank_0,1,33,False
bank_0,1,34,False
bank_0,1,35,False
bank_0,1,36,False
bank_0,1,37,False
bank_0,1,38,False
bank_0,1,39,False
bank_0,1,40,False
bank_0,1,41,False
bank_0,1,42,False
bank_0,1,43,False
bank_0,1,44,False
bank_0,1,45,False
bank_0,1,46,False
bank_0,1,47,False
bank_0,1,48,False
bank_0,1,49,False
bank_0,1,50,True
bank_0,1,51,False
bank_0,1,52,False
bank_0,1,53,False
bank_0,1,54,False
bank_0,1,55,False
bank_0,1,56,False
bank_0,1,57,False
bank_0,1,58,False
bank_0,1,59,False
bank_0,1,60,False
bank_0,1,61,False
bank_0,1,62,False
bank_0,1,63,False
bank_0,1,64,False
bank_0,1,65,False
bank_0,1,66,False
bank_0,1,67,False
bank_0,1,68,True
bank_0,1,69,False
bank_0,1,70,False
bank_0,1,71,False
bank_0,1,72,False
bank_0,1,73,False
bank_0,1,74,False
bank_0,1,75,False
bank_0,1,76,False
bank_0,1,77,False
bank_0,1,78,False
bank_0,1,79,False
bank_0,1,80,False
bank_0,1,81,False
bank_0,1,82,False
bank_0,1,83,False
bank_0,1,84,False
bank_0,1,85,False
bank_0,1,86,False
bank_0,1,87,False
bank_0,1,88,False
bank_0,1,89,False
bank_0,1,90,False
bank_0,1,91,False
bank_0,1,92,False
bank_0,1,93,False
bank_0,1,94,False
bank_0,1,95,False
bank_0,1,96,False
bank_0,1,97,False
bank_0,1,98,False
bank_0,1,99,False
bank_0,1,100,False
bank_0,1,101,False
bank_0,1,102,False
bank_0,1,103,False
bank_0,1,104,False
bank_0,1,105,False
bank_0,1,106,False
bank_0,1,107,False
bank_0,1,108,False
bank_0,1,109,False
bank_0,1,110,False
bank_0,1,111,False
bank_0,1,112,False
bank_0,1,113,False
bank_0,1,114,False
bank_0,1,115,False
bank_0,1,116,False
bank_0,1,117,False
bank_0,1,118,False
bank_0,1,119,False
bank_0,1,120,False
bank_0,1,121,False
bank_0,1,122,False
bank_0,1,123,False
bank_0,1,124,False
bank_0,1,125,False
bank_0,1,126,False
bank_0,1,127,False
bank_0,1,128,False
bank_0,1,129,False
bank_0,1,130,False
bank_0,1,131,False
bank_0,1,132,False
bank_0,1,133,False
